name cluster chr start end freq
cAvAR-1055 647 chr2 60456204 60456393 6
cAvAR-2096 647 chr2 60528042 60528259 6
cAvAR-19 891 chr3 31695050 31695166 6
cAvAR-898 891 chr3 31763177 31763419 6
cAvAR-1120 891 chr3 31767644 31767846 6
cAvAR-1210 891 chr3 31678091 31678414 6
cAvAR-1227 891 chr3 31732622 31732840 6
cAvAR-1623 891 chr3 31768242 31768388 6
cAvAR-154 910 chr3 37743704 37743806 6
cAvAR-587 910 chr3 37732214 37732332 6
cAvAR-830 910 chr3 37721959 37722109 6
cAvAR-1044 910 chr3 37719996 37720182 6
cAvAR-1112 910 chr3 37727712 37728014 6
cAvAR-1871 910 chr3 37718905 37719079 6
cAvAR-254 1425 chr7 21969179 21969299 6
cAvAR-559 1425 chr7 22002987 22003161 6
cAvAR-1084 1425 chr7 21958805 21959001 6
cAvAR-1188 1425 chr7 21971742 21971848 6
cAvAR-1471 1425 chr7 22008418 22008680 6
cAvAR-1798 1425 chr7 22007917 22008083 6
cAvAR-772 26 chr1 13194070 13194283 5
cAvAR-1009 26 chr1 13193523 13193702 5
cAvAR-1029 26 chr1 13248765 13248947 5
cAvAR-1101 26 chr1 13189027 13189227 5
cAvAR-2008 26 chr1 13199316 13199515 5
cAvAR-169 34 chr1 14952028 14952202 5
cAvAR-217 34 chr1 15000702 15000815 5
cAvAR-284 34 chr1 14938680 14938805 5
cAvAR-439 34 chr1 14937169 14937273 5
cAvAR-613 34 chr1 14941342 14941583 5
cAvAR-85 137 chr1 49614329 49614499 5
cAvAR-520 137 chr1 49706240 49706351 5
cAvAR-1739 137 chr1 49666060 49666379 5
cAvAR-2275 137 chr1 49707089 49707360 5
cAvAR-2450 137 chr1 49642999 49644130 5
cAvAR-222 146 chr1 51012350 51012501 5
cAvAR-521 146 chr1 51024076 51024187 5
cAvAR-737 146 chr1 51027585 51027721 5
cAvAR-747 146 chr1 51056492 51056908 5
cAvAR-1749 146 chr1 50993351 50993511 5
cAvAR-110 148 chr1 51809867 51810081 5
cAvAR-783 148 chr1 51805520 51805734 5
cAvAR-1142 148 chr1 51816527 51816630 5
cAvAR-1229 148 chr1 51818053 51818271 5
cAvAR-1269 148 chr1 51818694 51818807 5
cAvAR-987 173 chr1 59107568 59108008 5
cAvAR-2069 173 chr1 59094574 59094785 5
cAvAR-2229 173 chr1 59132333 59132841 5
cAvAR-2404 173 chr1 59126345 59127028 5
cAvAR-2467 173 chr1 59125923 59126311 5
cAvAR-315 275 chr1 97944265 97944396 5
cAvAR-1038 275 chr1 97973592 97973961 5
cAvAR-1163 275 chr1 97960043 97960252 5
cAvAR-1697 275 chr1 97979027 97979182 5
cAvAR-2024 275 chr1 97940391 97940593 5
cAvAR-317 288 chr1 106383896 106384116 5
cAvAR-470 288 chr1 106433515 106433783 5
cAvAR-1164 288 chr1 106423445 106423654 5
cAvAR-1311 288 chr1 106436373 106436606 5
cAvAR-2443 288 chr1 106434535 106434907 5
cAvAR-60 319 chr1 119452203 119452332 5
cAvAR-126 319 chr1 119495645 119495803 5
cAvAR-267 319 chr1 119524444 119524566 5
cAvAR-704 319 chr1 119501863 119502061 5
cAvAR-941 319 chr1 119518551 119518720 5
cAvAR-54 339 chr1 126289743 126289844 5
cAvAR-119 339 chr1 126256134 126256290 5
cAvAR-642 339 chr1 126199870 126199995 5
cAvAR-1996 339 chr1 126277748 126277944 5
cAvAR-2158 339 chr1 126210904 126211138 5
cAvAR-498 353 chr1 133227617 133227781 5
cAvAR-1454 353 chr1 133256256 133256385 5
cAvAR-2506 353 chr1 133208998 133209416 5
cAvAR-2510 353 chr1 133213445 133214714 5
cAvAR-2535 353 chr1 133236335 133237708 5
cAvAR-453 354 chr1 133438495 133438601 5
cAvAR-658 354 chr1 133517674 133517864 5
cAvAR-732 354 chr1 133531994 133532130 5
cAvAR-1808 354 chr1 133462614 133462781 5
cAvAR-2627 354 chr1 133491613 133492247 5
cAvAR-1103 378 chr1 140732345 140732445 5
cAvAR-1203 378 chr1 140746332 140746439 5
cAvAR-1532 378 chr1 140711156 140711292 5
cAvAR-1681 378 chr1 140724127 140724280 5
cAvAR-2067 378 chr1 140691545 140691756 5
cAvAR-564 390 chr1 146388796 146388970 5
cAvAR-1216 390 chr1 146340222 146340330 5
cAvAR-1388 390 chr1 146390125 146390248 5
cAvAR-2071 390 chr1 146366765 146366976 5
cAvAR-2219 390 chr1 146291707 146291958 5
cAvAR-41 493 chr1 194608220 194608360 5
cAvAR-481 493 chr1 194617996 194618104 5
cAvAR-649 493 chr1 194629827 194630015 5
cAvAR-1292 493 chr1 194637022 194637137 5
cAvAR-1873 493 chr1 194609502 194609677 5
cAvAR-1147 545 chr2 17011943 17012149 5
cAvAR-2187 545 chr2 16941908 16942148 5
cAvAR-2246 545 chr2 16983244 16983765 5
cAvAR-2413 545 chr2 16929451 16929798 5
cAvAR-2596 545 chr2 16935040 16935594 5
cAvAR-484 707 chr2 97974995 97975103 5
cAvAR-709 707 chr2 98013875 98014074 5
cAvAR-991 707 chr2 97943942 97944119 5
cAvAR-1213 707 chr2 98062350 98062458 5
cAvAR-1544 707 chr2 97982265 97982402 5
cAvAR-275 898 chr3 33786039 33786162 5
cAvAR-445 898 chr3 33753305 33753410 5
cAvAR-943 898 chr3 33788051 33788220 5
cAvAR-1596 898 chr3 33796136 33796278 5
cAvAR-2601 898 chr3 33709456 33710023 5
cAvAR-480 1027 chr3 104005386 104005494 5
cAvAR-1751 1027 chr3 103999389 103999710 5
cAvAR-1814 1027 chr3 103906145 103906483 5
cAvAR-2028 1027 chr3 103988916 103989119 5
cAvAR-2364 1027 chr3 103942740 103943050 5
cAvAR-448 1052 chr4 2243002 2243265 5
cAvAR-680 1052 chr4 2182169 2182364 5
cAvAR-1165 1052 chr4 2278123 2278438 5
cAvAR-1379 1052 chr4 2298045 2298167 5
cAvAR-1469 1052 chr4 2225959 2226090 5
cAvAR-1182 1185 chr4 76330340 76330552 5
cAvAR-1866 1185 chr4 76377900 76378247 5
cAvAR-1940 1185 chr4 76371535 76371719 5
cAvAR-2198 1185 chr4 76335101 76335346 5
cAvAR-2353 1185 chr4 76380847 76381152 5
cAvAR-558 1288 chr5 43397821 43397937 5
cAvAR-1317 1288 chr5 43400992 43401109 5
cAvAR-1505 1288 chr5 43396327 43396461 5
cAvAR-1518 1288 chr5 43387656 43387791 5
cAvAR-1916 1288 chr5 43365676 43365856 5
cAvAR-582 1533 chr9 16607042 16607160 5
cAvAR-1760 1533 chr9 16551223 16551384 5
cAvAR-1895 1533 chr9 16599252 16599429 5
cAvAR-1896 1533 chr9 16606301 16606478 5
cAvAR-2191 1533 chr9 16511974 16512216 5
cAvAR-288 32 chr1 14668946 14669113 4
cAvAR-321 32 chr1 14691850 14692027 4
cAvAR-392 32 chr1 14684642 14684842 4
cAvAR-517 32 chr1 14688575 14688741 4
cAvAR-578 36 chr1 15513962 15514138 4
cAvAR-823 36 chr1 15547157 15547380 4
cAvAR-1086 36 chr1 15520903 15521100 4
cAvAR-1690 36 chr1 15510117 15510271 4
cAvAR-411 60 chr1 27383685 27383838 4
cAvAR-447 60 chr1 27371977 27372082 4
cAvAR-1174 60 chr1 27380377 27380482 4
cAvAR-1409 60 chr1 27392888 27393013 4
cAvAR-71 123 chr1 47597441 47597600 4
cAvAR-482 123 chr1 47570344 47570452 4
cAvAR-734 123 chr1 47562632 47562768 4
cAvAR-1485 123 chr1 47560433 47560565 4
cAvAR-417 126 chr1 47811944 47812149 4
cAvAR-918 126 chr1 47845506 47845835 4
cAvAR-1835 126 chr1 47829523 47830034 4
cAvAR-2523 126 chr1 47844488 47844931 4
cAvAR-633 129 chr1 48473477 48473724 4
cAvAR-888 129 chr1 48496722 48496881 4
cAvAR-1932 129 chr1 48499218 48499400 4
cAvAR-2368 129 chr1 48469713 48470651 4
cAvAR-539 142 chr1 50463360 50463530 4
cAvAR-550 142 chr1 50429315 50429487 4
cAvAR-958 142 chr1 50444803 50444974 4
cAvAR-2160 142 chr1 50420931 50421165 4
cAvAR-262 172 chr1 58927265 58927427 4
cAvAR-973 172 chr1 58917593 58917767 4
cAvAR-1005 172 chr1 58934876 58935054 4
cAvAR-1774 172 chr1 58939388 58939551 4
cAvAR-72 198 chr1 64500246 64500352 4
cAvAR-1381 198 chr1 64503471 64503593 4
cAvAR-2138 198 chr1 64483240 64483468 4
cAvAR-2469 198 chr1 64490373 64490763 4
cAvAR-1130 264 chr1 90052190 90052292 4
cAvAR-1459 264 chr1 90059088 90059347 4
cAvAR-2495 264 chr1 90066394 90066802 4
cAvAR-2505 264 chr1 90068302 90068719 4
cAvAR-831 299 chr1 110344121 110344347 4
cAvAR-919 299 chr1 110345941 110346106 4
cAvAR-1144 299 chr1 110404005 110404108 4
cAvAR-2217 299 chr1 110390787 110391289 4
cAvAR-279 304 chr1 111627623 111627788 4
cAvAR-296 304 chr1 111546748 111546917 4
cAvAR-1145 304 chr1 111590122 111590328 4
cAvAR-2109 304 chr1 111554377 111554598 4
cAvAR-135 335 chr1 124934419 124934580 4
cAvAR-624 335 chr1 124952062 124952184 4
cAvAR-2406 335 chr1 124929307 124929992 4
cAvAR-2431 335 chr1 124928442 124929159 4
cAvAR-150 348 chr1 131885306 131885474 4
cAvAR-1490 348 chr1 131840970 131841103 4
cAvAR-1869 348 chr1 131892470 131892644 4
cAvAR-2004 348 chr1 131867941 131868138 4
cAvAR-1456 357 chr1 133999748 134000135 4
cAvAR-1635 357 chr1 133982664 133982811 4
cAvAR-2348 357 chr1 133973388 133973691 4
cAvAR-2429 357 chr1 134043167 134043878 4
cAvAR-251 371 chr1 138698963 138699122 4
cAvAR-1738 371 chr1 138707219 138707378 4
cAvAR-1904 371 chr1 138657439 138657617 4
cAvAR-2747 371 chr1 138648942 138650311 4
cAvAR-389 385 chr1 145143526 145143626 4
cAvAR-659 385 chr1 145139917 145140044 4
cAvAR-1335 385 chr1 145123358 145123476 4
cAvAR-1691 385 chr1 145136001 145136309 4
cAvAR-192 389 chr1 146222971 146223188 4
cAvAR-1484 389 chr1 146218739 146218871 4
cAvAR-1608 389 chr1 146163872 146164016 4
cAvAR-2400 389 chr1 146203526 146203865 4
cAvAR-196 391 chr1 146787513 146787804 4
cAvAR-1789 391 chr1 146782504 146782669 4
cAvAR-2509 391 chr1 146714944 146715365 4
cAvAR-2568 391 chr1 146764190 146764691 4
cAvAR-52 398 chr1 154522605 154522730 4
cAvAR-313 398 chr1 154524497 154524715 4
cAvAR-842 398 chr1 154503796 154503948 4
cAvAR-977 398 chr1 154513796 154513971 4
cAvAR-792 440 chr1 175748035 175748179 4
cAvAR-974 440 chr1 175767535 175767710 4
cAvAR-1762 440 chr1 175743645 175743806 4
cAvAR-1886 440 chr1 175734348 175734877 4
cAvAR-419 458 chr1 180107535 180107689 4
cAvAR-632 458 chr1 180101915 180102100 4
cAvAR-2092 458 chr1 180111652 180112085 4
cAvAR-2344 458 chr1 180104299 180104600 4
cAvAR-477 508 chr2 5364040 5364148 4
cAvAR-528 508 chr2 5361324 5361436 4
cAvAR-730 508 chr2 5350256 5350392 4
cAvAR-1024 508 chr2 5322363 5322635 4
cAvAR-44 522 chr2 10035331 10035450 4
cAvAR-257 522 chr2 10043751 10043872 4
cAvAR-1266 522 chr2 10073852 10073964 4
cAvAR-1613 522 chr2 10032458 10032602 4
cAvAR-276 534 chr2 14339687 14339893 4
cAvAR-1042 534 chr2 14302818 14303096 4
cAvAR-1712 534 chr2 14315905 14316062 4
cAvAR-2203 534 chr2 14307057 14307302 4
cAvAR-2256 538 chr2 15358743 15359006 4
cAvAR-2334 538 chr2 15315387 15315683 4
cAvAR-2571 538 chr2 15314497 15315003 4
cAvAR-2750 538 chr2 15338049 15339554 4
cAvAR-1588 567 chr2 26075439 26075721 4
cAvAR-1594 567 chr2 26069558 26069700 4
cAvAR-1670 567 chr2 26053266 26053418 4
cAvAR-2671 567 chr2 26048091 26048858 4
cAvAR-43 598 chr2 37781034 37781199 4
cAvAR-478 598 chr2 37824239 37824347 4
cAvAR-603 598 chr2 37809823 37809943 4
cAvAR-1300 598 chr2 37810368 37810484 4
cAvAR-74 611 chr2 42203860 42204020 4
cAvAR-653 611 chr2 42233295 42233421 4
cAvAR-745 611 chr2 42212814 42212951 4
cAvAR-1928 611 chr2 42238343 42238524 4
cAvAR-339 646 chr2 60355424 60355561 4
cAvAR-1027 646 chr2 60356594 60356776 4
cAvAR-1105 646 chr2 60361556 60361756 4
cAvAR-1205 646 chr2 60362879 60363093 4
cAvAR-108 680 chr2 83804661 83804813 4
cAvAR-428 680 chr2 83803448 83803551 4
cAvAR-1043 680 chr2 83835513 83835699 4
cAvAR-2083 680 chr2 83817871 83818085 4
cAvAR-543 770 chr2 123025249 123025420 4
cAvAR-1169 770 chr2 123033676 123033781 4
cAvAR-1493 770 chr2 123029918 123030051 4
cAvAR-1632 770 chr2 123002199 123002346 4
cAvAR-1240 797 chr2 135885169 135885279 4
cAvAR-1461 797 chr2 135885952 135886082 4
cAvAR-1942 797 chr2 135875953 135876138 4
cAvAR-2078 797 chr2 135892384 135892596 4
cAvAR-1191 826 chr3 2737523 2737842 4
cAvAR-1423 826 chr3 2740099 2740225 4
cAvAR-1494 826 chr3 2743208 2743341 4
cAvAR-2458 826 chr3 2716159 2716540 4
cAvAR-1049 860 chr3 20458667 20458854 4
cAvAR-2149 860 chr3 20494311 20494543 4
cAvAR-2343 860 chr3 20419666 20419965 4
cAvAR-2435 860 chr3 20520592 20520954 4
cAvAR-596 908 chr3 37371943 37372062 4
cAvAR-650 908 chr3 37392841 37393029 4
cAvAR-853 908 chr3 37361006 37361159 4
cAvAR-1647 908 chr3 37356446 37356595 4
cAvAR-314 916 chr3 39358075 39358293 4
cAvAR-631 916 chr3 39293941 39294126 4
cAvAR-988 916 chr3 39327004 39327268 4
cAvAR-1677 916 chr3 39351268 39351420 4
cAvAR-756 964 chr3 66169135 66169345 4
cAvAR-1062 964 chr3 66139693 66139885 4
cAvAR-1939 964 chr3 66163491 66163858 4
cAvAR-2333 964 chr3 66171692 66171988 4
cAvAR-178 997 chr3 79545274 79545380 4
cAvAR-409 997 chr3 79563407 79563560 4
cAvAR-1260 997 chr3 79544024 79544136 4
cAvAR-1313 997 chr3 79568042 79568276 4
cAvAR-366 1082 chr4 15817607 15817801 4
cAvAR-625 1082 chr4 15790258 15790380 4
cAvAR-2432 1082 chr4 15788837 15789196 4
cAvAR-2663 1082 chr4 15778560 15779307 4
cAvAR-298 1083 chr4 16404374 16404544 4
cAvAR-572 1083 chr4 16409201 16409318 4
cAvAR-751 1083 chr4 16407976 16408185 4
cAvAR-2131 1083 chr4 16452959 16453186 4
cAvAR-766 1175 chr4 69134276 69134417 4
cAvAR-1360 1175 chr4 69129848 69129968 4
cAvAR-1523 1175 chr4 69137625 69137761 4
cAvAR-2436 1175 chr4 69150120 69150484 4
cAvAR-894 1305 chr5 50120496 50120657 4
cAvAR-955 1305 chr5 50060307 50060478 4
cAvAR-2294 1305 chr5 50070547 50071383 4
cAvAR-2649 1305 chr5 50112659 50113360 4
cAvAR-1478 1331 chr6 9725109 9725241 4
cAvAR-1624 1331 chr6 9743200 9743346 4
cAvAR-2725 1331 chr6 9733939 9736229 4
cAvAR-2752 1331 chr6 9739685 9741219 4
cAvAR-784 1445 chr7 31936409 31936552 4
cAvAR-903 1445 chr7 31972364 31972607 4
cAvAR-1634 1445 chr7 31897577 31897871 4
cAvAR-1740 1445 chr7 31944533 31944693 4
cAvAR-140 1495 chr8 24415324 24415521 4
cAvAR-1297 1495 chr8 24413239 24413470 4
cAvAR-1351 1495 chr8 24368435 24368555 4
cAvAR-1968 1495 chr8 24430689 24430878 4
cAvAR-17 1510 chr9 1668143 1668257 4
cAvAR-290 1510 chr9 1646968 1647094 4
cAvAR-458 1510 chr9 1644613 1644719 4
cAvAR-2141 1510 chr9 1651785 1652246 4
cAvAR-183 1511 chr9 2807961 2808103 4
cAvAR-600 1511 chr9 2791425 2791604 4
cAvAR-1281 1511 chr9 2816851 2816965 4
cAvAR-1562 1511 chr9 2789319 2789597 4
cAvAR-1020 1597 chr12 7515304 7515485 4
cAvAR-1246 1597 chr12 7552379 7552711 4
cAvAR-1688 1597 chr12 7511887 7512041 4
cAvAR-2560 1597 chr12 7552786 7553272 4
cAvAR-152 1602 chr12 9195013 9195115 4
cAvAR-1629 1602 chr12 9196609 9196756 4
cAvAR-1833 1602 chr12 9186750 9186920 4
cAvAR-1848 1602 chr12 9209444 9209616 4
cAvAR-490 1609 chr12 11403833 11403942 4
cAvAR-598 1609 chr12 11404527 11404706 4
cAvAR-773 1609 chr12 11401657 11401799 4
cAvAR-2159 1609 chr12 11364274 11364508 4
cAvAR-1401 1726 chr18 7160205 7160454 4
cAvAR-1720 1726 chr18 7140848 7141321 4
cAvAR-2040 1726 chr18 7204836 7205041 4
cAvAR-2281 1726 chr18 7237419 7237963 4
