"name" "cluster" "chr" "start" "end" "freq"
"45" "ncMAR-2947" 1465 "chr10" "75721627" "75721994" 11
"46" "ncMAR-3108" 1465 "chr10" "75723590" "75724486" 11
"47" "ncMAR-3210" 1465 "chr10" "75639668" "75640172" 11
"48" "ncMAR-3344" 1465 "chr10" "75707923" "75708578" 11
"49" "ncMAR-3371" 1465 "chr10" "75709906" "75710589" 11
"50" "ncMAR-3418" 1465 "chr10" "75622453" "75623241" 11
"51" "ncMAR-3465" 1465 "chr10" "75739082" "75740178" 11
"52" "ncMAR-1301" 1041 "chr7" "26594792" "26594894" 10
"53" "ncMAR-1728" 1041 "chr7" "26645988" "26646264" 10
"54" "ncMAR-2795" 1041 "chr7" "26685482" "26685797" 10
"55" "ncMAR-2945" 1041 "chr7" "26560547" "26560914" 10
"56" "ncMAR-3055" 1041 "chr7" "26540632" "26541051" 10
"57" "ncMAR-3063" 1041 "chr7" "26649570" "26649992" 10
"58" "ncMAR-3096" 1041 "chr7" "26644647" "26645085" 10
"59" "ncMAR-3157" 1041 "chr7" "26726048" "26726524" 10
"60" "ncMAR-3213" 1041 "chr7" "26655336" "26656350" 10
"61" "ncMAR-3426" 1041 "chr7" "26593950" "26594772" 10
"62" "ncMAR-532" 1500 "chr10" "101464117" "101464413" 10
"63" "ncMAR-1072" 1500 "chr10" "101467740" "101468323" 10
"64" "ncMAR-1119" 1500 "chr10" "101529804" "101530063" 10
"65" "ncMAR-2183" 1500 "chr10" "101484227" "101484612" 10
"66" "ncMAR-2263" 1500 "chr10" "101487433" "101487839" 10
"67" "ncMAR-2338" 1500 "chr10" "101464562" "101464997" 10
"68" "ncMAR-2355" 1500 "chr10" "101468700" "101469140" 10
"69" "ncMAR-2887" 1500 "chr10" "101466116" "101466806" 10
"70" "ncMAR-3117" 1500 "chr10" "101445643" "101446096" 10
"71" "ncMAR-3362" 1500 "chr10" "101438891" "101439566" 10
"72" "ncMAR-2043" 276 "chr2" "59850143" "59850488" 9
"73" "ncMAR-2170" 276 "chr2" "59935900" "59936472" 9
"74" "ncMAR-2215" 276 "chr2" "59819249" "59820233" 9
"75" "ncMAR-2330" 276 "chr2" "59920613" "59921045" 9
"76" "ncMAR-2526" 276 "chr2" "59904088" "59904592" 9
"77" "ncMAR-2771" 276 "chr2" "59924398" "59924709" 9
"78" "ncMAR-2970" 276 "chr2" "59894299" "59894678" 9
"79" "ncMAR-3295" 276 "chr2" "59790753" "59791340" 9
"80" "ncMAR-3373" 276 "chr2" "59828852" "59829536" 9
"81" "ncMAR-38" 507 "chr3" "18843922" "18844080" 9
"82" "ncMAR-306" 507 "chr3" "18875169" "18875317" 9
"83" "ncMAR-488" 507 "chr3" "18938665" "18938850" 9
"84" "ncMAR-535" 507 "chr3" "18985519" "18985718" 9
"85" "ncMAR-1370" 507 "chr3" "19013197" "19013623" 9
"86" "ncMAR-1381" 507 "chr3" "18836143" "18836573" 9
"87" "ncMAR-2809" 507 "chr3" "18909385" "18909705" 9
"88" "ncMAR-3143" 507 "chr3" "18802859" "18803328" 9
"89" "ncMAR-3420" 507 "chr3" "18857267" "18858058" 9
"90" "ncMAR-460" 866 "chr5" "88962377" "88962555" 9
"91" "ncMAR-1010" 866 "chr5" "89021316" "89021555" 9
"92" "ncMAR-1128" 866 "chr5" "89069742" "89070002" 9
"93" "ncMAR-1136" 866 "chr5" "89064724" "89065162" 9
"94" "ncMAR-1172" 866 "chr5" "89127211" "89127482" 9
"95" "ncMAR-1578" 866 "chr5" "88979553" "88980175" 9
"96" "ncMAR-1943" 866 "chr5" "88930476" "88930636" 9
"97" "ncMAR-2030" 866 "chr5" "89090116" "89090627" 9
"98" "ncMAR-2698" 866 "chr5" "89083937" "89084231" 9
"99" "ncMAR-1410" 2082 "chr16" "53937273" "53937820" 9
"100" "ncMAR-1612" 2082 "chr16" "54048739" "54048993" 9
"101" "ncMAR-1790" 2082 "chr16" "53982828" "53983115" 9
"102" "ncMAR-1972" 2082 "chr16" "53991432" "53991921" 9
"103" "ncMAR-2356" 2082 "chr16" "53953197" "53953637" 9
"104" "ncMAR-2555" 2082 "chr16" "54022397" "54023167" 9
"105" "ncMAR-2710" 2082 "chr16" "54060900" "54061495" 9
"106" "ncMAR-2754" 2082 "chr16" "54058889" "54059505" 9
"107" "ncMAR-2953" 2082 "chr16" "54110225" "54110596" 9
"108" "ncMAR-593" 1 "chr1" "10657137" "10657244" 8
"109" "ncMAR-1671" 1 "chr1" "10515092" "10515491" 8
"110" "ncMAR-1961" 1 "chr1" "10598633" "10599118" 8
"111" "ncMAR-2712" 1 "chr1" "10530098" "10530397" 8
"112" "ncMAR-2875" 1 "chr1" "10523846" "10524187" 8
"113" "ncMAR-2876" 1 "chr1" "10551035" "10551376" 8
"114" "ncMAR-3115" 1 "chr1" "10623203" "10623656" 8
"115" "ncMAR-3263" 1 "chr1" "10533408" "10533958" 8
"116" "ncMAR-42" 85 "chr1" "88238429" "88238560" 8
"117" "ncMAR-382" 85 "chr1" "88112320" "88112443" 8
"118" "ncMAR-664" 85 "chr1" "88129812" "88130209" 8
"119" "ncMAR-2323" 85 "chr1" "88271857" "88272288" 8
"120" "ncMAR-2522" 85 "chr1" "88150146" "88150902" 8
"121" "ncMAR-2668" 85 "chr1" "88221578" "88221864" 8
"122" "ncMAR-3198" 85 "chr1" "88221054" "88221554" 8
"123" "ncMAR-3436" 85 "chr1" "88181311" "88182170" 8
"124" "ncMAR-189" 170 "chr1" "213418527" "213418675" 8
"125" "ncMAR-376" 170 "chr1" "213519464" "213519626" 8
"126" "ncMAR-1311" 170 "chr1" "213550542" "213550747" 8
"127" "ncMAR-1329" 170 "chr1" "213382086" "213382397" 8
"128" "ncMAR-1451" 170 "chr1" "213507790" "213508240" 8
"129" "ncMAR-1632" 170 "chr1" "213423808" "213424195" 8
"130" "ncMAR-2096" 170 "chr1" "213472186" "213472544" 8
"131" "ncMAR-2840" 170 "chr1" "213451970" "213452301" 8
"132" "ncMAR-792" 271 "chr2" "59183859" "59184120" 8
"133" "ncMAR-872" 271 "chr2" "59102084" "59102365" 8
"134" "ncMAR-1060" 271 "chr2" "59189482" "59189812" 8
"135" "ncMAR-1414" 271 "chr2" "59093661" "59093990" 8
"136" "ncMAR-2257" 271 "chr2" "59201828" "59202234" 8
"137" "ncMAR-2384" 271 "chr2" "59077004" "59077680" 8
"138" "ncMAR-2678" 271 "chr2" "59144792" "59145369" 8
"139" "ncMAR-3331" 271 "chr2" "59078115" "59078757" 8
"140" "ncMAR-49" 502 "chr3" "17912518" "17912661" 8
"141" "ncMAR-217" 502 "chr3" "17967136" "17967543" 8
"142" "ncMAR-601" 502 "chr3" "17889455" "17889779" 8
"143" "ncMAR-695" 502 "chr3" "18033852" "18034088" 8
"144" "ncMAR-839" 502 "chr3" "18044983" "18045323" 8
"145" "ncMAR-2304" 502 "chr3" "17996253" "17996676" 8
"146" "ncMAR-3408" 502 "chr3" "17911618" "17912378" 8
"147" "ncMAR-3457" 502 "chr3" "17934799" "17935819" 8
"148" "ncMAR-432" 1446 "chr10" "61869967" "61870096" 8
"149" "ncMAR-701" 1446 "chr10" "61964488" "61964666" 8
"150" "ncMAR-1314" 1446 "chr10" "61973670" "61973978" 8
"151" "ncMAR-1495" 1446 "chr10" "61944206" "61944898" 8
"152" "ncMAR-1703" 1446 "chr10" "62019252" "62019388" 8
"153" "ncMAR-1895" 1446 "chr10" "61911084" "61911547" 8
"154" "ncMAR-2394" 1446 "chr10" "61837072" "61837300" 8
"155" "ncMAR-3079" 1446 "chr10" "61970411" "61970843" 8
"156" "ncMAR-871" 1538 "chr10" "118272589" "118272869" 8
"157" "ncMAR-999" 1538 "chr10" "118058367" "118058682" 8
"158" "ncMAR-1014" 1538 "chr10" "118173546" "118173865" 8
"159" "ncMAR-1669" 1538 "chr10" "118148300" "118148565" 8
"160" "ncMAR-2105" 1538 "chr10" "118108582" "118109124" 8
"161" "ncMAR-2230" 1538 "chr10" "118208287" "118208684" 8
"162" "ncMAR-2595" 1538 "chr10" "118030355" "118030622" 8
"163" "ncMAR-3128" 1538 "chr10" "118258294" "118258753" 8
"164" "ncMAR-300" 1635 "chr11" "115202214" "115202361" 8
"165" "ncMAR-654" 1635 "chr11" "115245743" "115246025" 8
"166" "ncMAR-945" 1635 "chr11" "115258209" "115258433" 8
"167" "ncMAR-1051" 1635 "chr11" "115239970" "115240134" 8
"168" "ncMAR-2109" 1635 "chr11" "115218234" "115218415" 8
"169" "ncMAR-2637" 1635 "chr11" "115270163" "115270440" 8
"170" "ncMAR-3022" 1635 "chr11" "115188641" "115189040" 8
"171" "ncMAR-3419" 1635 "chr11" "115179515" "115180304" 8
"172" "ncMAR-3" 1933 "chr14" "76089218" "76089324" 8
"173" "ncMAR-282" 1933 "chr14" "76186336" "76186517" 8
"174" "ncMAR-336" 1933 "chr14" "76132635" "76132905" 8
"175" "ncMAR-521" 1933 "chr14" "76184067" "76184358" 8
"176" "ncMAR-688" 1933 "chr14" "76099272" "76099447" 8
"177" "ncMAR-2269" 1933 "chr14" "76125491" "76125899" 8
"178" "ncMAR-3253" 1933 "chr14" "76158144" "76158682" 8
"179" "ncMAR-3274" 1933 "chr14" "76073649" "76074210" 8
"180" "ncMAR-925" 296 "chr2" "66764326" "66764546" 7
"181" "ncMAR-940" 296 "chr2" "66793601" "66793973" 7
"182" "ncMAR-1840" 296 "chr2" "66686641" "66687086" 7
"183" "ncMAR-2730" 296 "chr2" "66843640" "66844246" 7
"184" "ncMAR-2758" 296 "chr2" "66733422" "66733731" 7
"185" "ncMAR-2811" 296 "chr2" "66808948" "66809589" 7
"186" "ncMAR-3294" 296 "chr2" "66688715" "66689301" 7
"187" "ncMAR-32" 297 "chr2" "67075510" "67075670" 7
"188" "ncMAR-1177" 297 "chr2" "67006969" "67007241" 7
"189" "ncMAR-1230" 297 "chr2" "66995114" "66995495" 7
"190" "ncMAR-1475" 297 "chr2" "66989910" "66990252" 7
"191" "ncMAR-1922" 297 "chr2" "66995707" "66996021" 7
"192" "ncMAR-2091" 297 "chr2" "67006476" "67006655" 7
"193" "ncMAR-3270" 297 "chr2" "67054214" "67054770" 7
"194" "ncMAR-267" 315 "chr2" "104155037" "104155251" 7
"195" "ncMAR-957" 315 "chr2" "104050691" "104050993" 7
"196" "ncMAR-1396" 315 "chr2" "104070961" "104071395" 7
"197" "ncMAR-1711" 315 "chr2" "104026529" "104026666" 7
"198" "ncMAR-2235" 315 "chr2" "104026072" "104026272" 7
"199" "ncMAR-3329" 315 "chr2" "104120224" "104120865" 7
"200" "ncMAR-3421" 315 "chr2" "104052205" "104052996" 7
"201" "ncMAR-677" 448 "chr2" "199295974" "199296147" 7
"202" "ncMAR-704" 448 "chr2" "199292639" "199293057" 7
"203" "ncMAR-796" 448 "chr2" "199316195" "199316326" 7
"204" "ncMAR-853" 448 "chr2" "199311994" "199312270" 7
"205" "ncMAR-995" 448 "chr2" "199364141" "199364377" 7
"206" "ncMAR-1643" 448 "chr2" "199322213" "199322474" 7
"207" "ncMAR-1797" 448 "chr2" "199333693" "199333982" 7
"208" "ncMAR-1717" 562 "chr3" "71102115" "71102527" 7
"209" "ncMAR-2026" 562 "chr3" "70987050" "70987220" 7
"210" "ncMAR-2312" 562 "chr3" "71006282" "71006709" 7
"211" "ncMAR-2697" 562 "chr3" "70986731" "70987025" 7
"212" "ncMAR-2930" 562 "chr3" "70952400" "70952760" 7
"213" "ncMAR-3240" 562 "chr3" "71054748" "71055280" 7
"214" "ncMAR-3467" 562 "chr3" "71050190" "71051371" 7
"215" "ncMAR-240" 850 "chr5" "77901289" "77901556" 7
"216" "ncMAR-347" 850 "chr5" "77868091" "77868209" 7
"217" "ncMAR-505" 850 "chr5" "77971659" "77971895" 7
"218" "ncMAR-773" 850 "chr5" "77978190" "77978638" 7
"219" "ncMAR-2415" 850 "chr5" "77936195" "77936427" 7
"220" "ncMAR-2806" 850 "chr5" "77850033" "77850352" 7
"221" "ncMAR-3135" 850 "chr5" "77962083" "77962546" 7
"222" "ncMAR-824" 1135 "chr8" "25907866" "25908067" 7
"223" "ncMAR-986" 1135 "chr8" "25962622" "25962856" 7
"224" "ncMAR-1480" 1135 "chr8" "25909366" "25909595" 7
"225" "ncMAR-1626" 1135 "chr8" "26014713" "26015226" 7
"226" "ncMAR-1898" 1135 "chr8" "25980509" "25980664" 7
"227" "ncMAR-2380" 1135 "chr8" "25958430" "25958880" 7
"228" "ncMAR-3146" 1135 "chr8" "25918272" "25918742" 7
"229" "ncMAR-617" 1148 "chr8" "37225477" "37225696" 7
"230" "ncMAR-852" 1148 "chr8" "37151810" "37152085" 7
"231" "ncMAR-1284" 1148 "chr8" "37184172" "37184374" 7
"232" "ncMAR-1457" 1148 "chr8" "37156812" "37157151" 7
"233" "ncMAR-1691" 1148 "chr8" "37206030" "37206300" 7
"234" "ncMAR-2883" 1148 "chr8" "37236049" "37236392" 7
"235" "ncMAR-2932" 1148 "chr8" "37222505" "37222865" 7
"236" "ncMAR-139" 1377 "chr9" "119829224" "119829406" 7
"237" "ncMAR-518" 1377 "chr9" "119815312" "119815457" 7
"238" "ncMAR-934" 1377 "chr9" "119859347" "119859569" 7
"239" "ncMAR-1118" 1377 "chr9" "119776086" "119776345" 7
"240" "ncMAR-1156" 1377 "chr9" "119873495" "119873763" 7
"241" "ncMAR-1206" 1377 "chr9" "119816744" "119817023" 7
"242" "ncMAR-1746" 1377 "chr9" "119789119" "119789398" 7
"243" "ncMAR-1698" 1387 "chr9" "125909972" "125910650" 7
"244" "ncMAR-2027" 1387 "chr9" "125856674" "125856844" 7
"245" "ncMAR-2262" 1387 "chr9" "125845356" "125845762" 7
"246" "ncMAR-2613" 1387 "chr9" "125914680" "125914951" 7
"247" "ncMAR-2812" 1387 "chr9" "125896626" "125896947" 7
"248" "ncMAR-2991" 1387 "chr9" "125851972" "125852359" 7
"249" "ncMAR-3203" 1387 "chr9" "125844502" "125845003" 7
"250" "ncMAR-1174" 1573 "chr11" "16296344" "16296615" 7
"251" "ncMAR-2430" 1573 "chr11" "16291904" "16292138" 7
"252" "ncMAR-2560" 1573 "chr11" "16344745" "16345266" 7
"253" "ncMAR-2768" 1573 "chr11" "16297344" "16297965" 7
"254" "ncMAR-3154" 1573 "chr11" "16300264" "16300739" 7
"255" "ncMAR-3265" 1573 "chr11" "16342336" "16342887" 7
"256" "ncMAR-3472" 1573 "chr11" "16356252" "16357537" 7
"257" "ncMAR-173" 1593 "chr11" "31804030" "31804430" 7
"258" "ncMAR-482" 1593 "chr11" "31816426" "31816564" 7
"259" "ncMAR-1071" 1593 "chr11" "31849157" "31849490" 7
"260" "ncMAR-2071" 1593 "chr11" "31822117" "31822470" 7
"261" "ncMAR-2108" 1593 "chr11" "31815580" "31815761" 7
"262" "ncMAR-2724" 1593 "chr11" "31821754" "31822055" 7
"263" "ncMAR-3296" 1593 "chr11" "31764095" "31765274" 7
"264" "ncMAR-417" 1887 "chr14" "33481354" "33481609" 7
"265" "ncMAR-1352" 1887 "chr14" "33489669" "33489984" 7
"266" "ncMAR-2053" 1887 "chr14" "33480750" "33480924" 7
"267" "ncMAR-2734" 1887 "chr14" "33478217" "33478521" 7
"268" "ncMAR-2818" 1887 "chr14" "33480961" "33481283" 7
"269" "ncMAR-3220" 1887 "chr14" "33455966" "33456482" 7
"270" "ncMAR-3346" 1887 "chr14" "33530082" "33530739" 7
"271" "ncMAR-1091" 2036 "chr15" "95898941" "95899195" 7
"272" "ncMAR-1635" 2036 "chr15" "95894718" "95895107" 7
"273" "ncMAR-2197" 2036 "chr15" "95795481" "95795675" 7
"274" "ncMAR-2328" 2036 "chr15" "95843650" "95843866" 7
"275" "ncMAR-2407" 2036 "chr15" "95868753" "95868983" 7
"276" "ncMAR-2496" 2036 "chr15" "95910621" "95910867" 7
"277" "ncMAR-2623" 2036 "chr15" "95884177" "95884450" 7
"278" "ncMAR-660" 15 "chr1" "44546484" "44546654" 6
"279" "ncMAR-689" 15 "chr1" "44473167" "44473401" 6
"280" "ncMAR-1261" 15 "chr1" "44485625" "44486020" 6
"281" "ncMAR-1644" 15 "chr1" "44536618" "44537140" 6
"282" "ncMAR-1850" 15 "chr1" "44540314" "44540613" 6
"283" "ncMAR-2964" 15 "chr1" "44505516" "44505893" 6
"284" "ncMAR-298" 78 "chr1" "87348392" "87348539" 6
"285" "ncMAR-1046" 78 "chr1" "87263184" "87263511" 6
"286" "ncMAR-1384" 78 "chr1" "87348733" "87348948" 6
"287" "ncMAR-2796" 78 "chr1" "87276307" "87276938" 6
"288" "ncMAR-2986" 78 "chr1" "87293544" "87293929" 6
"289" "ncMAR-3321" 78 "chr1" "87338694" "87339321" 6
"290" "ncMAR-159" 160 "chr1" "208732402" "208732595" 6
"291" "ncMAR-219" 160 "chr1" "208756766" "208756923" 6
"292" "ncMAR-566" 160 "chr1" "208682569" "208682930" 6
"293" "ncMAR-850" 160 "chr1" "208648254" "208648460" 6
"294" "ncMAR-3211" 160 "chr1" "208691150" "208691655" 6
"295" "ncMAR-3349" 160 "chr1" "208747720" "208748379" 6
"296" "ncMAR-590" 185 "chr1" "216811710" "216811976" 6
"297" "ncMAR-1870" 185 "chr1" "216782263" "216782566" 6
"298" "ncMAR-2431" 185 "chr1" "216739926" "216740394" 6
"299" "ncMAR-2520" 185 "chr1" "216785758" "216786009" 6
"300" "ncMAR-3026" 185 "chr1" "216758130" "216758530" 6
"301" "ncMAR-3266" 185 "chr1" "216712648" "216713199" 6
"302" "ncMAR-794" 186 "chr1" "216974585" "216974781" 6
"303" "ncMAR-946" 186 "chr1" "216961764" "216961988" 6
"304" "ncMAR-1504" 186 "chr1" "216945561" "216945909" 6
"305" "ncMAR-1740" 186 "chr1" "217020693" "217020971" 6
"306" "ncMAR-2207" 186 "chr1" "216937450" "216937840" 6
"307" "ncMAR-2222" 186 "chr1" "216896365" "216896958" 6
"308" "ncMAR-1282" 275 "chr2" "59676282" "59676584" 6
"309" "ncMAR-1901" 275 "chr2" "59664990" "59665456" 6
"310" "ncMAR-2498" 275 "chr2" "59662186" "59662679" 6
"311" "ncMAR-2905" 275 "chr2" "59713754" "59714106" 6
"312" "ncMAR-3068" 275 "chr2" "59735160" "59735584" 6
"313" "ncMAR-3285" 275 "chr2" "59720487" "59721058" 6
"314" "ncMAR-1202" 295 "chr2" "66573120" "66573305" 6
"315" "ncMAR-1639" 295 "chr2" "66521532" "66521922" 6
"316" "ncMAR-2090" 295 "chr2" "66578484" "66578842" 6
"317" "ncMAR-2242" 295 "chr2" "66542296" "66542497" 6
"318" "ncMAR-2577" 295 "chr2" "66571219" "66572801" 6
"319" "ncMAR-2679" 295 "chr2" "66536927" "66537504" 6
"320" "ncMAR-1089" 372 "chr2" "156159750" "156160004" 6
"321" "ncMAR-1623" 372 "chr2" "156182235" "156182491" 6
"322" "ncMAR-1667" 372 "chr2" "156156659" "156156923" 6
"323" "ncMAR-1742" 372 "chr2" "156181216" "156181355" 6
"324" "ncMAR-2579" 372 "chr2" "156164160" "156164424" 6
"325" "ncMAR-3381" 372 "chr2" "156131967" "156132658" 6
"326" "ncMAR-1" 391 "chr2" "163762290" "163762420" 6
"327" "ncMAR-401" 391 "chr2" "163712184" "163712310" 6
"328" "ncMAR-707" 391 "chr2" "163741995" "163742175" 6
"329" "ncMAR-984" 391 "chr2" "163719909" "163720221" 6
"330" "ncMAR-1307" 391 "chr2" "163743091" "163743703" 6
"331" "ncMAR-3173" 391 "chr2" "163715905" "163716390" 6
"332" "ncMAR-86" 1045 "chr7" "27116703" "27116812" 6
"333" "ncMAR-416" 1045 "chr7" "27049879" "27050049" 6
"334" "ncMAR-814" 1045 "chr7" "27091973" "27092106" 6
"335" "ncMAR-1336" 1045 "chr7" "27202075" "27202179" 6
"336" "ncMAR-1964" 1045 "chr7" "27135895" "27136219" 6
"337" "ncMAR-3278" 1045 "chr7" "27170311" "27170876" 6
"338" "ncMAR-766" 1098 "chr7" "115783521" "115783648" 6
"339" "ncMAR-1383" 1098 "chr7" "115729261" "115729476" 6
"340" "ncMAR-2913" 1098 "chr7" "115623426" "115624487" 6
"341" "ncMAR-3114" 1098 "chr7" "115756205" "115756657" 6
"342" "ncMAR-3133" 1098 "chr7" "115678903" "115680291" 6
"343" "ncMAR-3454" 1098 "chr7" "115655315" "115656283" 6
"344" "ncMAR-556" 1150 "chr8" "37594747" "37594951" 6
"345" "ncMAR-1407" 1150 "chr8" "37637821" "37638585" 6
"346" "ncMAR-1619" 1150 "chr8" "37561417" "37561672" 6
"347" "ncMAR-2281" 1150 "chr8" "37613588" "37613795" 6
"348" "ncMAR-2372" 1150 "chr8" "37565778" "37566225" 6
"349" "ncMAR-2438" 1150 "chr8" "37547964" "37548200" 6
"350" "ncMAR-223" 1269 "chr9" "14188125" "14188317" 6
"351" "ncMAR-668" 1269 "chr9" "14202929" "14203157" 6
"352" "ncMAR-1224" 1269 "chr9" "14292989" "14293273" 6
"353" "ncMAR-1862" 1269 "chr9" "14277369" "14277670" 6
"354" "ncMAR-2370" 1269 "chr9" "14231530" "14231976" 6
"355" "ncMAR-2445" 1269 "chr9" "14262221" "14262458" 6
"356" "ncMAR-245" 1494 "chr10" "100710195" "100710296" 6
"357" "ncMAR-486" 1494 "chr10" "100645877" "100646061" 6
"358" "ncMAR-666" 1494 "chr10" "100707009" "100707407" 6
"359" "ncMAR-836" 1494 "chr10" "100755460" "100755595" 6
"360" "ncMAR-2172" 1494 "chr10" "100684045" "100684427" 6
"361" "ncMAR-2878" 1494 "chr10" "100751995" "100752336" 6
"362" "ncMAR-325" 1520 "chr10" "112622795" "112623286" 6
"363" "ncMAR-2282" 1520 "chr10" "112558536" "112558743" 6
"364" "ncMAR-2483" 1520 "chr10" "112490442" "112490932" 6
"365" "ncMAR-2794" 1520 "chr10" "112644206" "112644835" 6
"366" "ncMAR-3226" 1520 "chr10" "112583389" "112583908" 6
"367" "ncMAR-3304" 1520 "chr10" "112522674" "112523272" 6
"368" "ncMAR-141" 1670 "chr11" "131642931" "131643036" 6
"369" "ncMAR-464" 1670 "chr11" "131526488" "131526667" 6
"370" "ncMAR-830" 1670 "chr11" "131634118" "131634387" 6
"371" "ncMAR-1812" 1670 "chr11" "131566812" "131566958" 6
"372" "ncMAR-2127" 1670 "chr11" "131668612" "131668796" 6
"373" "ncMAR-3018" 1670 "chr11" "131600183" "131600581" 6
"374" "ncMAR-271" 1805 "chr13" "72075891" "72076105" 6
"375" "ncMAR-922" 1805 "chr13" "72120064" "72120429" 6
"376" "ncMAR-1001" 1805 "chr13" "72141874" "72142111" 6
"377" "ncMAR-1082" 1805 "chr13" "72152862" "72153030" 6
"378" "ncMAR-2616" 1805 "chr13" "72113072" "72113344" 6
"379" "ncMAR-2891" 1805 "chr13" "72175776" "72176122" 6
"380" "ncMAR-496" 1813 "chr13" "78541619" "78541946" 6
"381" "ncMAR-1478" 1813 "chr13" "78547181" "78547638" 6
"382" "ncMAR-2657" 1813 "chr13" "78557381" "78557664" 6
"383" "ncMAR-2749" 1813 "chr13" "78555977" "78556284" 6
"384" "ncMAR-2879" 1813 "chr13" "78584926" "78585267" 6
"385" "ncMAR-3123" 1813 "chr13" "78588481" "78588936" 6
"386" "ncMAR-381" 1883 "chr14" "33019522" "33019808" 6
"387" "ncMAR-1362" 1883 "chr14" "33056186" "33056609" 6
"388" "ncMAR-2474" 1883 "chr14" "33019168" "33019410" 6
"389" "ncMAR-2871" 1883 "chr14" "33043311" "33043649" 6
"390" "ncMAR-2957" 1883 "chr14" "33052832" "33053579" 6
"391" "ncMAR-3042" 1883 "chr14" "33003279" "33003692" 6
"392" "ncMAR-1551" 1889 "chr14" "33690921" "33691162" 6
"393" "ncMAR-2959" 1889 "chr14" "33695435" "33695809" 6
"394" "ncMAR-3170" 1889 "chr14" "33720466" "33720949" 6
"395" "ncMAR-3258" 1889 "chr14" "33780862" "33781407" 6
"396" "ncMAR-3382" 1889 "chr14" "33801252" "33801943" 6
"397" "ncMAR-3405" 1889 "chr14" "33733074" "33733822" 6
"398" "ncMAR-538" 2037 "chr15" "96004163" "96004362" 6
"399" "ncMAR-1042" 2037 "chr15" "95995515" "95995760" 6
"400" "ncMAR-1190" 2037 "chr15" "95990487" "95990670" 6
"401" "ncMAR-2190" 2037 "chr15" "96053253" "96053446" 6
"402" "ncMAR-2397" 2037 "chr15" "96011145" "96011602" 6
"403" "ncMAR-2693" 2037 "chr15" "96079105" "96079397" 6
"404" "ncMAR-558" 2142 "chr17" "48311525" "48311627" 6
"405" "ncMAR-702" 2142 "chr17" "48349817" "48349995" 6
"406" "ncMAR-1855" 2142 "chr17" "48251026" "48251325" 6
