id	description	fold_enrichment	source	p_adjust	regions_empirical_p_adjust	description_default_annot	genome_fraction_default_annot	observed_region_hits_default_annot	fold_enrichment_default_annot	p_value_default_annot	p_adjust_default_annot	mean_tss_dist_default_annot	observed_gene_hits_default_annot	gene_set_size_default_annot	fold_enrichment_hyper_default_annot	p_value_hyper_default_annot	p_adjust_hyper_default_annot	regions_empirical_p_value_default_annot	regions_empirical_p_adjust_default_annot	genes_empirical_p_value_default_annot	genes_empirical_p_adjust_default_annot	genes_prop_default_annot	description_biomart_annot	genome_fraction_biomart_annot	observed_region_hits_biomart_annot	fold_enrichment_biomart_annot	p_value_biomart_annot	p_adjust_biomart_annot	mean_tss_dist_biomart_annot	observed_gene_hits_biomart_annot	gene_set_size_biomart_annot	fold_enrichment_hyper_biomart_annot	p_value_hyper_biomart_annot	p_adjust_hyper_biomart_annot	regions_empirical_p_value_biomart_annot	regions_empirical_p_adjust_biomart_annot	genes_empirical_p_value_biomart_annot	genes_empirical_p_adjust_biomart_annot	genes_prop_biomart_annot
GO:1990756	ubiquitin ligase-substrate adaptor activity	3.749145	biomart_annot	5.23978e-09	0.026966035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ubiquitin ligase-substrate adaptor activity	0.00314014326184316	34	3.74914524717745	1.70218839024017e-10	5.23977991430451e-09	344395	4	25	1.06676864244742	0.528919114066519	0.801873089419905	0.000799840031993601	0.0269660353643557	0.861027794441112	1	0.142857142857143
GO:0001972	retinoic acid binding	3.455616	biomart_annot	1.178372e-06	0.032670389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	retinoic acid binding	0.00270545950956997	27	3.45561648135704	6.15815656246355e-08	1.17837158006059e-06	356748	1	7	0.952472002185195	0.679470247215829	0.861930335602362	0.0011997600479904	0.0326703889991233	0.999800039992002	1	0.111111111111111
GO:0140767	enzyme-substrate adaptor activity	3.317557	biomart_annot	4.797296e-08	0.032670389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enzyme-substrate adaptor activity	0.00365302306904728	35	3.31755736121533	2.10051098736841e-09	4.79729606147366e-08	335799	5	31	1.07537161537038	0.505975154885639	0.786742940025288	0.0011997600479904	0.0326703889991233	0.829634073185363	1	0.147058823529412
GO:0015026	coreceptor activity	3.253145	default_annot	0.0001015282	0.022422543	coreceptor activity	0.0020223342369669	19	3.25314542381885	1.18926713499334e-05	0.000101528175783691	566547	2	6	1.4548309178744	0.415939599466284	0.983323873610035	0.0017996400719856	0.0224225425185233	0.639072185562887	1	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008235	metalloexopeptidase activity	3.240064	default_annot	1.408765e-11	0.003545445	metalloexopeptidase activity	0.00555715539774497	52	3.24006418346901	7.33413330067378e-13	1.40876477150442e-11	507417	5	17	1.28367433930094	0.346586249529424	0.983323873610035	0.0001999600079984	0.00354544475720241	0.679864027194561	1	0.127659574468085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0003678	DNA helicase activity	3.095318	default_annot	9.490207e-08	0.003545445	DNA helicase activity	0.00402717131968436	36	3.09531752480692	7.20514659047211e-09	9.49020736630755e-08	311855	5	19	1.14855072463768	0.448317420009927	0.999995847974372	0.0001999600079984	0.00354544475720241	0.61627674465107	1	0.181818181818182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0033293	monocarboxylic acid binding	3.053452	default_annot	1.538672e-08	0.006357349	monocarboxylic acid binding	0.00464938623401778	41	3.05345161397979	1.00130481683891e-09	1.53867173520913e-08	346399	3	19	0.689130434782609	0.845444863617515	0.999995847974372	0.000399920015996801	0.00635734921981121	0.88502299540092	1	0.137931034482759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0072341	modified amino acid binding	3.027512	default_annot	3.017026e-06	0.041900711	modified amino acid binding	0.00331676705703772	29	3.02751175281683	3.07592674886337e-07	3.01702602388513e-06	260854	3	10	1.30934782608696	0.411048239254585	0.983323873610035	0.00399920015996801	0.0419007107669375	0.903819236152769	1	0.136363636363636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008238	exopeptidase activity	2.905014	default_annot	7.848342e-11	0.003545445	exopeptidase activity	0.0067940611809567	57	2.90501389074685	4.256150987203e-12	7.84834242040233e-11	476637	7	26	1.17505574136009	0.384838522300995	0.983323873610035	0.0001999600079984	0.00354544475720241	0.556488702259548	1	0.111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0140828	metal cation:monoatomic cation antiporter activity	2.834144	default_annot	4.846853e-07	0.044170333	metal cation:monoatomic cation antiporter activity	0.00452046054251626	37	2.83414360738984	4.10037463982604e-08	4.84685309989694e-07	627595	2	11	0.793544137022398	0.756358279116565	0.999995847974372	0.00459908018396321	0.0441703326001466	1	1	0.0952380952380952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030276	clathrin binding	2.807146	default_annot	4.351091e-08	0.008380142	clathrin binding	0.00542738291471996	44	2.80714615185725	3.02028035914503e-09	4.35109139239331e-08	264315	7	17	1.79714407502131	0.0720478627716938	0.714590233572895	0.000599880023995201	0.0083801421533875	0.37752449510098	1	0.194444444444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	2.534273	default_and_biomart_annot	0	0.003545445	RNA polymerase II transcription regulatory region sequence-specific DNA binding	0.121328359652218	888	2.53427331629725	0	0	231392	160	342	2.04186795491143	0	0	0.0001999600079984	0.00354544475720241	0.979804039192162	1	0.207496653279786	RNA polymerase II transcription regulatory region sequence-specific DNA binding	0.0961985293787951	502	1.80691654855751	0	0	196609	135	483	1.86353217818843	7.16093850883226e-14	5.63327162694804e-12	0.0001999600079984	0.00832774621546279	0.994401119776045	1	0.234887737478411
GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	2.533877	default_and_biomart_annot	0	0.003545445	RNA polymerase II cis-regulatory region sequence-specific DNA binding	0.10631556197466	778	2.53387723033114	0	0	230219	136	294	2.01894902888692	0	0	0.0001999600079984	0.00354544475720241	0.968206358728254	1	0.2078125	RNA polymerase II cis-regulatory region sequence-specific DNA binding	0.0847997341170733	458	1.87013861858087	0	0	201048	116	409	1.89097130996181	1.52167167755124e-12	8.97786289755231e-11	0.0001999600079984	0.00832774621546279	0.995600879824035	1	0.240740740740741
GO:0000987	cis-regulatory region sequence-specific DNA binding	2.499566	default_and_biomart_annot	0	0.003545445	cis-regulatory region sequence-specific DNA binding	0.107774933635838	778	2.49956620365639	0	0	230219	136	298	1.99184904192199	0	0	0.0001999600079984	0.00354544475720241	0.971405718856229	1	0.205246913580247	cis-regulatory region sequence-specific DNA binding	0.0876161185103672	473	1.86930403012002	0	0	202735	121	426	1.89376475551845	4.41979786103275e-13	3.12921688561119e-11	0.0001999600079984	0.00832774621546279	0.994401119776045	1	0.240631163708087
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	2.498182	default_and_biomart_annot	0	0.003545445	DNA-binding transcription factor activity, RNA polymerase II-specific	0.130427231650457	941	2.49818247928447	0	0	223266	172	369	2.0343977062959	0	0	0.0001999600079984	0.00354544475720241	0.98620275944811	1	0.210858585858586	DNA-binding transcription factor activity, RNA polymerase II-specific	0.105267783858299	598	1.96701881926274	0	0	209667	152	522	1.94143718453074	0	0	0.0001999600079984	0.00832774621546279	0.98880223955209	1	0.243243243243243
GO:0003713	transcription coactivator activity	2.497123	default_annot	2.598119e-10	0.008380142	transcription coactivator activity	0.00970646173683833	70	2.49712282435777	1.46531675682127e-11	2.59811932651771e-10	387833	10	32	1.36390398550725	0.178321371151772	0.983323873610035	0.000599880023995201	0.0083801421533875	0.803839232153569	1	0.136986301369863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1990837	sequence-specific double-stranded DNA binding	2.491591	default_and_biomart_annot	0	0.003545445	sequence-specific double-stranded DNA binding	0.129382564844154	931	2.49159089898191	0	0	226218	169	374	1.97219057583508	0	0	0.0001999600079984	0.00354544475720241	0.982403519296141	1	0.203473945409429	sequence-specific double-stranded DNA binding	0.117344516953518	620	1.8294969890093	0	0	192764	172	622	1.84369178558035	0	0	0.0001999600079984	0.00832774621546279	0.991801639672066	1	0.228232189973615
GO:0003700	DNA-binding transcription factor activity	2.490005	default_and_biomart_annot	0	0.003545445	DNA-binding transcription factor activity	0.140589795870907	1011	2.49000469706211	0	0	228853	182	394	2.01608548517619	0	0	0.0001999600079984	0.00354544475720241	0.991801639672066	1	0.206053550640279	DNA-binding transcription factor activity	0.120180215113978	698	2.01106105912112	0	0	208645	172	596	1.92412129300499	0	0	0.0001999600079984	0.00832774621546279	0.996400719856029	1	0.237964236588721
GO:0000976	transcription cis-regulatory region binding	2.455789	default_and_biomart_annot	0	0.003545445	transcription cis-regulatory region binding	0.126051872343765	894	2.45578888236889	0	0	230211	163	363	1.95981355052501	0	0	0.0001999600079984	0.00354544475720241	0.988602279544091	1	0.201787994891443	transcription cis-regulatory region binding	0.106202309135125	560	1.8258154531066	0	0	197991	152	538	1.88369927569711	6.66133814775094e-16	6.73746772658238e-14	0.0001999600079984	0.00832774621546279	0.992001599680064	1	0.233587786259542
GO:0001067	transcription regulatory region nucleic acid binding	2.455789	default_and_biomart_annot	0	0.003545445	transcription regulatory region nucleic acid binding	0.126051872343765	894	2.45578888236889	0	0	230211	163	363	1.95981355052501	0	0	0.0001999600079984	0.00354544475720241	0.988602279544091	1	0.201787994891443	transcription regulatory region nucleic acid binding	0.106216242267843	560	1.82557594803201	0	0	197991	152	539	1.8802044718461	7.7715611723761e-16	6.87783163755284e-14	0.0001999600079984	0.00832774621546279	0.992001599680064	1	0.233231707317073
GO:0003690	double-stranded DNA binding	2.439755	default_and_biomart_annot	0	0.003545445	double-stranded DNA binding	0.132699175230343	935	2.4397548970587	0	0	227177	171	389	1.9185816474796	0	0	0.0001999600079984	0.00354544475720241	0.982603479304139	1	0.195524146054181	double-stranded DNA binding	0.120848602753857	630	1.80510191554008	0	0	191122	180	663	1.81012778695829	1.11022302462516e-16	1.31006316905768e-14	0.0001999600079984	0.00832774621546279	0.984403119376125	1	0.225404732254047
GO:0016712	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	2.356033	default_annot	0.03870704	0.040731389	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	0.00161664324237224	11	2.3560326521632	0.00856424716399151	0.038707038652942	132026	2	20	0.436449275362319	0.962086320746901	0.999995847974372	0.00379924015196961	0.0407313886059997	0.399520095980804	1	0.0714285714285714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0140110	transcription regulator activity	2.345515	default_and_biomart_annot	0	0.003545445	transcription regulator activity	0.168441970542314	1141	2.34551460791552	0	0	237343	209	478	1.90832423746286	0	0	0.0001999600079984	0.00354544475720241	0.996400719856029	1	0.18941504178273	transcription regulator activity	0.156529946568368	822	1.8183487889766	0	0	201592	221	846	1.74169525695094	0	0	0.0001999600079984	0.00832774621546279	1	1	0.21743388834476
GO:0043565	sequence-specific DNA binding	2.339855	default_and_biomart_annot	0	0.003545445	sequence-specific DNA binding	0.145911952683904	986	2.33985452255505	0	0	231159	183	418	1.91077075098814	0	0	0.0001999600079984	0.00354544475720241	0.998400319936013	1	0.195604395604396	sequence-specific DNA binding	0.131230138996215	698	1.84172441286138	0	0	203905	190	702	1.80454097280101	0	0	0.0001999600079984	0.00832774621546279	0.99500099980004	1	0.220299884659746
GO:0008237	metallopeptidase activity	2.242561	default_annot	2.098433e-12	0.006357349	metallopeptidase activity	0.0162124215656348	105	2.24256077804489	1.04694031222152e-13	2.09843253884401e-12	494762	13	51	1.11251776072748	0.382138460190862	0.983323873610035	0.000399920015996801	0.00635734921981121	0.94501099780044	1	0.0903225806451613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0004879	nuclear receptor activity	2.18893	default_annot	9.935207e-07	0.042082888	nuclear receptor activity	0.00901666305498708	57	2.18892976092156	9.05159820430157e-08	9.93520660043577e-07	310062	8	29	1.2039980009995	0.340073375701653	0.983323873610035	0.00419916016796641	0.042082887770272	0.952409518096381	1	0.181818181818182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0098531	ligand-activated transcription factor activity	2.18893	default_annot	9.935207e-07	0.042082888	ligand-activated transcription factor activity	0.00901666305498708	57	2.18892976092156	9.05159820430157e-08	9.93520660043577e-07	310062	8	29	1.2039980009995	0.340073375701653	0.983323873610035	0.00419916016796641	0.042082887770272	0.952409518096381	1	0.181818181818182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0003677	DNA binding	2.184839	default_and_biomart_annot	0	0.003545445	DNA binding	0.186376263374386	1176	2.18483946771971	0	0	240304	227	601	1.64848561576117	0	0	0.0001999600079984	0.00354544475720241	0.999400119976005	1	0.165178571428571	DNA binding	0.179549580054601	895	1.72600262833904	0	0	197984	258	1148	1.49840107660842	1.31927802016207e-12	8.49135307522498e-11	0.0001999600079984	0.00832774621546279	0.998600279944011	1	0.186063218390805
GO:1901981	phosphatidylinositol phosphate binding	2.169079	default_annot	2.621554e-06	0.037311585	phosphatidylinositol phosphate binding	0.00862027523310063	54	2.16907934331729	2.55900088230732e-07	2.62155423720816e-06	261800	9	27	1.4548309178744	0.144569679907232	0.92564753385047	0.00339932013597281	0.0373115853019872	0.964407118576285	1	0.147058823529412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008373	sialyltransferase activity	2.034537	biomart_annot	0.01462185	0.042471506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sialyltransferase activity	0.00357401674708535	21	2.0345366736108	0.00225009445748603	0.0146218539918776	142552	3	23	0.869648349821265	0.692190633532921	0.86432269584005	0.0017996400719856	0.0424715056988602	0.921815636872625	1	0.125
GO:0004386	helicase activity	1.980626	default_and_biomart_annot	0.0001432987	0.022422543	helicase activity	0.00804189259328035	46	1.98062553740699	1.80289057916116e-05	0.000143298716722982	286539	10	40	1.0911231884058	0.436554765738695	0.999995847974372	0.0017996400719856	0.0224225425185233	0.481903619276145	1	0.125	helicase activity	0.00898592288869366	55	2.11935062937186	4.03602232745826e-07	6.8035804948582e-06	167208	15	91	1.09900615636753	0.388820173846039	0.718758963663173	0.000799840031993601	0.0269660353643557	0.768246350729854	1	0.147058823529412
GO:0015078	proton transmembrane transporter activity	1.948335	default_annot	0.000201107	0.006357349	proton transmembrane transporter activity	0.00817517238875626	46	1.94833540895624	2.66106938556776e-05	0.000201107047007662	533438	5	32	0.681951992753623	0.888128145789526	0.999995847974372	0.000399920015996801	0.00635734921981121	0.99500099980004	1	0.0967741935483871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005543	phospholipid binding	1.866767	default_annot	2.841881e-09	0.013556112	phospholipid binding	0.0224438902215816	121	1.86676670183139	1.72608816129127e-10	2.84188086555456e-09	250902	24	80	1.30934782608696	0.0858441685800515	0.714590233572895	0.000999800039992002	0.0135561123069504	0.935612877424515	1	0.107142857142857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0046983	protein dimerization activity	1.835361	default_annot	2.693752e-15	0.029228301	protein dimerization activity	0.0398074013529566	211	1.83536074561743	1.11022302462516e-16	2.69375165448525e-15	253748	43	123	1.52579827972193	0.0014603041035004	0.0396000112772755	0.0025994801039792	0.0292283006813271	0.969006198760248	1	0.172131147540984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	1.820618	biomart_annot	7.261493e-13	0.029494101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RNA polymerase II-specific DNA-binding transcription factor binding	0.0351848423586804	185	1.82061840982922	2.1538326677728e-14	7.26149299420545e-13	188752	52	214	1.62009256446454	0.000215576698832431	0.00693765012606188	0.000999800039992002	0.029494101179764	0.909018196360728	1	0.210526315789474
GO:0008289	lipid binding	1.80711	default_annot	2.924645e-13	0.003545445	lipid binding	0.0367891210991704	192	1.80711015847924	1.33226762955019e-14	2.92464465344113e-13	276140	33	143	1.00719063545151	0.514298436509627	0.999995847974372	0.0001999600079984	0.00354544475720241	0.990801839632074	1	0.092436974789916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008134	transcription factor binding	1.793806	biomart_annot	0	0.008327746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	transcription factor binding	0.0563651033637611	292	1.79380551453052	0	0	197188	83	338	1.63723737653727	2.15580912454882e-06	8.03322557989772e-05	0.0001999600079984	0.00832774621546279	0.915816836632673	1	0.205445544554455
GO:0008094	ATP-dependent activity, acting on DNA	1.785968	default_annot	0.0005366978	0.008380142	ATP-dependent activity, acting on DNA	0.0100816682365871	52	1.78596832822386	7.56732226530055e-05	0.000536697779123623	253034	11	41	1.17096147048427	0.33016014635557	0.983323873610035	0.000599880023995201	0.0083801421533875	0.254149170165967	1	0.133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0140297	DNA-binding transcription factor binding	1.780661	biomart_annot	0	0.014902283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DNA-binding transcription factor binding	0.0493918597507931	254	1.78066059767557	0	0	215156	70	283	1.64915647021465	1.01708924138411e-05	0.000360049591449974	0.000399920015996801	0.0149022827013545	0.943211357728454	1	0.207715133531157
GO:0003676	nucleic acid binding	1.776781	default_and_biomart_annot	0	0.003545445	nucleic acid binding	0.273222800254889	1402	1.77678093943488	0	0	252110	304	991	1.33885549657058	3.71591868386645e-10	1.31772193327879e-08	0.0001999600079984	0.00354544475720241	1	1	0.133273703041145	nucleic acid binding	0.25798818260618	1099	1.47502944654594	0	0	187249	349	1909	1.21890471521133	1.34749661089284e-05	0.000454298857386729	0.0001999600079984	0.00832774621546279	1	1	0.146997060058799
GO:0003682	chromatin binding	1.709022	default_annot	0.0005913168	0.003545445	chromatin binding	0.0119538349061509	59	1.70902166888506	8.46570739547747e-05	0.000591316834744714	188444	11	53	0.905838118676511	0.697664815326145	0.999995847974372	0.0001999600079984	0.00354544475720241	0.796640671865627	1	0.0851063829787234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031406	carboxylic acid binding	1.673589	default_annot	0.007206948	0.029228301	carboxylic acid binding	0.0084827749363992	41	1.67358865544808	0.00136009655631919	0.00720694841911663	346399	3	32	0.409171195652174	0.987035020575454	0.999995847974372	0.0025994801039792	0.0292283006813271	0.995200959808038	1	0.0615384615384615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008233	peptidase activity	1.557539	default_annot	9.323279e-08	0.003545445	peptidase activity	0.0404608620094533	182	1.55753949500615	6.87617141004182e-09	9.32327947067435e-08	387547	34	149	0.995924520960996	0.543519635142167	0.999995847974372	0.0001999600079984	0.00354544475720241	0.983403319336133	1	0.082039911308204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0003712	transcription coregulator activity	1.540551	default_annot	4.389366e-05	0.043148817	transcription coregulator activity	0.0265221573839325	118	1.54055061095919	5.04634279885341e-06	4.38936609485174e-05	317946	24	77	1.36036137775268	0.058464131545984	0.714590233572895	0.00439912017596481	0.0431488170451016	0.844031193761248	1	0.121359223300971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0003735	structural constituent of ribosome	1.493179	default_annot	0.00301973	0.045150154	structural constituent of ribosome	0.0178558949312612	77	1.49317914134997	0.000497829699328101	0.00301973014987177	309043	17	85	0.872898550724638	0.777537626304986	0.999995847974372	0.00479904019196161	0.0451501536427408	0.961807638472306	1	0.131386861313869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005125	cytokine activity	1.480433	default_annot	0.00185281	0.023636298	cytokine activity	0.020348538718252	87	1.48043327123983	0.000293395057239909	0.00185280988202189	264796	24	69	1.51808443604285	0.0162778269543475	0.300163129038169	0.001999600079984	0.0236362983813494	0.16996600679864	1	0.223214285714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0140097	catalytic activity, acting on DNA	1.479396	default_annot	0.00180378	0.008380142	catalytic activity, acting on DNA	0.0205968610533959	88	1.47939601322892	0.000277805556225585	0.00180377973830979	277019	16	87	0.802665333999667	0.874447607341018	0.999995847974372	0.000599880023995201	0.0083801421533875	0.928614277144571	1	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0097159	organic cyclic compound binding	1.392991	default_and_biomart_annot	0	0.003545445	organic cyclic compound binding	0.406417334108915	1635	1.39299111174305	0	0	254719	427	1618	1.15181607280414	6.6207444661126e-05	0.00218011657062708	0.0001999600079984	0.00354544475720241	1	1	0.112630732099759	organic cyclic compound binding	0.390749534056809	1414	1.25300773434696	0	0	179471	551	3334	1.10188497673314	0.00269260775497893	0.0544676083007166	0.0001999600079984	0.00832774621546279	1	1	0.137905236907731
