id	description	fold_enrichment	source	p_adjust	regions_empirical_p_adjust	description_default_annot	genome_fraction_default_annot	observed_region_hits_default_annot	fold_enrichment_default_annot	p_value_default_annot	p_adjust_default_annot	mean_tss_dist_default_annot	observed_gene_hits_default_annot	gene_set_size_default_annot	fold_enrichment_hyper_default_annot	p_value_hyper_default_annot	p_adjust_hyper_default_annot	regions_empirical_p_value_default_annot	regions_empirical_p_adjust_default_annot	genes_empirical_p_value_default_annot	genes_empirical_p_adjust_default_annot	genes_prop_default_annot	description_biomart_annot	genome_fraction_biomart_annot	observed_region_hits_biomart_annot	fold_enrichment_biomart_annot	p_value_biomart_annot	p_adjust_biomart_annot	mean_tss_dist_biomart_annot	observed_gene_hits_biomart_annot	gene_set_size_biomart_annot	fold_enrichment_hyper_biomart_annot	p_value_hyper_biomart_annot	p_adjust_hyper_biomart_annot	regions_empirical_p_value_biomart_annot	regions_empirical_p_adjust_biomart_annot	genes_empirical_p_value_biomart_annot	genes_empirical_p_adjust_biomart_annot	genes_prop_biomart_annot
GO:1902710	GABA receptor complex	3.958545	biomart_annot	3.881877e-08	0.042322964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GABA receptor complex	0.00244920559252841	28	3.95854512512236	2.09604600343027e-09	3.88187719835287e-08	216690	6	10	4.00038240917782	0.00137599414004452	0.0353936270467008	0.0031993601279744	0.0423229639786328	0.482303539292142	1	0.6
GO:0016514	SWI/SNF complex	3.860764	biomart_annot	5.676983e-11	0.040504399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SWI/SNF complex	0.00358748082842605	40	3.86076363188317	1.83919546259403e-12	5.67698332787359e-11	192589	4	16	1.66682600382409	0.209965111426141	0.603812711741015	0.0025994801039792	0.040504399120176	0.699260147970406	1	0.173913043478261
GO:0000314	organellar small ribosomal subunit	3.790912	default_annot	4.011106e-11	0.003632607	organellar small ribosomal subunit	0.00374492349803273	41	3.79091212617154	1.71729297449019e-12	4.01110573327352e-11	375703	4	13	1.34292084726867	0.345958306739092	0.999926859675201	0.0001999600079984	0.00363260681197094	0.871425714857029	1	0.235294117647059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005763	mitochondrial small ribosomal subunit	3.790912	default_annot	4.011106e-11	0.003632607	mitochondrial small ribosomal subunit	0.00374492349803273	41	3.79091212617154	1.71729297449019e-12	4.01110573327352e-11	375703	4	13	1.34292084726867	0.345958306739092	0.999926859675201	0.0001999600079984	0.00363260681197094	0.871425714857029	1	0.235294117647059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030125	clathrin vesicle coat	3.723887	default_annot	2.397973e-07	0.003632607	clathrin vesicle coat	0.00251055712822064	27	3.7238867683287	1.39331788329145e-08	2.39797340966475e-07	309654	1	13	0.335730211817168	0.966182511513904	0.999926859675201	0.0001999600079984	0.00363260681197094	0.99880023995201	1	0.0454545454545455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030665	clathrin-coated vesicle membrane	3.723887	default_annot	2.397973e-07	0.003632607	clathrin-coated vesicle membrane	0.00251055712822064	27	3.7238867683287	1.39331788329145e-08	2.39797340966475e-07	309654	1	13	0.335730211817168	0.966182511513904	0.999926859675201	0.0001999600079984	0.00363260681197094	0.99880023995201	1	0.0454545454545455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005669	transcription factor TFIID complex	3.707241	default_and_biomart_annot	0.002690203	0.010286832	transcription factor TFIID complex	0.000934011050417924	10	3.70724080466393	0.000493615151429316	0.00269020257528977	78025	2	9	0.969887278582931	0.646896516374004	0.999926859675201	0.000999800039992002	0.012574408195284	0.190161967606479	1	0.142857142857143	transcription factor TFIID complex	0.00190104697025226	24	4.37140661831018	4.51521575683955e-09	7.4662317693454e-08	136820	6	20	2.00019120458891	0.0671420066896351	0.330710096779798	0.000399920015996801	0.0102868315225844	0.268346330733853	1	0.260869565217391
GO:1902911	protein kinase complex	3.049967	default_annot	0	0.037855587	protein kinase complex	0.0107852779824578	95	3.04996652804021	0	0	468354	9	32	1.22751358695652	0.301335559212106	0.999926859675201	0.00439912017596481	0.0378555867773814	0.923415316936613	1	0.144927536231884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030118	clathrin coat	3.043766	default_annot	6.4247e-06	0.003632607	clathrin coat	0.00318529426276972	28	3.04376615123005	4.39081269343333e-07	6.42470003571784e-06	308972	2	17	0.513469735720375	0.927715697413968	0.999926859675201	0.0001999600079984	0.00363260681197094	0.974005198960208	1	0.0625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043240	Fanconi anaemia nuclear complex	3.014031	default_annot	3.318701e-06	0.038561518	Fanconi anaemia nuclear complex	0.00344648475332398	30	3.01403092653477	2.1312757025882e-07	3.31870073688734e-06	428705	2	9	0.969887278582931	0.646896516374004	0.999926859675201	0.00459908018396321	0.0385615184655377	0.640871825634873	1	0.181818181818182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0033162	melanosome membrane	2.728377	biomart_annot	0.0003108418	0.040504399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	melanosome membrane	0.00279203697435891	22	2.72837666614537	3.62536821225667e-05	0.000310841755976822	267148	3	12	1.66682600382409	0.264089383559092	0.64694912480349	0.0027994401119776	0.040504399120176	0.85502899420116	1	0.230769230769231
GO:0045009	chitosome	2.728377	biomart_annot	0.0003108418	0.040504399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chitosome	0.00279203697435891	22	2.72837666614537	3.62536821225667e-05	0.000310841755976822	267148	3	12	1.66682600382409	0.264089383559092	0.64694912480349	0.0027994401119776	0.040504399120176	0.85502899420116	1	0.230769230769231
GO:0090741	pigment granule membrane	2.728377	biomart_annot	0.0003108418	0.040504399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pigment granule membrane	0.00279203697435891	22	2.72837666614537	3.62536821225667e-05	0.000310841755976822	267148	3	12	1.66682600382409	0.264089383559092	0.64694912480349	0.0027994401119776	0.040504399120176	0.85502899420116	1	0.230769230769231
GO:0043025	neuronal cell body	2.658145	default_annot	1.003319e-12	0.003632607	neuronal cell body	0.0102908507333332	79	2.6581447293288	3.37507799486048e-14	1.00331864029034e-12	486733	7	23	1.32832388153749	0.261466552573936	0.999926859675201	0.0001999600079984	0.00363260681197094	0.949810037992401	1	0.137254901960784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044297	cell body	2.658145	default_annot	1.003319e-12	0.003632607	cell body	0.0102908507333332	79	2.6581447293288	3.37507799486048e-14	1.00331864029034e-12	486733	7	23	1.32832388153749	0.261466552573936	0.999926859675201	0.0001999600079984	0.00363260681197094	0.949810037992401	1	0.137254901960784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030120	vesicle coat	2.571768	default_annot	9.074099e-05	0.012574408	vesicle coat	0.00376989375568193	28	2.57176766430437	9.98983399136399e-06	9.07409920882229e-05	303249	2	26	0.335730211817168	0.990054580873045	0.999926859675201	0.000999800039992002	0.012574408195284	0.982003599280144	1	0.0454545454545455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030662	coated vesicle membrane	2.418531	default_annot	8.738105e-06	0.008916399	coated vesicle membrane	0.00572678859730911	40	2.4185309579916	6.6805080289889e-07	8.73810450191748e-06	258916	5	31	0.703950444132772	0.87048571931283	0.999926859675201	0.000599880023995201	0.00891639853847412	0.958608278344331	1	0.0980392156862745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030136	clathrin-coated vesicle	2.408553	default_annot	8.344704e-05	0.006227326	clathrin-coated vesicle	0.00460040977308722	32	2.40855335861452	8.93164017468084e-06	8.34470382034467e-05	319219	3	20	0.654673913043478	0.870104564127532	0.999926859675201	0.000399920015996801	0.00622732596337875	0.953409318136373	1	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0070603	SWI/SNF superfamily-type complex	2.360332	default_annot	0.004766	0.021795641	SWI/SNF superfamily-type complex	0.00264059777791427	18	2.36033182817128	0.000932795082469129	0.00476599987449071	144016	3	16	0.818342391304348	0.745990083430619	0.999926859675201	0.0017996400719856	0.0217956408718256	0.776644671065787	1	0.0851063829787234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0015935	small ribosomal subunit	2.337414	default_annot	8.560914e-06	0.003632607	small ribosomal subunit	0.00636994357989556	43	2.33741421555015	6.28323985063517e-07	8.56091429649042e-06	370329	5	28	0.779373706004141	0.803022865719896	0.999926859675201	0.0001999600079984	0.00363260681197094	0.979204159168166	1	0.13953488372093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0042470	melanosome	2.198648	biomart_annot	0.0005163831	0.006172099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	melanosome	0.00488212318374332	31	2.19864833765428	6.46873002114745e-05	0.000516383103412288	260533	5	31	1.07537161537038	0.505975154885639	0.846906660507604	0.0001999600079984	0.00617209891355062	0.879824035192961	1	0.138888888888889
GO:0048770	pigment granule	2.198648	biomart_annot	0.0005163831	0.006172099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pigment granule	0.00488212318374332	31	2.19864833765428	6.46873002114745e-05	0.000516383103412288	260533	5	31	1.07537161537038	0.505975154885639	0.846906660507604	0.0001999600079984	0.00617209891355062	0.879824035192961	1	0.138888888888889
GO:0000313	organellar ribosome	2.183224	default_annot	2.493738e-05	0.006227326	organellar ribosome	0.00713702328202352	45	2.18322357036024	2.05904988526129e-06	2.493738194372e-05	350528	6	29	0.902998500749625	0.682583964822936	0.999926859675201	0.000399920015996801	0.00622732596337875	0.958408318336333	1	0.132075471698113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005761	mitochondrial ribosome	2.183224	default_annot	2.493738e-05	0.006227326	mitochondrial ribosome	0.00713702328202352	45	2.18322357036024	2.05904988526129e-06	2.493738194372e-05	350528	6	29	0.902998500749625	0.682583964822936	0.999926859675201	0.000399920015996801	0.00622732596337875	0.958408318336333	1	0.132075471698113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030117	membrane coat	2.174498	default_annot	0.000823135	0.030513897	membrane coat	0.00461787040284415	29	2.17449827962967	0.00013089608868877	0.000823135019254381	302812	3	32	0.409171195652174	0.987035020575454	0.999926859675201	0.0027994401119776	0.0305138972205559	0.973405318936213	1	0.0491803278688525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0048475	coated membrane	2.174498	default_annot	0.000823135	0.030513897	coated membrane	0.00461787040284415	29	2.17449827962967	0.00013089608868877	0.000823135019254381	302812	3	32	0.409171195652174	0.987035020575454	0.999926859675201	0.0027994401119776	0.0305138972205559	0.973405318936213	1	0.0491803278688525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0090575	RNA polymerase II transcription regulator complex	2.087747	biomart_annot	1.117288e-11	0.006172099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RNA polymerase II transcription regulator complex	0.0195707275435249	118	2.08774690010393	3.37840866393435e-13	1.117288008144e-11	174308	36	136	1.76487459228433	0.000349592121804521	0.0147146502177721	0.0001999600079984	0.00617209891355062	0.656868626274745	1	0.211764705882353
GO:0036064	ciliary basal body	2.060199	biomart_annot	2.298246e-06	0.025922815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ciliary basal body	0.0104204204093078	62	2.06019941624864	1.98552554953046e-07	2.29824582358151e-06	164412	17	99	1.14489058848523	0.311483070864323	0.700080882573698	0.0013997200559888	0.0259228154369126	0.663467306538692	1	0.161904761904762
GO:0030424	axon	2.055534	default_annot	3.403527e-13	0.003632607	axon	0.023414937107395	139	2.05553376825498	8.32667268468867e-15	3.4035274598665e-13	494846	20	53	1.64697839759366	0.0104587859819883	0.458688011923855	0.0001999600079984	0.00363260681197094	0.804239152169566	1	0.161538461538462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030135	coated vesicle	1.880154	default_annot	0.0002603397	0.003632607	coated vesicle	0.00902413135253257	49	1.88015425972368	3.56907455587585e-05	0.000260339722032699	264865	8	47	0.742892383595436	0.875199308626165	0.999926859675201	0.0001999600079984	0.00363260681197094	0.918816236752649	1	0.104651162790698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0034451	centriolar satellite	1.812793	biomart_annot	0.001178986	0.042082493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	centriolar satellite	0.00859541839361236	45	1.81279336711556	0.000160423627540318	0.00117898634208202	155250	12	70	1.14296640262223	0.355673356557605	0.719112506926512	0.002999400119976	0.0420824925923906	0.731053789242152	1	0.151898734177215
GO:0000785	chromatin	1.646179	default_annot	0.00052311	0.003632607	chromatin	0.0143032440511177	68	1.64617944621809	7.67867911729558e-05	0.000523110014865762	180641	16	83	0.841348000698446	0.821717802152965	0.999926859675201	0.0001999600079984	0.00363260681197094	0.886422715456909	1	0.0790697674418605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005815	microtubule organizing center	1.618045	biomart_annot	1.424129e-10	0.006172099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	microtubule organizing center	0.0475078331940461	222	1.61804487651979	4.92139662355839e-12	1.42412914794221e-10	130859	78	466	1.1159865089981	0.157689672843687	0.518865997817569	0.0001999600079984	0.00617209891355062	0.917216556688662	1	0.149712092130518
GO:0005667	transcription regulator complex	1.567301	biomart_annot	9.503484e-09	0.025922815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	transcription regulator complex	0.0452902082627043	205	1.56730079688855	4.51569448500777e-10	9.50348430253908e-09	176153	67	289	1.54570715925556	0.000132826414306675	0.00614986298239905	0.0013997200559888	0.0259228154369126	0.9750049990002	1	0.191549295774648
GO:0005813	centrosome	1.507817	biomart_annot	2.186293e-06	0.014618129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	centrosome	0.0388097588695777	169	1.50781677713637	1.84158549298985e-07	2.18629252116487e-06	125585	67	391	1.14247920466715	0.130316009357268	0.467723351414069	0.000599880023995201	0.0146181290057778	0.817836432713457	1	0.153318077803204
GO:0005654	nucleoplasm	1.467603	default_and_biomart_annot	0	0.006172099	nucleoplasm	0.0309076089846042	131	1.46760336025731	1.51976584211733e-05	0.000118416585909672	323690	31	123	1.09999410863674	0.302825425140521	0.999926859675201	0.0025994801039792	0.0303582140714714	0.853629274145171	1	0.0972644376899696	nucleoplasm	0.247363217349503	956	1.33821404125825	0	0	181877	362	2030	1.18894780962428	8.32285279613876e-05	0.00474442015604433	0.0001999600079984	0.00617209891355062	1	1	0.149505766062603
GO:0140513	nuclear protein-containing complex	1.458076	biomart_annot	3.577641e-10	0.04886245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nuclear protein-containing complex	0.0769427631069811	324	1.45807560218474	1.31360478050624e-11	3.57764125514346e-10	180477	114	686	1.10797763519502	0.123062378309317	0.452205406009634	0.00379924015196961	0.0488624497322758	0.997200559888022	1	0.127946127946128
GO:0016604	nuclear body	1.450978	biomart_annot	4.279282e-07	0.042322964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nuclear body	0.0541711232354591	227	1.45097799969174	2.86517806147302e-08	4.27928207245809e-07	190576	69	436	1.05514673636571	0.331619014651235	0.71800167833603	0.0031993601279744	0.0423229639786328	0.998400319936013	1	0.129455909943715
GO:0036477	somatodendritic compartment	1.392305	default_annot	0.007014739	0.03170275	somatodendritic compartment	0.0223826155795578	90	1.39230532697478	0.00145872246698231	0.00701473892210611	471455	15	60	1.0911231884058	0.398186529378129	0.999926859675201	0.0031993601279744	0.0317027503590191	0.990601879624075	1	0.115942028985507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005634	nucleus	1.361108	default_and_biomart_annot	0	0.003632607	nucleus	0.335293964566465	1318	1.36110768270411	0	0	263916	352	1270	1.20968618053178	3.73924530883141e-06	0.00122273321598787	0.0001999600079984	0.00363260681197094	1	1	0.113231963765772	nucleus	0.419925739843604	1560	1.28633744906261	0	0	179144	629	3653	1.14802469904775	8.6163601498157e-06	0.000664895791560779	0.0001999600079984	0.00617209891355062	1	1	0.139473101616117
GO:0015630	microtubule cytoskeleton	1.352967	biomart_annot	9.031146e-07	0.030860495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	microtubule cytoskeleton	0.0790813442306976	309	1.35296713623973	6.63194328343053e-08	9.03114629478922e-07	127789	116	742	1.04232785144795	0.325024242210161	0.716601067349068	0.0017996400719856	0.0308604945677531	0.996000799840032	1	0.139088729016787
GO:0031981	nuclear lumen	1.317354	biomart_annot	0	0.006172099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nuclear lumen	0.269153556564528	1024	1.31735445611363	0	0	181381	391	2274	1.14640099823258	0.000871832858192478	0.0310506625648552	0.0001999600079984	0.00617209891355062	1	1	0.136442742777584
GO:0031974	membrane-enclosed lumen	1.239651	default_and_biomart_annot	0	0.006172099	membrane-enclosed lumen	0.0689922749785249	247	1.23965061039218	0.000384512361957912	0.00213111088746165	329928	60	279	0.93860059217703	0.738381683387848	0.999926859675201	0.00359928014397121	0.0318098542453671	0.999200159968006	1	0.0875912408759124	membrane-enclosed lumen	0.284555451583034	1062	1.29229129088975	0	0	180534	416	2493	1.11255454085972	0.00539684830969489	0.0657678325659752	0.0001999600079984	0.00617209891355062	1	1	0.133782483156882
GO:0043233	organelle lumen	1.239651	default_and_biomart_annot	0	0.006172099	organelle lumen	0.0689922749785249	247	1.23965061039218	0.000384512361957912	0.00213111088746165	329928	60	279	0.93860059217703	0.738381683387848	0.999926859675201	0.00359928014397121	0.0318098542453671	0.999200159968006	1	0.0875912408759124	organelle lumen	0.284555451583034	1062	1.29229129088975	0	0	180534	416	2493	1.11255454085972	0.00539684830969489	0.0657678325659752	0.0001999600079984	0.00617209891355062	1	1	0.133782483156882
GO:0070013	intracellular organelle lumen	1.239651	default_and_biomart_annot	0	0.006172099	intracellular organelle lumen	0.0689922749785249	247	1.23965061039218	0.000384512361957912	0.00213111088746165	329928	60	279	0.93860059217703	0.738381683387848	0.999926859675201	0.00359928014397121	0.0318098542453671	0.999200159968006	1	0.0875912408759124	intracellular organelle lumen	0.284555451583034	1062	1.29229129088975	0	0	180534	416	2493	1.11255454085972	0.00539684830969489	0.0657678325659752	0.0001999600079984	0.00617209891355062	1	1	0.133782483156882
GO:0043231	intracellular membrane-bounded organelle	1.171113	default_and_biomart_annot	0	0.003632607	intracellular membrane-bounded organelle	0.515053417238487	1742	1.17111269507134	0	0	267615	524	2165	1.05634836161596	0.0399867660477482	0.963325115708317	0.0001999600079984	0.00363260681197094	1	1	0.0996932515337423	intracellular membrane-bounded organelle	0.585445941297711	2007	1.18703461637726	0	0	166481	939	5837	1.07257126441036	0.00124973797335737	0.0353936270467008	0.0001999600079984	0.00617209891355062	1	1	0.1343049007001
GO:0043227	membrane-bounded organelle	1.169326	default_and_biomart_annot	0	0.003632607	membrane-bounded organelle	0.524131723063935	1770	1.16932606720283	0	0	267927	540	2238	1.05309476628978	0.0452204998071528	0.963325115708317	0.0001999600079984	0.00363260681197094	1	1	0.0981505218824391	membrane-bounded organelle	0.600142788658747	2063	1.19027537038621	0	0	164045	977	6086	1.07031811090118	0.00118194887605183	0.0353936270467008	0.0001999600079984	0.00617209891355062	1	1	0.134525447042641
GO:0043226	organelle	1.116781	default_and_biomart_annot	0	0.003632607	organelle	0.587548673632038	1895	1.11678140782253	2.24265050974282e-14	8.14829685206557e-13	271786	602	2623	1.00168686148729	0.48704112672032	0.999926859675201	0.0001999600079984	0.00363260681197094	1	1	0.0902777777777778	organelle	0.6556737648862	2181	1.15178301506123	0	0	162631	1084	6818	1.06004070879749	0.00193422150913669	0.0426449789871566	0.0001999600079984	0.00617209891355062	1	1	0.130912162162162
GO:0043229	intracellular organelle	1.108823	default_and_biomart_annot	0	0.003632607	intracellular organelle	0.578337593586983	1852	1.10882336776659	2.88258306113676e-12	6.28403107327813e-11	272777	586	2568	0.995947333965416	0.570647166047021	0.999926859675201	0.0001999600079984	0.00363260681197094	1	1	0.0904428904428904	intracellular organelle	0.636776571091313	2146	1.16693174023391	0	0	162766	1050	6623	1.05702388888135	0.00384941601414068	0.0584169758887849	0.0001999600079984	0.00617209891355062	1	1	0.13015479876161
GO:0005622	intracellular anatomical structure	1.099211	default_and_biomart_annot	0	0.003632607	intracellular anatomical structure	0.673172186919992	2137	1.09921126144418	3.5527136788005e-15	1.65962481852538e-13	275744	704	3134	0.980409348612229	0.814350463269813	0.999926859675201	0.0001999600079984	0.00363260681197094	1	1	0.0876533934385174	intracellular anatomical structure	0.698432713361632	2353	1.16654142472693	0	0	169707	1188	7535	1.05119537759417	0.00314148100173339	0.0538705816223171	0.0001999600079984	0.00617209891355062	1	1	0.130301369863014
