userSet	dbSet	collection	pValueLog	oddsRatio	support	rnkPV	rnkOR	rnkSup	maxRnk	meanRnk	b	c	d	description	cellType	tissue	antibody	treatment	dataSource	filename	size
1	281	codex	8.50437717830539	1.56900885909115	204	13	332	72	332	139	3787	13951	406352	codex Endometrial Stromal Cell NR2F2	Endometrial Stromal Cell	NA	NR2F2	NA	GSE52008	GSM1257396_NR2F2.bed	19927
1	912	encode_tfbs	7.53557571136512	1.49494266224556	220	18	354	63	354	145	4286	13935	405853	ChIP HUVEC GATA-2	HUVEC	NA	GATA-2	None	NA	wgEncodeAwgTfbsSydhHuvecGata2UcdUniPk.narrowPeak	27452
1	709	encode_tfbs	8.01377423442303	1.67932599745229	147	14	318	117	318	150	2547	14008	407592	ChIP SK-N-MC FOXP2	SK-N-MC	NA	FOXP2	None	NA	wgEncodeAwgTfbsHaibSknmcFoxp2Pcr2xUniPk.narrowPeak	14694
1	1039	encode_tfbs	6.14076170078015	1.30615851805033	380	30	402	25	402	152	8483	13775	401656	ChIP SH-SY5Y GATA-2	SH-SY5Y	NA	GATA-2	None	NA	wgEncodeAwgTfbsSydhShsy5yGata2UcdUniPk.narrowPeak	35617
1	1143	sheffield_dnase	6.65977935278474	1.49797465089448	189	25	353	80	353	153	3672	13966	406467	Stem cell specific (weak)	NA	NA	NA	NA	NA	10.bed	63191
1	265	codex	6.21983760824951	1.42615405883413	223	28	376	61	376	155	4552	13932	405587	codex Embryonic Stem Cell NANOG	Embryonic Stem Cell	NA	NANOG	NA	GSE46130	GSM1124071_NANOG.bed	18532
1	2877	sheffield_dnase	7.18427200033256	1.85070312069156	95	19	277	177	277	158	1492	14060	408647	Liver;Epithelial	NA	NA	NA	NA	NA	862.bed	31684
1	263	codex	7.10919470240163	1.78885731949362	104	20	295	164	295	160	1690	14051	408449	codex Embryonic Stem Cell SOX2	Embryonic Stem Cell	NA	SOX2	NA	GSE46130	GSM1124069_SOX2.bed	5204
1	2798	sheffield_dnase	6.76378863149218	1.82112821751843	93	22	280	181	280	161	1484	14062	408655	Brain	NA	NA	NA	NA	NA	756.bed	17284
1	819	encode_tfbs	5.17771961713419	1.35723424122013	239	41	386	56	386	161	5125	13916	405014	ChIP HEK293 KAP1	HEK293	NA	KAP1	None	NA	wgEncodeAwgTfbsSydhHek293Kap1UcdUniPk.narrowPeak	19771
1	1041	encode_tfbs	5.49108970898338	1.42546575055067	193	36	378	77	378	164	3939	13962	406200	ChIP U2OS KAP1	U2OS	NA	KAP1	None	NA	wgEncodeAwgTfbsSydhU2osKap1UcdUniPk.narrowPeak	14644
1	710	encode_tfbs	5.33162357460559	1.42740640540338	185	39	375	85	375	166	3770	13970	406369	ChIP SK-N-MC Pol2-4H8	SK-N-MC	NA	Pol2-4H8	None	NA	wgEncodeAwgTfbsHaibSknmcPol24h8V0416101UniPk.narrowPeak	24118
1	264	codex	4.96471262121508	1.42561792988106	171	44	377	98	377	173	3488	13984	406651	codex Embryonic Stem Cell NANOG	Embryonic Stem Cell	NA	NANOG	NA	GSE46130	GSM1124070_NANOG.bed	13460
1	910	encode_tfbs	3.79010030217007	1.27754453453973	249	61	414	51	414	175	5669	13906	404470	ChIP HUVEC c-Fos	HUVEC	NA	c-Fos	None	NA	wgEncodeAwgTfbsSydhHuvecCfosUcdUniPk.narrowPeak	46722
1	36	cistrome_cistrome	3.76058219165376	1.28400719940209	237	64	411	57	411	177	5368	13918	404771	cistrome_cistrome LnCaP FoxA1	LnCaP	prostate	FoxA1	regular medium	NA	Human_LnCaP_FoxA1_regular-medium_Chinnaiyan.bed	51482
1	63	cistrome_cistrome	3.69690238454834	1.2505819426261	288	65	428	39	428	177	6700	13867	403439	cistrome_cistrome MCF-7 FoxA1	MCF-7	breast	FoxA1	E2(45min)	NA	Human_MCF-7_FoxA1_E2-45min_Brown.bed	16082
1	911	encode_tfbs	3.6746719914503	1.34369771618814	167	66	389	99	389	185	3612	13988	406527	ChIP HUVEC c-Jun	HUVEC	NA	c-Jun	None	NA	wgEncodeAwgTfbsSydhHuvecCjunUniPk.narrowPeak	29522
1	2522	sheffield_dnase	5.5875319061239	1.78710820734848	79	35	296	226	296	186	1284	14076	408855	sheffield_dnase	NA	NA	NA	NA	NA	409.bed	38590
1	1148	sheffield_dnase	4.11478770260767	1.41801215312817	140	54	381	124	381	186	2869	14015	407270	Brain	NA	NA	NA	NA	NA	1003.bed	33659
1	528	encode_tfbs	4.24307412958076	1.50882182510664	107	51	352	159	352	187	2060	14048	408079	ChIP ECC-1 ERalpha_a	ECC-1	NA	ERalpha_a	Estradiol_10nM	NA	wgEncodeAwgTfbsHaibEcc1EralphaaV0416102Est10nm1hUniPk.narrowPeak	16087
1	660	encode_tfbs	3.20398543117788	1.26952799014236	211	86	417	67	417	190	4831	13944	405308	ChIP HUVEC Pol2-4H8	HUVEC	NA	Pol2-4H8	None	NA	wgEncodeAwgTfbsHaibHuvecPol24h8V0416101UniPk.narrowPeak	32519
1	65	cistrome_cistrome	3.18281011341724	1.23626341694468	263	87	436	49	436	191	6186	13892	403953	cistrome_cistrome MCF-7 FoxA1	MCF-7	breast	FoxA1	No treatment	NA	Human_MCF-7_FoxA1_No-treatment_White.bed	14374
1	132	cistrome_cistrome	5.24887735337622	1.8613856477749	65	40	276	283	283	200	1014	14090	409125	cistrome_cistrome VCaP ERG	VCaP	prostate	ERG	No treatment	NA	Human_VCaP_ERG_No-treatment_Chinnaiyan.bed	7338
1	34	cistrome_cistrome	2.93723208296233	1.27484808458575	182	101	415	87	415	201	4148	13973	405991	cistrome_cistrome LnCaP AR	LnCaP	prostate	AR	R1881(16hr)	NA	Human_LnCaP_AR_R1881-16hr_Chinnaiyan.bed	41186
1	216	cistrome_epigenome	10.8757335283782	4.28708662783085	35	10	131	483	483	208	237	14120	409902	cistrome_epigenome VCaP H3K9me3	VCaP	prostate	H3K9me3	EtOH(16hr)	NA	Human_VCaP_H3K9me3_EtOH-16hr_Chinnaiyan.bed	4250
1	176	cistrome_epigenome	2.46520788010818	1.16909049406375	339	132	465	29	465	209	8431	13816	401708	cistrome_epigenome MCF-7 H3K27me3	MCF-7	breast	H3K27me3	E2(3hr)	NA	Human_MCF-7_H3K27me3_E2-3hr_Liu.bed	48959
1	348	codex	4.68995002494492	1.7803375441882	65	47	299	283	299	210	1060	14090	409079	K562 erythrocytic leukaemia cells (ATCC CCL-243) were grown according to standar	Erythrocytic leukaemia cells	NA	CBX8	NA	GSE32509	GSM830987_CBX8.bed	7105
1	464	encode_tfbs	6.74018662713587	2.4693670583468	45	23	219	399	399	214	529	14110	409610	ChIP HeLa-S3 EZH2_(39875)	HeLa-S3	NA	EZH2_(39875)	None	NA	wgEncodeAwgTfbsBroadHelas3Ezh239875UniPk.narrowPeak	1816
1	2367	sheffield_dnase	4.18022270475913	1.70609495643575	65	52	313	283	313	216	1106	14090	409033	Melanocyte, Colo829, and Ewing sarcoma	NA	NA	NA	NA	NA	2468.bed	9461
1	514	encode_tfbs	2.79917251793372	1.33914511288814	120	113	391	145	391	216	2602	14035	407537	ChIP A549 p300	A549	NA	p300	EtOH_0.02pct	NA	wgEncodeAwgTfbsHaibA549P300V0422111Etoh02UniPk.narrowPeak	18212
1	347	codex	3.32681402474624	1.54121130356183	72	79	338	253	338	223	1356	14083	408783	K562 erythrocytic leukaemia cells (ATCC CCL-243) were grown according to standar	Erythrocytic leukaemia cells	NA	CBX2	NA	GSE32509	GSM830986_CBX2.bed	8285
1	725	encode_tfbs	2.41971467350222	1.26294113088207	151	141	420	112	420	224	3472	14004	406667	ChIP T-47D FOXA1_(SC-6553)	T-47D	NA	FOXA1_(SC-6553)	DMSO_0.02pct	NA	wgEncodeAwgTfbsHaibT47dFoxa1sc6553V0416102Dm002p1hUniPk.narrowPeak	41552
1	208	cistrome_epigenome	7.5755957829826	3.05516370164159	36	17	180	475	475	224	342	14119	409797	cistrome_epigenome VCaP H3K27me3	VCaP	prostate	H3K27me3	R1881(16hr)	NA	Human_VCaP_H3K27me3_R1881-16hr_Chinnaiyan.bed	4475
1	1034	encode_tfbs	2.43955161914683	1.29449080884651	126	135	406	137	406	226	2826	14029	407313	ChIP PANC-1 TCF7L2	PANC-1	NA	TCF7L2	None	NA	wgEncodeAwgTfbsSydhPanc1Tcf7l2UcdUniPk.narrowPeak	13362
1	14	cistrome_cistrome	2.12710030255804	1.18043789929936	244	164	461	55	461	227	6005	13911	404134	cistrome_cistrome Caco-2(differentiated) HNF4A	Caco-2(differentiated)	intestine	HNF4A	No treatment	NA	Human_Caco-2-differentiated_HNF4A_No-treatment_Shivdasani.bed	65517
1	161	cistrome_epigenome	2.00719650854961	1.07497925881524	1215	172	509	6	509	229	32947	12940	377192	cistrome_epigenome LnCaP H3K4me2	LnCaP	prostate	H3K4me2	DHT(16hr)	NA	Human_LnCaP_H3K4me2_DHT-16hr_Brown.bed	101894
1	116	cistrome_cistrome	1.87959997372015	1.1487087806702	289	184	476	38	476	233	7309	13866	402830	cistrome_cistrome T47D FoxA1	T47D	breast	FoxA1	DMSO(45min-3hr)	NA	Human_T47D_FoxA1_DMSO-45min-3hr_Liu.bed	53583
1	84	cistrome_cistrome	2.1607510542664	1.23440110354857	157	159	437	106	437	234	3693	13998	406446	cistrome_cistrome MCF-7 SRC-3	MCF-7	breast	SRC-3	E2(1hr)	NA	Human_MCF-7_SRC-3_E2-1hr_OMalley.bed	33773
1	527	encode_tfbs	4.63980424125264	2.07986924490122	42	48	242	426	426	239	586	14113	409553	ChIP ECC-1 ERalpha_a	ECC-1	NA	ERalpha_a	BPA_100nM	NA	wgEncodeAwgTfbsHaibEcc1EraaV0416102Bpa1hUniPk.narrowPeak	4257
1	259	codex	1.80845384614122	1.16513046968779	225	192	466	60	466	239	5608	13930	404531	Day 5 of in vitro differentiation with FGF2; BMP4 and B27	Endoderm	NA	FOXA2	NA	GSE46130	GSM1124063_FOXA2.bed	34443
1	211	cistrome_epigenome	1.63019967035213	1.08316566115457	700	215	500	9	500	241	18796	13455	391343	cistrome_epigenome VCaP H3K4me1	VCaP	prostate	H3K4me1	regular medium	NA	Human_VCaP_H3K4me1_regular-medium_Chinnaiyan.bed	63069
1	145	cistrome_cistrome	2.1281934799126	1.29294623035833	105	163	407	163	407	244	2357	14050	407782	cistrome_cistrome metastatic prostate cancer tissue PolII	metastatic prostate cancer tissue	prostate	PolII	No treatment	NA	Human_metastatic-prostate-cancer-tissue_PolII_No-treatment_Chinnaiyan.bed	13782
1	1149	sheffield_dnase	4.08455399687043	1.92290586631578	44	55	269	408	408	244	664	14111	409475	Brain	NA	NA	NA	NA	NA	1004.bed	3658
1	203	cistrome_epigenome	4.93667343849858	2.21910893125506	39	45	235	454	454	245	510	14116	409629	cistrome_epigenome UPR9 cells H3K27me3	UPR9 cells	hematopoietic stem cell	H3K27me3	Zinc(5hr)	NA	Human_UPR9-cells_H3K27me3_Zinc-5hr_Stunnenberg.bed	6453
1	162	cistrome_epigenome	1.66073422633667	1.05756981452031	1548	212	519	4	519	245	42666	12607	367473	cistrome_epigenome LnCaP H3K4me2	LnCaP	prostate	H3K4me2	DHT(4hr)	NA	Human_LnCaP_H3K4me2_DHT-4hr_Brown.bed	113987
1	530	encode_tfbs	3.4174679952131	1.72342655597991	49	76	308	363	363	249	825	14106	409314	ChIP ECC-1 FOXA1_(SC-6553)	ECC-1	NA	FOXA1_(SC-6553)	DMSO_0.02pct	NA	wgEncodeAwgTfbsHaibEcc1Foxa1sc6553V0416102Dm002p1hUniPk.narrowPeak	5891
1	917	encode_tfbs	1.87760929307131	1.21641351055764	147	185	446	117	446	249	3508	14008	406631	ChIP IMR90 MafK_(ab50322)	IMR90	NA	MafK_(ab50322)	None	NA	wgEncodeAwgTfbsSydhImr90MafkIggrabUniPk.narrowPeak	40785
1	891	encode_tfbs	1.74302975637984	1.18056982101739	181	198	460	90	460	249	4451	13974	405688	ChIP HepG2 MafK_(ab50322)	HepG2	NA	MafK_(ab50322)	None	NA	wgEncodeAwgTfbsSydhHepg2Mafkab50322IggrabUniPk.narrowPeak	61936
1	120	cistrome_cistrome	2.90596353888159	1.53248964940366	62	108	340	301	340	250	1174	14093	408965	cistrome_cistrome U2OS cells ESR2	U2OS cells	osteosarcoma	ESR2	No treatment	NA	Human_U2OS-cells_ESR2_No-treatment_Leitman.bed	17406
1	723	encode_tfbs	2.94565839231701	1.61542709207274	51	99	324	354	354	259	916	14104	409223	ChIP T-47D ERalpha_a	T-47D	NA	ERalpha_a	Genistein_100nM	NA	wgEncodeAwgTfbsHaibT47dEralphaaPcr2xGen1hUniPk.narrowPeak	10547
1	724	encode_tfbs	2.94565839231701	1.61542709207274	51	99	324	354	354	259	916	14104	409223	ChIP T-47D ERalpha_a	T-47D	NA	ERalpha_a	Estradiol_10nM	NA	wgEncodeAwgTfbsHaibT47dEralphaaV0416102Est10nm1hUniPk.narrowPeak	10505
1	1818	sheffield_dnase	3.00149004865125	1.6435623180264	49	93	322	363	363	259	865	14106	409274	sheffield_dnase	NA	NA	NA	NA	NA	1750.bed	14608
1	913	encode_tfbs	3.55837986029158	1.84087480543901	42	72	279	426	426	259	662	14113	409477	ChIP HUVEC Max	HUVEC	NA	Max	None	NA	wgEncodeAwgTfbsSydhHuvecMaxUniPk.narrowPeak	9122
1	219	cistrome_epigenome	2.49443120192369	1.46119068604516	63	127	363	293	363	261	1251	14092	408888	cistrome_epigenome VCaP Pan-H3	VCaP	prostate	Pan-H3	regular medium	NA	Human_VCaP_Pan-H3_regular-medium_Chinnaiyan.bed	8888
1	1943	sheffield_dnase	3.86598033436715	2.00274724072263	37	60	257	470	470	262	536	14118	409603	Colo829	NA	NA	NA	NA	NA	1911.bed	8299
1	2873	sheffield_dnase	1.79216592818885	1.27296161333945	92	194	416	184	416	265	2097	14063	408042	Medullo specific	NA	NA	NA	NA	NA	856.bed	43583
1	66	cistrome_cistrome	1.51480243725264	1.17530535192415	153	229	463	110	463	267	3778	14002	406361	cistrome_cistrome MCF-7 GATA3	MCF-7	breast	GATA3	No treatment	NA	Human_MCF-7_GATA3_No-treatment_White.bed	8885
1	890	encode_tfbs	1.56625906898943	1.19466084898394	134	224	457	129	457	270	3255	14021	406884	ChIP HepG2 MafF_(M8194)	HepG2	NA	MafF_(M8194)	None	NA	wgEncodeAwgTfbsSydhHepg2Maffm8194IggrabUniPk.narrowPeak	37635
1	2672	sheffield_dnase	10.3308308013563	17.1337340309826	13	11	20	794	794	275	22	14142	410117	Fibroblast;Muscle;Skin;Brain;Epithelial;Endothelial;Cervix;Primitive;Bone	NA	NA	NA	NA	NA	595.bed	187
1	207	cistrome_epigenome	3.50690748829848	1.99850438879794	33	73	258	496	496	276	479	14122	409660	cistrome_epigenome VCaP H3K27me3	VCaP	prostate	H3K27me3	EtOH(16hr)	NA	Human_VCaP_H3K27me3_EtOH-16hr_Chinnaiyan.bed	5656
1	2085	sheffield_dnase	2.38302946758811	1.47828936790963	56	146	360	327	360	278	1099	14099	409040	Jurkat	NA	NA	NA	NA	NA	2110.bed	28716
1	262	codex	2.7060147976228	1.62167038558941	45	118	323	399	399	280	805	14110	409334	codex Embryonic Stem Cell SOX2	Embryonic Stem Cell	NA	SOX2	NA	GSE46130	GSM1124068_SOX2.bed	2308
1	261	codex	1.51199775881611	1.22549627218127	98	230	442	169	442	280	2320	14057	407819	codex Embryonic Stem Cell POU5F1	Embryonic Stem Cell	NA	POU5F1	NA	GSE46130	GSM1124067_POU5F1.bed	10374
1	2370	sheffield_dnase	2.94917018257374	1.71879144204585	41	96	309	439	439	281	692	14114	409447	Weak Ewing sarcoma	NA	NA	NA	NA	NA	2473.bed	15494
1	2939	sheffield_dnase	1.92001925594443	1.35504256354028	66	181	387	277	387	282	1413	14089	408726	Weak Endothelial and Htr8	NA	NA	NA	NA	NA	934.bed	29701
1	1877	sheffield_dnase	7.83196046131015	10.8715106486986	12	16	39	813	813	289	32	14143	410107	Endothelial;Epithelial;Fibroblast	NA	NA	NA	NA	NA	1821.bed	785
1	614	encode_tfbs	1.42369470553311	1.23310507928185	84	245	439	202	439	295	1976	14071	408163	ChIP H1-hESC TEAD4_(SC-101184)	H1-hESC	NA	TEAD4_(SC-101184)	None	NA	wgEncodeAwgTfbsHaibH1hescTead4sc101184V0422111UniPk.narrowPeak	19847
1	2160	sheffield_dnase	6.69160355403653	7.24846997498703	13	24	67	794	794	295	52	14142	410087	Stem	NA	NA	NA	NA	NA	2212.bed	1707
1	2009	sheffield_dnase	3.16019279326016	1.99793374162156	29	88	262	539	539	296	421	14126	409718	Skin	NA	NA	NA	NA	NA	2008.bed	4871
1	457	encode_tfbs	3.28281826313381	2.06646186783466	28	81	252	554	554	296	393	14127	409746	ChIP GM12878 EZH2_(39875)	GM12878	NA	EZH2_(39875)	None	NA	wgEncodeAwgTfbsBroadGm12878Ezh239875UniPk.narrowPeak	2470
1	805	encode_tfbs	1.95349974960345	1.4043809270466	55	178	382	335	382	298	1136	14100	409003	ChIP H1-hESC MafK_(ab50322)	H1-hESC	NA	MafK_(ab50322)	None	NA	wgEncodeAwgTfbsSydhH1hescMafkIggrabUniPk.narrowPeak	11421
1	1947	sheffield_dnase	6.19687822534903	5.88277575146885	14	29	87	777	777	298	69	14141	410070	Skin;Epithelial	NA	NA	NA	NA	NA	1916.bed	517
1	535	encode_tfbs	1.4105472449085	1.23432715807053	82	247	438	217	438	301	1927	14073	408212	ChIP GM12878 BATF	GM12878	NA	BATF	None	NA	wgEncodeAwgTfbsHaibGm12878BatfPcr1xUniPk.narrowPeak	32420
1	1449	sheffield_dnase	6.83814499534419	11.5964881707107	10	21	35	847	847	301	25	14145	410114	Fibroblast;Muscle;Skin;Bone	NA	NA	NA	NA	NA	1350.bed	184
1	529	encode_tfbs	1.55673044059309	1.2874679993465	68	225	410	270	410	302	1532	14087	408607	ChIP ECC-1 ERalpha_a	ECC-1	NA	ERalpha_a	Genistein_100nM	NA	wgEncodeAwgTfbsHaibEcc1EralphaaV0416102Gen1hUniPk.narrowPeak	11447
1	2943	sheffield_dnase	7.98213297005104	21.7444273860922	9	15	11	880	880	302	12	14146	410127	Fibroblast;Muscle;Skin;Brain;Epithelial;Endothelial;Primitive;Bone	NA	NA	NA	NA	NA	939.bed	181
1	706	encode_tfbs	1.6211268648382	1.31275074698934	63	219	400	293	400	304	1392	14092	408747	ChIP PFSK-1 NRSF	PFSK-1	NA	NRSF	None	NA	wgEncodeAwgTfbsHaibPfsk1NrsfPcr2xUniPk.narrowPeak	11388
1	396	codex	1.66396397746323	1.34456519833348	56	211	388	327	388	309	1208	14099	408931	Adult acute B cell precursor lymphoblastic leukaemia cell line carrying t(4;11) 	Leukaemia cell	NA	AFF1	NA	GSE34941	GSM941544_AF4.bed	5218
1	1070	encode_tfbs	2.91100695007441	1.97243689603745	27	107	265	564	564	312	397	14128	409742	ChIP HUVEC c-Myc	HUVEC	NA	c-Myc	None	NA	wgEncodeAwgTfbsUtaHuvecCmycUniPk.narrowPeak	5144
1	848	encode_tfbs	1.48157768155245	1.28996201832737	62	238	408	301	408	316	1394	14093	408745	ChIP HeLa-S3 MafK_(ab50322)	HeLa-S3	NA	MafK_(ab50322)	None	NA	wgEncodeAwgTfbsSydhHelas3MafkIggrabUniPk.narrowPeak	14183
1	1944	sheffield_dnase	3.27781123469841	2.30317263777567	22	82	229	640	640	317	277	14133	409862	Skin	NA	NA	NA	NA	NA	1913.bed	3633
1	1473	sheffield_dnase	6.49251050338513	16.5641015519485	8	26	22	905	905	318	14	14147	410125	Fibroblast	NA	NA	NA	NA	NA	1375.bed	365
1	2277	sheffield_dnase	6.31986748794081	15.4613847025515	8	27	25	905	905	319	15	14147	410124	Fibroblast	NA	NA	NA	NA	NA	2354.bed	314
1	129	cistrome_cistrome	1.92297705958154	1.4671778928422	43	180	362	419	419	320	850	14112	409289	cistrome_cistrome VCaP AR	VCaP	prostate	AR	R1881(16hr)	NA	Human_VCaP_AR_R1881-16hr_Chinnaiyan.bed	10783
1	2786	sheffield_dnase	2.98086978135882	2.1774181852211	22	95	238	640	640	324	293	14133	409846	Endothelial;Primitive	NA	NA	NA	NA	NA	739.bed	1514
1	1867	sheffield_dnase	4.52680063268142	4.33260613785969	13	49	130	794	794	324	87	14142	410052	Skin;Liver	NA	NA	NA	NA	NA	1812.bed	970
1	1858	sheffield_dnase	3.78513521726966	2.95183852651786	17	63	186	725	725	325	167	14138	409972	Fibroblast	NA	NA	NA	NA	NA	1796.bed	3167
1	853	encode_tfbs	2.45900656198171	1.82084415662599	27	133	281	564	564	326	430	14128	409709	ChIP HeLa-S3 NF-YB	HeLa-S3	NA	NF-YB	None	NA	wgEncodeAwgTfbsSydhHelas3NfybIggrabUniPk.narrowPeak	7156
1	1895	sheffield_dnase	2.44634376212532	1.81662346183443	27	134	282	564	564	327	431	14128	409708	HPdLF	NA	NA	NA	NA	NA	1845.bed	7663
1	2957	sheffield_dnase	3.56526793474174	2.81685068814634	17	70	196	725	725	330	175	14138	409964	Brain	NA	NA	NA	NA	NA	951.bed	853
1	1945	sheffield_dnase	4.99745698093419	9.27659488955863	8	43	50	905	905	333	25	14147	410114	Fibroblast;Muscle;Skin;Brain;Endothelial;Epithelial	NA	NA	NA	NA	NA	1914.bed	128
1	1914	sheffield_dnase	5.78949896128004	16.9076467873142	7	32	21	962	962	338	12	14148	410127	Colon;Cervix	NA	NA	NA	NA	NA	1876.bed	274
1	1683	sheffield_dnase	4.15712987166706	5.79733083542759	9	53	88	880	880	340	45	14146	410094	Fibroblast	NA	NA	NA	NA	NA	1599.bed	689
1	2744	sheffield_dnase	1.32412836161311	1.30326585276806	48	258	403	372	403	344	1068	14107	409071	Weak endothelial	NA	NA	NA	NA	NA	687.bed	19546
1	1807	sheffield_dnase	2.78975350027591	2.18846661170257	20	114	237	681	681	344	265	14135	409874	Muscle;Fibroblast	NA	NA	NA	NA	NA	1738.bed	5138
1	2801	sheffield_dnase	2.10525368623459	1.68452908219993	28	166	317	554	554	346	482	14127	409657	Liver	NA	NA	NA	NA	NA	759.bed	8767
1	1468	sheffield_dnase	5.01647064636442	11.9342808285809	7	42	34	962	962	346	17	14148	410122	Muscle;Epithelial	NA	NA	NA	NA	NA	1370.bed	284
1	1580	sheffield_dnase	5.71446654245073	24.8451146989504	6	33	10	1003	1003	349	7	14149	410132	Fibroblast;Muscle;Brain;Epithelial;Skin;Bone	NA	NA	NA	NA	NA	1486.bed	136
1	2157	sheffield_dnase	2.1620551546088	1.76380332288701	25	158	302	589	589	350	411	14130	409728	Skin;Epithelial	NA	NA	NA	NA	NA	2207.bed	7595
1	1783	sheffield_dnase	3.89112204387485	6.10277808561725	8	58	86	905	905	350	38	14147	410101	Fibroblast;Muscle;Skin;Brain;Epithelial;Endothelial	NA	NA	NA	NA	NA	1712.bed	234
1	222	cistrome_epigenome	1.88681785599176	1.59867792074901	29	183	330	539	539	351	526	14126	409613	cistrome_epigenome metastatic prostate cancer tissue H3K9me3	metastatic prostate cancer tissue	prostate	H3K9me3	No treatment	NA	Human_metastatic-prostate-cancer-tissue_H3K9me3_No-treatment_Chinnaiyan.bed	11182
1	2018	sheffield_dnase	5.48396755117929	21.7400308425199	6	37	12	1003	1003	351	8	14149	410131	Muscle;Skin;Fibroblast;Brain;Endothelial;Epithelial;Primitive	NA	NA	NA	NA	NA	2023.bed	202
1	2540	sheffield_dnase	1.7496033628882	1.54233511185323	30	197	337	527	527	354	564	14125	409575	Hematopoietic	NA	NA	NA	NA	NA	430.bed	19366
1	2941	sheffield_dnase	4.42601848890655	9.22332140712913	7	50	51	962	962	354	22	14148	410117	Fibroblast;Muscle;Skin;Brain;Endothelial;Epithelial;Primitive	NA	NA	NA	NA	NA	936.bed	152
1	1480	sheffield_dnase	3.62916449276821	5.52138363318268	8	68	95	905	905	356	42	14147	410097	Fibroblast	NA	NA	NA	NA	NA	1383.bed	343
1	2240	sheffield_dnase	4.90651092799187	15.8108298926833	6	46	24	1003	1003	358	11	14149	410128	Skin;Endothelial;Epithelial;Primitive	NA	NA	NA	NA	NA	2307.bed	217
1	195	cistrome_epigenome	1.62503842352375	1.48220362344979	32	218	358	505	505	360	626	14123	409513	cistrome_epigenome NB4 cells H3K27me3	NB4 cells	hematopoietic stem cell	H3K27me3	No treatment	NA	Human_NB4-cells_H3K27me3_No-treatment_Stunnenberg.bed	2905
1	1154	sheffield_dnase	2.03409241147504	1.73973793151553	24	170	304	606	606	360	400	14131	409739	DNase Liver	NA	NA	NA	NA	NA	1010.bed	5929
1	2991	sheffield_dnase	3.22444029365456	3.81475156702146	10	85	147	847	847	360	76	14145	410063	Endothelial plus others	NA	NA	NA	NA	NA	991.bed	821
1	1165	sheffield_dnase	5.67258514705172	48.2994642084126	5	34	4	1049	1049	362	3	14150	410136	Epithelial;Fibroblast;Muscle;Brain;Primitive;Skin;Stem;Endothelial;Colon;Cervix;	NA	NA	NA	NA	NA	1021.bed	118
1	1921	sheffield_dnase	5.33261273988344	36.2278208489079	5	38	5	1049	1049	364	4	14150	410135	Fibroblast;Epithelial;Endothelial;Primitive;Skin	NA	NA	NA	NA	NA	1882.bed	198
