userSet	dbSet	collection	pValueLog	oddsRatio	support	rnkPV	rnkOR	rnkSup	maxRnk	meanRnk	b	c	d	description	cellType	tissue	antibody	treatment	dataSource	filename	size
1	710	encode_tfbs	5.33162357460559	1.42740640540338	185	39	375	85	375	166	3770	13970	406369	ChIP SK-N-MC Pol2-4H8	SK-N-MC	NA	Pol2-4H8	None	NA	wgEncodeAwgTfbsHaibSknmcPol24h8V0416101UniPk.narrowPeak	24118
1	265	codex	6.21983760824951	1.42615405883413	223	28	376	61	376	155	4552	13932	405587	codex Embryonic Stem Cell NANOG	Embryonic Stem Cell	NA	NANOG	NA	GSE46130	GSM1124071_NANOG.bed	18532
1	264	codex	4.96471262121508	1.42561792988106	171	44	377	98	377	173	3488	13984	406651	codex Embryonic Stem Cell NANOG	Embryonic Stem Cell	NA	NANOG	NA	GSE46130	GSM1124070_NANOG.bed	13460
1	1041	encode_tfbs	5.49108970898338	1.42546575055067	193	36	378	77	378	164	3939	13962	406200	ChIP U2OS KAP1	U2OS	NA	KAP1	None	NA	wgEncodeAwgTfbsSydhU2osKap1UcdUniPk.narrowPeak	14644
1	717	encode_tfbs	11.9561095277974	1.41833231563137	485	7	380	16	380	134	10009	13670	400130	ChIP SK-N-SH_RA p300	SK-N-SH_RA	NA	p300	None	NA	wgEncodeAwgTfbsHaibSknshraP300V0416102UniPk.narrowPeak	46484
1	1148	sheffield_dnase	4.11478770260767	1.41801215312817	140	54	381	124	381	186	2869	14015	407270	Brain	NA	NA	NA	NA	NA	1003.bed	33659
1	805	encode_tfbs	1.95349974960345	1.4043809270466	55	178	382	335	382	298	1136	14100	409003	ChIP H1-hESC MafK_(ab50322)	H1-hESC	NA	MafK_(ab50322)	None	NA	wgEncodeAwgTfbsSydhH1hescMafkIggrabUniPk.narrowPeak	11421
1	819	encode_tfbs	5.17771961713419	1.35723424122013	239	41	386	56	386	161	5125	13916	405014	ChIP HEK293 KAP1	HEK293	NA	KAP1	None	NA	wgEncodeAwgTfbsSydhHek293Kap1UcdUniPk.narrowPeak	19771
1	2939	sheffield_dnase	1.92001925594443	1.35504256354028	66	181	387	277	387	282	1413	14089	408726	Weak Endothelial and Htr8	NA	NA	NA	NA	NA	934.bed	29701
1	396	codex	1.66396397746323	1.34456519833348	56	211	388	327	388	309	1208	14099	408931	Adult acute B cell precursor lymphoblastic leukaemia cell line carrying t(4;11) 	Leukaemia cell	NA	AFF1	NA	GSE34941	GSM941544_AF4.bed	5218
1	911	encode_tfbs	3.6746719914503	1.34369771618814	167	66	389	99	389	185	3612	13988	406527	ChIP HUVEC c-Jun	HUVEC	NA	c-Jun	None	NA	wgEncodeAwgTfbsSydhHuvecCjunUniPk.narrowPeak	29522
1	514	encode_tfbs	2.79917251793372	1.33914511288814	120	113	391	145	391	216	2602	14035	407537	ChIP A549 p300	A549	NA	p300	EtOH_0.02pct	NA	wgEncodeAwgTfbsHaibA549P300V0422111Etoh02UniPk.narrowPeak	18212
1	464	encode_tfbs	6.74018662713587	2.4693670583468	45	23	219	399	399	214	529	14110	409610	ChIP HeLa-S3 EZH2_(39875)	HeLa-S3	NA	EZH2_(39875)	None	NA	wgEncodeAwgTfbsBroadHelas3Ezh239875UniPk.narrowPeak	1816
1	262	codex	2.7060147976228	1.62167038558941	45	118	323	399	399	280	805	14110	409334	codex Embryonic Stem Cell SOX2	Embryonic Stem Cell	NA	SOX2	NA	GSE46130	GSM1124068_SOX2.bed	2308
1	706	encode_tfbs	1.6211268648382	1.31275074698934	63	219	400	293	400	304	1392	14092	408747	ChIP PFSK-1 NRSF	PFSK-1	NA	NRSF	None	NA	wgEncodeAwgTfbsHaibPfsk1NrsfPcr2xUniPk.narrowPeak	11388
1	1039	encode_tfbs	6.14076170078015	1.30615851805033	380	30	402	25	402	152	8483	13775	401656	ChIP SH-SY5Y GATA-2	SH-SY5Y	NA	GATA-2	None	NA	wgEncodeAwgTfbsSydhShsy5yGata2UcdUniPk.narrowPeak	35617
1	2744	sheffield_dnase	1.32412836161311	1.30326585276806	48	258	403	372	403	344	1068	14107	409071	Weak endothelial	NA	NA	NA	NA	NA	687.bed	19546
1	1034	encode_tfbs	2.43955161914683	1.29449080884651	126	135	406	137	406	226	2826	14029	407313	ChIP PANC-1 TCF7L2	PANC-1	NA	TCF7L2	None	NA	wgEncodeAwgTfbsSydhPanc1Tcf7l2UcdUniPk.narrowPeak	13362
1	145	cistrome_cistrome	2.1281934799126	1.29294623035833	105	163	407	163	407	244	2357	14050	407782	cistrome_cistrome metastatic prostate cancer tissue PolII	metastatic prostate cancer tissue	prostate	PolII	No treatment	NA	Human_metastatic-prostate-cancer-tissue_PolII_No-treatment_Chinnaiyan.bed	13782
1	1149	sheffield_dnase	4.08455399687043	1.92290586631578	44	55	269	408	408	244	664	14111	409475	Brain	NA	NA	NA	NA	NA	1004.bed	3658
1	848	encode_tfbs	1.48157768155245	1.28996201832737	62	238	408	301	408	316	1394	14093	408745	ChIP HeLa-S3 MafK_(ab50322)	HeLa-S3	NA	MafK_(ab50322)	None	NA	wgEncodeAwgTfbsSydhHelas3MafkIggrabUniPk.narrowPeak	14183
1	529	encode_tfbs	1.55673044059309	1.2874679993465	68	225	410	270	410	302	1532	14087	408607	ChIP ECC-1 ERalpha_a	ECC-1	NA	ERalpha_a	Genistein_100nM	NA	wgEncodeAwgTfbsHaibEcc1EralphaaV0416102Gen1hUniPk.narrowPeak	11447
1	36	cistrome_cistrome	3.76058219165376	1.28400719940209	237	64	411	57	411	177	5368	13918	404771	cistrome_cistrome LnCaP FoxA1	LnCaP	prostate	FoxA1	regular medium	NA	Human_LnCaP_FoxA1_regular-medium_Chinnaiyan.bed	51482
1	910	encode_tfbs	3.79010030217007	1.27754453453973	249	61	414	51	414	175	5669	13906	404470	ChIP HUVEC c-Fos	HUVEC	NA	c-Fos	None	NA	wgEncodeAwgTfbsSydhHuvecCfosUcdUniPk.narrowPeak	46722
1	34	cistrome_cistrome	2.93723208296233	1.27484808458575	182	101	415	87	415	201	4148	13973	405991	cistrome_cistrome LnCaP AR	LnCaP	prostate	AR	R1881(16hr)	NA	Human_LnCaP_AR_R1881-16hr_Chinnaiyan.bed	41186
1	2873	sheffield_dnase	1.79216592818885	1.27296161333945	92	194	416	184	416	265	2097	14063	408042	Medullo specific	NA	NA	NA	NA	NA	856.bed	43583
1	660	encode_tfbs	3.20398543117788	1.26952799014236	211	86	417	67	417	190	4831	13944	405308	ChIP HUVEC Pol2-4H8	HUVEC	NA	Pol2-4H8	None	NA	wgEncodeAwgTfbsHaibHuvecPol24h8V0416101UniPk.narrowPeak	32519
1	134	cistrome_cistrome	1.27902415011224	1.26672441334053	56	266	418	327	418	337	1282	14099	408857	cistrome_cistrome VCaP FoxA1	VCaP	prostate	FoxA1	regular medium	NA	Human_VCaP_FoxA1_regular-medium_Chinnaiyan.bed	17098
1	129	cistrome_cistrome	1.92297705958154	1.4671778928422	43	180	362	419	419	320	850	14112	409289	cistrome_cistrome VCaP AR	VCaP	prostate	AR	R1881(16hr)	NA	Human_VCaP_AR_R1881-16hr_Chinnaiyan.bed	10783
1	1015	encode_tfbs	1.11278347266334	1.26304853231825	45	288	419	399	419	369	1033	14110	409106	ChIP MCF10A-Er-Src E2F4	MCF10A-Er-Src	NA	E2F4	4OHTAM_1uM_36hr	NA	wgEncodeAwgTfbsSydhMcf10aesE2f4TamHvdUniPk.narrowPeak	15513
1	725	encode_tfbs	2.41971467350222	1.26294113088207	151	141	420	112	420	224	3472	14004	406667	ChIP T-47D FOXA1_(SC-6553)	T-47D	NA	FOXA1_(SC-6553)	DMSO_0.02pct	NA	wgEncodeAwgTfbsHaibT47dFoxa1sc6553V0416102Dm002p1hUniPk.narrowPeak	41552
1	527	encode_tfbs	4.63980424125264	2.07986924490122	42	48	242	426	426	239	586	14113	409553	ChIP ECC-1 ERalpha_a	ECC-1	NA	ERalpha_a	BPA_100nM	NA	wgEncodeAwgTfbsHaibEcc1EraaV0416102Bpa1hUniPk.narrowPeak	4257
1	913	encode_tfbs	3.55837986029158	1.84087480543901	42	72	279	426	426	259	662	14113	409477	ChIP HUVEC Max	HUVEC	NA	Max	None	NA	wgEncodeAwgTfbsSydhHuvecMaxUniPk.narrowPeak	9122
1	63	cistrome_cistrome	3.69690238454834	1.2505819426261	288	65	428	39	428	177	6700	13867	403439	cistrome_cistrome MCF-7 FoxA1	MCF-7	breast	FoxA1	E2(45min)	NA	Human_MCF-7_FoxA1_E2-45min_Brown.bed	16082
1	547	encode_tfbs	1.14372281842515	1.23766897061733	56	284	434	327	434	348	1312	14099	408827	ChIP GM12878 MEF2A	GM12878	NA	MEF2A	None	NA	wgEncodeAwgTfbsHaibGm12878Mef2aPcr1xUniPk.narrowPeak	17604
1	65	cistrome_cistrome	3.18281011341724	1.23626341694468	263	87	436	49	436	191	6186	13892	403953	cistrome_cistrome MCF-7 FoxA1	MCF-7	breast	FoxA1	No treatment	NA	Human_MCF-7_FoxA1_No-treatment_White.bed	14374
1	84	cistrome_cistrome	2.1607510542664	1.23440110354857	157	159	437	106	437	234	3693	13998	406446	cistrome_cistrome MCF-7 SRC-3	MCF-7	breast	SRC-3	E2(1hr)	NA	Human_MCF-7_SRC-3_E2-1hr_OMalley.bed	33773
1	535	encode_tfbs	1.4105472449085	1.23432715807053	82	247	438	217	438	301	1927	14073	408212	ChIP GM12878 BATF	GM12878	NA	BATF	None	NA	wgEncodeAwgTfbsHaibGm12878BatfPcr1xUniPk.narrowPeak	32420
1	2370	sheffield_dnase	2.94917018257374	1.71879144204585	41	96	309	439	439	281	692	14114	409447	Weak Ewing sarcoma	NA	NA	NA	NA	NA	2473.bed	15494
1	614	encode_tfbs	1.42369470553311	1.23310507928185	84	245	439	202	439	295	1976	14071	408163	ChIP H1-hESC TEAD4_(SC-101184)	H1-hESC	NA	TEAD4_(SC-101184)	None	NA	wgEncodeAwgTfbsHaibH1hescTead4sc101184V0422111UniPk.narrowPeak	19847
1	1876	sheffield_dnase	1.1448066043231	1.23302054405003	58	283	440	314	440	346	1364	14097	408775	sheffield_dnase	NA	NA	NA	NA	NA	1820.bed	23327
1	707	encode_tfbs	1.00883166279075	1.22721655679763	48	310	441	372	441	374	1134	14107	409005	ChIP PFSK-1 Sin3Ak-20	PFSK-1	NA	Sin3Ak-20	None	NA	wgEncodeAwgTfbsHaibPfsk1Sin3ak20V0416101UniPk.narrowPeak	5948
1	261	codex	1.51199775881611	1.22549627218127	98	230	442	169	442	280	2320	14057	407819	codex Embryonic Stem Cell POU5F1	Embryonic Stem Cell	NA	POU5F1	NA	GSE46130	GSM1124067_POU5F1.bed	10374
1	1594	sheffield_dnase	0.882754961553627	1.21676321681124	40	335	445	444	445	408	953	14115	409186	Hematopoietic	NA	NA	NA	NA	NA	15.bed	29104
1	917	encode_tfbs	1.87760929307131	1.21641351055764	147	185	446	117	446	249	3508	14008	406631	ChIP IMR90 MafK_(ab50322)	IMR90	NA	MafK_(ab50322)	None	NA	wgEncodeAwgTfbsSydhImr90MafkIggrabUniPk.narrowPeak	40785
1	344	codex	1.21644270914573	1.20411949531874	81	273	452	220	452	315	1951	14074	408188	Macrophages were derived from peripheral blood monocytes by incubation with huma	Macrophage	NA	SPI1	NA	GSE31621	GSM785501_PU1.bed	26486
1	203	cistrome_epigenome	4.93667343849858	2.21910893125506	39	45	235	454	454	245	510	14116	409629	cistrome_epigenome UPR9 cells H3K27me3	UPR9 cells	hematopoietic stem cell	H3K27me3	Zinc(5hr)	NA	Human_UPR9-cells_H3K27me3_Zinc-5hr_Stunnenberg.bed	6453
1	2959	sheffield_dnase	1.07970929686059	1.27761975825052	39	293	413	454	454	387	885	14116	409254	sheffield_dnase	NA	NA	NA	NA	NA	955.bed	12594
1	16	cistrome_cistrome	1.25200263327108	1.19900169555789	89	269	455	191	455	305	2153	14066	407986	cistrome_cistrome Caco-2(proliferating) GATA6	Caco-2(proliferating)	intestine	GATA6	No treatment	NA	Human_Caco-2-proliferating_GATA6_No-treatment_Shivdasani.bed	24876
1	890	encode_tfbs	1.56625906898943	1.19466084898394	134	224	457	129	457	270	3255	14021	406884	ChIP HepG2 MafF_(M8194)	HepG2	NA	MafF_(M8194)	None	NA	wgEncodeAwgTfbsSydhHepg2Maffm8194IggrabUniPk.narrowPeak	37635
1	1950	sheffield_dnase	0.757728714126253	1.18129066232188	39	366	459	454	459	426	957	14116	409182	sheffield_dnase	NA	NA	NA	NA	NA	1921.bed	24850
1	891	encode_tfbs	1.74302975637984	1.18056982101739	181	198	460	90	460	249	4451	13974	405688	ChIP HepG2 MafK_(ab50322)	HepG2	NA	MafK_(ab50322)	None	NA	wgEncodeAwgTfbsSydhHepg2Mafkab50322IggrabUniPk.narrowPeak	61936
1	14	cistrome_cistrome	2.12710030255804	1.18043789929936	244	164	461	55	461	227	6005	13911	404134	cistrome_cistrome Caco-2(differentiated) HNF4A	Caco-2(differentiated)	intestine	HNF4A	No treatment	NA	Human_Caco-2-differentiated_HNF4A_No-treatment_Shivdasani.bed	65517
1	711	encode_tfbs	1.16701129132274	1.17554562243546	98	282	462	169	462	304	2418	14057	407721	ChIP SK-N-SH NRSF	SK-N-SH	NA	NRSF	None	NA	wgEncodeAwgTfbsHaibSknshNrsfPcr2xUniPk.narrowPeak	18840
1	66	cistrome_cistrome	1.51480243725264	1.17530535192415	153	229	463	110	463	267	3778	14002	406361	cistrome_cistrome MCF-7 GATA3	MCF-7	breast	GATA3	No treatment	NA	Human_MCF-7_GATA3_No-treatment_White.bed	8885
1	176	cistrome_epigenome	2.46520788010818	1.16909049406375	339	132	465	29	465	209	8431	13816	401708	cistrome_epigenome MCF-7 H3K27me3	MCF-7	breast	H3K27me3	E2(3hr)	NA	Human_MCF-7_H3K27me3_E2-3hr_Liu.bed	48959
1	259	codex	1.80845384614122	1.16513046968779	225	192	466	60	466	239	5608	13930	404531	Day 5 of in vitro differentiation with FGF2; BMP4 and B27	Endoderm	NA	FOXA2	NA	GSE46130	GSM1124063_FOXA2.bed	34443
1	1943	sheffield_dnase	3.86598033436715	2.00274724072263	37	60	257	470	470	262	536	14118	409603	Colo829	NA	NA	NA	NA	NA	1911.bed	8299
1	720	encode_tfbs	1.01429130564078	1.15897375987112	90	308	471	189	471	323	2252	14065	407887	ChIP SK-N-SH_RA YY1_(SC-281)	SK-N-SH_RA	NA	YY1_(SC-281)	None	NA	wgEncodeAwgTfbsHaibSknshraYy1sc281V0416102UniPk.narrowPeak	15678
1	208	cistrome_epigenome	7.5755957829826	3.05516370164159	36	17	180	475	475	224	342	14119	409797	cistrome_epigenome VCaP H3K27me3	VCaP	prostate	H3K27me3	R1881(16hr)	NA	Human_VCaP_H3K27me3_R1881-16hr_Chinnaiyan.bed	4475
1	116	cistrome_cistrome	1.87959997372015	1.1487087806702	289	184	476	38	476	233	7309	13866	402830	cistrome_cistrome T47D FoxA1	T47D	breast	FoxA1	DMSO(45min-3hr)	NA	Human_T47D_FoxA1_DMSO-45min-3hr_Liu.bed	53583
1	630	encode_tfbs	0.85391678131583	1.14256701941165	77	338	477	235	477	350	1954	14078	408185	ChIP HepG2 FOSL2	HepG2	NA	FOSL2	None	NA	wgEncodeAwgTfbsHaibHepg2Fosl2V0416101UniPk.narrowPeak	25207
1	551	encode_tfbs	1.077708715005	1.14241653737361	123	296	478	142	478	305	3123	14032	407016	ChIP GM12878 NFIC_(SC-81335)	GM12878	NA	NFIC_(SC-81335)	None	NA	wgEncodeAwgTfbsHaibGm12878Nficsc81335V0422111UniPk.narrowPeak	29057
1	797	encode_tfbs	0.722666800430248	1.14229117609983	53	376	479	344	479	400	1345	14102	408794	ChIP H1-hESC CEBPB	H1-hESC	NA	CEBPB	None	NA	wgEncodeAwgTfbsSydhH1hescCebpbIggrabUniPk.narrowPeak	15554
1	61	cistrome_cistrome	0.805865287507389	1.13577402415809	74	355	480	246	480	360	1889	14081	408250	cistrome_cistrome MCF-7 FoxA1	MCF-7	breast	FoxA1	DMSO(45min-3hr)	NA	Human_MCF-7_FoxA1_DMSO-45min-3hr_Liu.bed	8709
1	2700	sheffield_dnase	0.675564869556336	1.13537343470933	49	386	481	363	481	410	1251	14106	408888	Weak CD14 specific	NA	NA	NA	NA	NA	626.bed	41455
1	216	cistrome_epigenome	10.8757335283782	4.28708662783085	35	10	131	483	483	208	237	14120	409902	cistrome_epigenome VCaP H3K9me3	VCaP	prostate	H3K9me3	EtOH(16hr)	NA	Human_VCaP_H3K9me3_EtOH-16hr_Chinnaiyan.bed	4250
1	561	encode_tfbs	0.811461220733636	1.13017716099528	81	351	483	220	483	351	2078	14074	408061	ChIP GM12878 PU.1	GM12878	NA	PU.1	None	NA	wgEncodeAwgTfbsHaibGm12878Pu1Pcr1xUniPk.narrowPeak	42929
1	64	cistrome_cistrome	1.11782911820002	1.12839829114011	159	286	484	103	484	291	4088	13996	406051	cistrome_cistrome MCF-7 FoxA1	MCF-7	breast	FoxA1	No treatment	NA	Human_MCF-7_FoxA1_No-treatment_Brown.bed	9849
1	319	codex	0.553336195029965	1.11963214386019	35	430	486	483	486	466	906	14120	409233	CD133+ Umbilical Cord Blood (UCB) cells were expanded in vitro for 10-11 days; f	Umbilical Cord Blood Stem and Progenitor Cells	NA	SPI1	NA	GSE26014	GSM638310_11_PU1.bed	11443
1	289	codex	0.76660701687989	1.10276423157578	109	363	491	157	491	337	2866	14046	407273	codex T-Cell MYB	T-Cell	NA	MYB	NA	GSE59657	GSM1442005_MYB.bed	17968
1	636	encode_tfbs	0.604583104370474	1.0941403544137	69	412	492	262	492	389	1828	14086	408311	ChIP HepG2 HNF4A_(SC-8987)	HepG2	NA	HNF4A_(SC-8987)	None	NA	wgEncodeAwgTfbsHaibHepg2Hnf4asc8987V0416101UniPk.narrowPeak	20805
1	32	cistrome_cistrome	0.756098850042777	1.09168794430686	130	367	495	133	495	332	3453	14025	406686	cistrome_cistrome LnCaP AR	LnCaP	prostate	AR	DHT(4hr)	NA	Human_LnCaP_AR_DHT-4hr_Brown.bed	7059
1	207	cistrome_epigenome	3.50690748829848	1.99850438879794	33	73	258	496	496	276	479	14122	409660	cistrome_epigenome VCaP H3K27me3	VCaP	prostate	H3K27me3	EtOH(16hr)	NA	Human_VCaP_H3K27me3_EtOH-16hr_Chinnaiyan.bed	5656
1	892	encode_tfbs	0.711418627592289	1.09035802960521	115	378	496	153	496	342	3058	14040	407081	ChIP HepG2 MafK_(SC-477)	HepG2	NA	MafK_(SC-477)	None	NA	wgEncodeAwgTfbsSydhHepg2Mafksc477IggrabUniPk.narrowPeak	37623
1	627	encode_tfbs	0.477828801039127	1.09297403939751	33	451	494	496	496	480	875	14122	409264	ChIP HepG2 CEBPD_(SC-636)	HepG2	NA	CEBPD_(SC-636)	None	NA	wgEncodeAwgTfbsHaibHepg2Cebpdsc636V0416101UniPk.narrowPeak	11431
1	147	cistrome_cistrome	1.11657386826451	1.08819354444056	320	287	498	34	498	273	8536	13835	401603	cistrome_cistrome normal liver cells HNF4A	normal liver cells	liver	HNF4A	No treatment	NA	Human_normal-liver-cells_HNF4A_No-treatment_Odom.bed	72241
1	648	encode_tfbs	0.56317671770407	1.08570767764723	66	425	499	277	499	400	1762	14089	408377	ChIP HepG2 RXRA	HepG2	NA	RXRA	None	NA	wgEncodeAwgTfbsHaibHepg2RxraPcr1xUniPk.narrowPeak	17058
1	211	cistrome_epigenome	1.63019967035213	1.08316566115457	700	215	500	9	500	241	18796	13455	391343	cistrome_epigenome VCaP H3K4me1	VCaP	prostate	H3K4me1	regular medium	NA	Human_VCaP_H3K4me1_regular-medium_Chinnaiyan.bed	63069
1	580	encode_tfbs	0.58902150768133	1.08250193388324	81	415	501	220	501	379	2169	14074	407970	ChIP GM12891 PU.1	GM12891	NA	PU.1	None	NA	wgEncodeAwgTfbsHaibGm12891Pu1Pcr1xUniPk.narrowPeak	48820
1	1303	sheffield_dnase	0.498931826256086	1.08174596038814	48	448	502	372	502	441	1286	14107	408853	Brain	NA	NA	NA	NA	NA	1184.bed	16107
1	195	cistrome_epigenome	1.62503842352375	1.48220362344979	32	218	358	505	505	360	626	14123	409513	cistrome_epigenome NB4 cells H3K27me3	NB4 cells	hematopoietic stem cell	H3K27me3	No treatment	NA	Human_NB4-cells_H3K27me3_No-treatment_Stunnenberg.bed	2905
1	718	encode_tfbs	0.811865613383403	1.07853887850985	205	350	505	71	505	309	5513	13950	404626	ChIP SK-N-SH_RA Rad21	SK-N-SH_RA	NA	Rad21	None	NA	wgEncodeAwgTfbsHaibSknshraRad21V0416102UniPk.narrowPeak	62260
1	82	cistrome_cistrome	0.814948421230157	1.07829717168423	208	348	506	68	506	307	5595	13947	404544	cistrome_cistrome MCF-7 RARA	MCF-7	breast	RARA	AM580(1hr)	NA	Human_MCF-7_RARA_AM580-1hr_White.bed	14326
