phastCons_id	acc_element_bed_chr	acc_element_bed_start	acc_element_bed_end	id	acc_element_len	acc_element_size	acc_element_gap_count	acc_element_shift_count	hamming_ingroup_incl_gaps	hamming_outgroup/Users/anabella/Downloads/elements_20240919/data/5. mammals accelerated  functional regions/mammals_join_filtered_elements_norm_cod_oneacczerogap_functionalregions.csv_incl_gaps	hamming_in_out_incl_gaps	hamming_ingroup_excl_gaps	hamming_outgroup_excl_gaps	hamming_in_out_excl_gaps	acc_element_table_browser	acc_element_shift_count_rel	hamming_in_out_excl_gaps_scl	shift_count_rel_scl	norm2_scl	coding	acc_elements_in_phastCons_count	functional_element_shift_count	functional_element_gap_count	acc_elements_in_phastCons_shift_counts	acc_elements_in_phastCons_gap_counts	phastCons_seqnames	phastCons_start	phastCons_end	phastCons_width	phastCons_strand	functional_elements_shift_rel	functional_elements_acc_elements_count_rel	functional_element_shift_count_exclgt0gap	acc_elements_count_exclgt0gap
10010	chr2	14634548	14634573	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_14634548_14634573.maf	25	25	0	1	0.08	0.12	0.0282842710993239	0.08	0.12	0.0282842710993239	chr2:14634548-14634573	0.04	0.0701143847897472	0.0625874125874126	0.0939851646209749	TRUE	1	1	0	1	0	chr2	14634337	14634694	358	*	1	1	0.00279329608938547	0.00279329608938547
10014	chr2	15275657	15275682	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_15275657_15275682.maf	25	25	0	1	0.16	0.24	0.0565685421986477	0.16	0.24	0.0565685421986477	chr2:15275657-15275682	0.04	0.144734829473034	0.0625874125874126	0.157687523529845	TRUE	2	7	0	6 1	0 0	chr2	15275480	15275820	341	*	7	2	0.0205278592375367	0.00586510263929619
10014	chr2	15275607	15275657	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_15275607_15275657.maf	50	50	0	6	0.18	0.2	0.0141421329154839	0.18	0.2	0.0141421329154839	chr2:15275607-15275657	0.12	0.0328041554985329	0.196503496503497	0.199222831914597	TRUE	2	7	0	6 1	0 0	chr2	15275480	15275820	341	*	7	2	0.0205278592375367	0.00586510263929619
1002	chr1	26884186	26884236	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr1/chr1_acc_50_26884186_26884236.maf	50	50	0	8	0.22	0.26	0.0282842658309677	0.22	0.26	0.0282842658309677	chr1:26884186-26884236	0.16	0.070114370890606	0.263461538461538	0.272631632893005	TRUE	1	8	0	8	0	chr1	26884152	26884293	142	*	8	1	0.0563380281690141	0.00704225352112676
10022	chr2	15374605	15374655	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_15374605_15374655.maf	50	50	0	6	0.22	0.24	0.0141421329154839	0.22	0.24	0.0141421329154839	chr2:15374605-15374655	0.12	0.0328041554985329	0.196503496503497	0.199222831914597	TRUE	1	6	0	6	0	chr2	15374606	15374723	118	*	6	1	0.0508474576271186	0.00847457627118644
10023	chr2	15379648	15379673	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_15379648_15379673.maf	25	25	0	4	0.16	0.2	0.02828427636768	0.16	0.2	0.02828427636768	chr2:15379648-15379673	0.16	0.0701143986888884	0.263461538461538	0.272631640042063	TRUE	1	4	0	4	0	chr2	15379599	15379710	112	*	4	1	0.0357142857142857	0.00892857142857143
10026	chr2	15402187	15402212	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_15402187_15402212.maf	25	25	0	4	0.2	0.24	0.0282842658309677	0.2	0.24	0.0282842658309677	chr2:15402187-15402212	0.16	0.070114370890606	0.263461538461538	0.272631632893005	TRUE	1	4	0	4	0	chr2	15402163	15402304	142	*	4	1	0.028169014084507	0.00704225352112676
10028	chr2	15417520	15417570	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_15417520_15417570.maf	50	51	1	7	0.235294117647059	0.274509803921569	0.027729687052058	0.235294117647059	0.274509803921569	0.027729687052058	chr2:15417520-15417570	0.137254901960784	0.0686512638885258	0.225387357740299	0.235610816947451	TRUE	3	15	1	8 7 3	0 1 0	chr2	15417521	15417714	194	*	11	2	0.0567010309278351	0.0103092783505155
10028	chr2	15417655	15417705	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_15417655_15417705.maf	50	50	0	8	0.26	0.3	0.0282842869043923	0.26	0.3	0.0282842869043923	chr2:15417655-15417705	0.16	0.0701144264871709	0.263461538461538	0.272631647191124	TRUE	3	15	1	8 7 3	0 1 0	chr2	15417521	15417714	194	*	11	2	0.0567010309278351	0.0103092783505155
10028	chr2	15417655	15417680	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_15417655_15417680.maf	25	25	0	3	0.24	0.32	0.0565685421986477	0.24	0.32	0.0565685421986477	chr2:15417655-15417680	0.12	0.144734829473034	0.196503496503497	0.244052852883731	TRUE	3	15	1	8 7 3	0 1 0	chr2	15417521	15417714	194	*	11	2	0.0567010309278351	0.0103092783505155
10030	chr2	15461733	15461758	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_15461733_15461758.maf	25	25	0	1	0.04	0.12	0.0565685421986477	0.04	0.12	0.0565685421986477	chr2:15461733-15461758	0.04	0.144734829473034	0.0625874125874126	0.157687523529845	TRUE	1	1	0	1	0	chr2	15461684	15461793	110	*	1	1	0.00909090909090909	0.00909090909090909
10038	chr2	15597372	15597422	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_15597372_15597422.maf	50	50	0	4	0.1	0.12	0.0141421329154839	0.1	0.12	0.0141421329154839	chr2:15597372-15597422	0.08	0.0328041554985329	0.129545454545455	0.133634342185534	TRUE	1	4	0	4	0	chr2	15597361	15597475	115	*	4	1	0.0347826086956522	0.00869565217391304
10039	chr2	15606146	15606171	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_15606146_15606171.maf	25	25	0	3	0.2	0.24	0.0282842658309677	0.2	0.24	0.0282842658309677	chr2:15606146-15606171	0.12	0.070114370890606	0.196503496503497	0.208637602419806	TRUE	1	3	0	3	0	chr2	15606147	15606267	121	*	3	1	0.0247933884297521	0.00826446280991736
1004	chr1	26913404	26913454	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr1/chr1_acc_50_26913404_26913454.maf	50	50	0	5	0.22	0.24	0.0141421329154839	0.22	0.24	0.0141421329154839	chr1:26913404-26913454	0.1	0.0328041554985329	0.163024475524476	0.166292189347552	TRUE	1	5	0	5	0	chr1	26913405	26913523	119	*	5	1	0.0420168067226891	0.00840336134453781
1005	chr1	26913632	26913657	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr1/chr1_acc_25_26913632_26913657.maf	25	25	0	4	0.16	0.2	0.02828427636768	0.16	0.2	0.02828427636768	chr1:26913632-26913657	0.16	0.0701143986888884	0.263461538461538	0.272631640042063	TRUE	1	4	0	4	0	chr1	26913573	26913737	165	*	4	1	0.0242424242424242	0.00606060606060606
1007	chr1	26943006	26943031	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr1/chr1_acc_25_26943006_26943031.maf	25	25	0	2	0.12	0.16	0.0282842710993239	0.12	0.16	0.0282842710993239	chr1:26943006-26943031	0.08	0.0701143847897472	0.129545454545455	0.147302585679387	TRUE	4	10	11	3 4 4 2	0 11 0 0	chr1	26942871	26943067	197	*	9	3	0.0456852791878173	0.0152284263959391
1007	chr1	26942913	26942938	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr1/chr1_acc_25_26942913_26942938.maf	25	25	0	3	0.12	0.28	0.113137084397295	0.12	0.28	0.113137084397295	chr1:26942913-26942938	0.12	0.293975718839609	0.196503496503497	0.353603375839887	TRUE	4	10	11	3 4 4 2	0 11 0 0	chr1	26942871	26943067	197	*	9	3	0.0456852791878173	0.0152284263959391
1007	chr1	26942888	26942938	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr1/chr1_acc_50_26942888_26942938.maf	50	50	0	4	0.12	0.18	0.04242641455152	0.12	0.18	0.04242641455152	chr1:26942888-26942938	0.08	0.107424627980103	0.129545454545455	0.168291638205978	TRUE	4	10	11	3 4 4 2	0 11 0 0	chr1	26942871	26943067	197	*	9	3	0.0456852791878173	0.0152284263959391
1007	chr1	26942938	26942963	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr1/chr1_acc_25_26942938_26942963.maf	25	36	11	4	0.111111111111111	0.194444444444444	0.0589255678634658	0.111111111111111	0.194444444444444	0.0589255678634658	chr1:26942938-26942963	0.111111111111111	0.150953207971141	0.181623931623932	0.236165457963931	TRUE	4	10	11	3 4 4 2	0 11 0 0	chr1	26942871	26943067	197	*	9	3	0.0456852791878173	0.0152284263959391
1008	chr1	26945614	26945664	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr1/chr1_acc_50_26945614_26945664.maf	50	50	0	8	0.16	0.22	0.0424264092831639	0.16	0.22	0.0424264092831639	chr1:26945614-26945664	0.16	0.107424614080961	0.263461538461538	0.284520702162363	TRUE	2	8	0	8 4	0 0	chr1	26945565	26945691	127	*	12	2	0.094488188976378	0.015748031496063
1008	chr1	26945639	26945664	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr1/chr1_acc_25_26945639_26945664.maf	25	25	0	4	0.2	0.24	0.0282842658309677	0.2	0.24	0.0282842658309677	chr1:26945639-26945664	0.16	0.070114370890606	0.263461538461538	0.272631632893005	TRUE	2	8	0	8 4	0 0	chr1	26945565	26945691	127	*	12	2	0.094488188976378	0.015748031496063
10087	chr2	16565694	16565719	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_16565694_16565719.maf	25	25	0	4	0.16	0.28	0.0848528185663277	0.16	0.28	0.0848528185663277	chr2:16565694-16565719	0.16	0.219355288055463	0.263461538461538	0.342824626662694	TRUE	1	4	0	4	0	chr2	16565643	16565769	127	*	4	1	0.031496062992126	0.0078740157480315
10088	chr2	17510895	17510920	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_17510895_17510920.maf	25	25	0	3	0.16	0.24	0.0565685421986477	0.16	0.24	0.0565685421986477	chr2:17510895-17510920	0.12	0.144734829473034	0.196503496503497	0.244052852883731	TRUE	1	3	0	3	0	chr2	17510837	17510961	125	*	3	1	0.024	0.008
10096	chr2	17670465	17670490	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_17670465_17670490.maf	25	25	0	2	0.16	0.2	0.02828427636768	0.16	0.2	0.02828427636768	chr2:17670465-17670490	0.08	0.0701143986888884	0.129545454545455	0.147302592295223	TRUE	1	2	0	2	0	chr2	17670420	17670577	158	*	2	1	0.0126582278481013	0.00632911392405063
1010	chr1	27006183	27006208	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr1/chr1_acc_25_27006183_27006208.maf	25	25	0	6	0.2	0.4	0.141421360764975	0.2	0.4	0.141421360764975	chr1:27006183-27006208	0.24	0.368596177422038	0.397377622377622	0.542007487749598	TRUE	3	17	7	6 6 11	0 1 7	chr1	27006084	27006209	126	*	6	1	0.0476190476190476	0.00793650793650794
1010	chr1	27006133	27006158	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr1/chr1_acc_25_27006133_27006158.maf	25	26	1	6	0.192307692307692	0.307692307692308	0.081589251053018	0.192307692307692	0.307692307692308	0.081589251053018	chr1:27006133-27006158	0.230769230769231	0.210745242626259	0.381925766541151	0.436211930645697	TRUE	3	17	7	6 6 11	0 1 7	chr1	27006084	27006209	126	*	6	1	0.0476190476190476	0.00793650793650794
1010	chr1	27006133	27006183	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr1/chr1_acc_50_27006133_27006183.maf	50	57	7	11	0.12280701754386	0.245614035087719	0.0868376770157131	0.12280701754386	0.245614035087719	0.0868376770157131	chr1:27006133-27006183	0.192982456140351	0.224591803417885	0.318672555514661	0.389863663093577	TRUE	3	17	7	6 6 11	0 1 7	chr1	27006084	27006209	126	*	6	1	0.0476190476190476	0.00793650793650794
10100	chr2	17700229	17700254	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_17700229_17700254.maf	25	25	0	6	0.36	0.4	0.0282842658309677	0.36	0.4	0.0282842658309677	chr2:17700229-17700254	0.24	0.070114370890606	0.397377622377622	0.403515798664535	TRUE	3	13	2	6 5 7	0 1 2	chr2	17700205	17700381	177	*	6	1	0.0338983050847458	0.00564971751412429
10100	chr2	17700301	17700351	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_17700301_17700351.maf	50	52	2	7	0.288461538461538	0.346153846153846	0.0407946307948651	0.288461538461538	0.346153846153846	0.0407946307948651	chr2:17700301-17700351	0.134615384615385	0.103119605265501	0.220968934911243	0.243846105537738	TRUE	3	13	2	6 5 7	0 1 2	chr2	17700205	17700381	177	*	6	1	0.0338983050847458	0.00564971751412429
10100	chr2	17700326	17700351	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_17700326_17700351.maf	25	26	1	5	0.307692307692308	0.346153846153846	0.0271964135054352	0.307692307692308	0.346153846153846	0.0271964135054352	chr2:17700326-17700351	0.192307692307692	0.0672443650136321	0.317543033889188	0.324584939573044	TRUE	3	13	2	6 5 7	0 1 2	chr2	17700205	17700381	177	*	6	1	0.0338983050847458	0.00564971751412429
10103	chr2	17715023	17715048	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_17715023_17715048.maf	25	25	0	8	0.24	0.36	0.08485282910304	0.24	0.36	0.08485282910304	chr2:17715023-17715048	0.32	0.219355315853745	0.531293706293706	0.574795404418476	TRUE	2	10	0	8 2	0 0	chr2	17714943	17715067	125	*	10	2	0.08	0.016
10103	chr2	17714998	17715023	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_17714998_17715023.maf	25	25	0	2	0.2	0.24	0.0282842658309677	0.2	0.24	0.0282842658309677	chr2:17714998-17715023	0.08	0.070114370890606	0.129545454545455	0.147302579063552	TRUE	2	10	0	8 2	0 0	chr2	17714943	17715067	125	*	10	2	0.08	0.016
10109	chr2	17738238	17738263	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_17738238_17738263.maf	25	25	0	4	0.28	0.32	0.0282842658309677	0.28	0.32	0.0282842658309677	chr2:17738238-17738263	0.16	0.070114370890606	0.263461538461538	0.272631632893005	TRUE	2	4	0	4 4	0 0	chr2	17738214	17738331	118	*	8	2	0.0677966101694915	0.0169491525423729
10109	chr2	17738213	17738263	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_17738213_17738263.maf	50	50	0	4	0.2	0.22	0.0141421329154839	0.2	0.22	0.0141421329154839	chr2:17738213-17738263	0.08	0.0328041554985329	0.129545454545455	0.133634342185534	TRUE	2	4	0	4 4	0 0	chr2	17738214	17738331	118	*	8	2	0.0677966101694915	0.0169491525423729
10111	chr2	17765017	17765042	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_17765017_17765042.maf	25	25	0	6	0.16	0.24	0.0565685421986477	0.16	0.24	0.0565685421986477	chr2:17765017-17765042	0.24	0.144734829473034	0.397377622377622	0.422915057226721	TRUE	1	6	0	6	0	chr2	17764894	17765075	182	*	6	1	0.032967032967033	0.00549450549450549
10116	chr2	17931580	17931605	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_17931580_17931605.maf	25	25	0	4	0.24	0.28	0.02828427636768	0.24	0.28	0.02828427636768	chr2:17931580-17931605	0.16	0.0701143986888884	0.263461538461538	0.272631640042063	TRUE	4	20	19	9 13 4 3	18 18 0 1	chr2	17931114	17931970	857	*	4	1	0.00466744457409568	0.00116686114352392
10116	chr2	17931630	17931680	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_17931630_17931680.maf	50	68	18	13	0.367647058823529	0.470588235294118	0.0727904113894948	0.367647058823529	0.470588235294118	0.0727904113894948	chr2:17931630-17931680	0.191176470588235	0.187531869862174	0.315649424105306	0.367154955232821	TRUE	4	20	19	9 13 4 3	18 18 0 1	chr2	17931114	17931970	857	*	4	1	0.00466744457409568	0.00116686114352392
10116	chr2	17931296	17931321	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_17931296_17931321.maf	25	26	1	3	0.0769230769230769	0.153846153846154	0.0543928322792266	0.0769230769230769	0.153846153846154	0.0543928322792266	chr2:17931296-17931321	0.115384615384615	0.138994803819945	0.188777568585261	0.234428082553921	TRUE	4	20	19	9 13 4 3	18 18 0 1	chr2	17931114	17931970	857	*	4	1	0.00466744457409568	0.00116686114352392
10116	chr2	17931630	17931655	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_17931630_17931655.maf	25	43	18	9	0.395348837209302	0.581395348837209	0.131554730676154	0.395348837209302	0.581395348837209	0.131554730676154	chr2:17931630-17931655	0.209302325581395	0.342565726710832	0.345991218084241	0.486889309913801	TRUE	4	20	19	9 13 4 3	18 18 0 1	chr2	17931114	17931970	857	*	4	1	0.00466744457409568	0.00116686114352392
10118	chr2	17932179	17932204	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_17932179_17932204.maf	25	25	0	3	0.24	0.28	0.02828427636768	0.24	0.28	0.02828427636768	chr2:17932179-17932204	0.12	0.0701143986888884	0.196503496503497	0.208637611761648	TRUE	1	3	0	3	0	chr2	17932137	17932490	354	*	3	1	0.00847457627118644	0.00282485875706215
10128	chr2	18555523	18555548	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_18555523_18555548.maf	25	25	0	2	0.16	0.2	0.02828427636768	0.16	0.2	0.02828427636768	chr2:18555523-18555548	0.08	0.0701143986888884	0.129545454545455	0.147302592295223	TRUE	1	2	0	2	0	chr2	18555192	18555810	619	*	2	1	0.00323101777059774	0.00161550888529887
10130	chr2	18564012	18564037	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_18564012_18564037.maf	25	25	0	3	0.16	0.2	0.02828427636768	0.16	0.2	0.02828427636768	chr2:18564012-18564037	0.12	0.0701143986888884	0.196503496503497	0.208637611761648	TRUE	3	12	0	3 3 6	0 0 0	chr2	18563827	18564122	296	*	12	3	0.0405405405405405	0.0101351351351351
10130	chr2	18564051	18564101	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_18564051_18564101.maf	50	50	0	6	0.18	0.24	0.0424263987464516	0.18	0.24	0.0424263987464516	chr2:18564051-18564101	0.12	0.107424586282679	0.196503496503497	0.223950141496058	TRUE	3	12	0	3 3 6	0 0 0	chr2	18563827	18564122	296	*	12	3	0.0405405405405405	0.0101351351351351
10130	chr2	18563844	18563869	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_18563844_18563869.maf	25	25	0	3	0.08	0.16	0.0565685421986477	0.08	0.16	0.0565685421986477	chr2:18563844-18563869	0.12	0.144734829473034	0.196503496503497	0.244052852883731	TRUE	3	12	0	3 3 6	0 0 0	chr2	18563827	18564122	296	*	12	3	0.0405405405405405	0.0101351351351351
10133	chr2	18582881	18582906	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_18582881_18582906.maf	25	25	0	3	0.04	0.2	0.113137084397295	0.04	0.2	0.113137084397295	chr2:18582881-18582906	0.12	0.293975718839609	0.196503496503497	0.353603375839887	TRUE	2	3	3	3 3	0 3	chr2	18582857	18583011	155	*	3	1	0.0193548387096774	0.00645161290322581
10133	chr2	18582856	18582906	/home/rstudio/disco_tmp/data/acc_maf_ingroup/50/chr2/chr2_acc_50_18582856_18582906.maf	50	53	3	3	0.0566037735849057	0.0943396226415094	0.0266832756160331	0.0566037735849057	0.0943396226415094	0.0266832756160331	chr2:18582856-18582906	0.0566037735849057	0.0658905886565689	0.0903813167964111	0.11184968528951	TRUE	2	3	3	3 3	0 3	chr2	18582857	18583011	155	*	3	1	0.0193548387096774	0.00645161290322581
10134	chr2	18584214	18584239	/home/rstudio/disco_tmp/data/acc_maf_ingroup/25/chr2/chr2_acc_25_18584214_18584239.maf	25	25	0	3	0.12	0.24	0.0848528132979716	0.12	0.24	0.0848528132979716	chr2:18584214-18584239	0.12	0.219355274156322	0.196503496503497	0.29450018750129	TRUE	1	3	0	3	0	chr2	18584086	18584258	173	*	3	1	0.0173410404624277	0.00578034682080925
