phastCons_id	acc_element_bed_chr	acc_element_bed_start	acc_element_bed_end	id	acc_element_len	acc_element_size	acc_element_gap_count	acc_element_shift_count	hamming_ingroup_incl_gaps	hamming_outgroup_incl_gaps	hamming_in_out_incl_gaps	hamming_ingroup_excl_gaps	hamming_outgroup_excl_gaps	hamming_in_out_excl_gaps	acc_element_table_browser	acc_element_shift_count_rel	hamming_in_out_excl_gaps_scl	shift_count_rel_scl	norm2_scl	coding	acc_elements_in_phastCons_count	functional_element_shift_count	functional_element_gap_count	acc_elements_in_phastCons_shift_counts	acc_elements_in_phastCons_gap_counts	phastCons_seqnames	phastCons_start	phastCons_end	phastCons_width	phastCons_strand	functional_elements_shift_rel	functional_elements_acc_elements_count_rel	functional_element_shift_count_exclgt0gap	acc_elements_count_exclgt0gap
101229	chr3	67739659	67739709	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_67739659_67739709.maf	50	60	10	1	0	0.016667	0.011785	0	0.016667	0.011785	chr3:67739659-67739709	0.016667	0.022777	0.028976	0.036856	TRUE	6	5	46	1 1 1 1 1 1	15 14 3 10 0 7	chr3	67738395	67739938	1544	*	1	1	0.000648	0.000648
101229	chr3	67739809	67739859	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_67739809_67739859.maf	50	57	7	1	0.017544	0.035088	0.012405	0.017544	0.035088	0.012405	chr3:67739809-67739859	0.017544	0.02442	0.031065	0.039515	TRUE	6	5	46	1 1 1 1 1 1	15 14 3 10 0 7	chr3	67738395	67739938	1544	*	1	1	0.000648	0.000648
101254	chr3	67823235	67823285	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_67823235_67823285.maf	50	50	0	1	0	0.02	0.014142	0	0.02	0.014142	chr3:67823235-67823285	0.02	0.02902	0.036917	0.046958	TRUE	1	1	0	1	0	chr3	67823236	67823435	200	*	1	1	0.005	0.005
101326	chr3	68318179	68318204	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_68318179_68318204.maf	25	25	0	1	0.04	0.08	0.028284	0.04	0.08	0.028284	chr3:68318179-68318204	0.04	0.066476	0.084566	0.107566	TRUE	1	1	0	1	0	chr3	68318090	68318243	154	*	1	1	0.006494	0.006494
101450	chr3	68939890	68939915	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_68939890_68939915.maf	25	25	0	1	0	0.04	0.028284	0	0.04	0.028284	chr3:68939890-68939915	0.04	0.066476	0.084566	0.107566	TRUE	3	3	14	2 1 1	14 6 0	chr3	68939837	68940084	248	*	1	1	0.004032	0.004032
101450	chr3	68939865	68939890	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_68939865_68939890.maf	25	31	6	1	0	0.032258	0.02281	0	0.032258	0.02281	chr3:68939865-68939890	0.032258	0.051977	0.066121	0.084105	TRUE	3	3	14	2 1 1	14 6 0	chr3	68939837	68940084	248	*	1	1	0.004032	0.004032
101450	chr3	68939840	68939890	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_68939840_68939890.maf	50	64	14	2	0.015625	0.0625	0.033146	0.015625	0.0625	0.033146	chr3:68939840-68939890	0.03125	0.079352	0.06372	0.101769	TRUE	3	3	14	2 1 1	14 6 0	chr3	68939837	68940084	248	*	1	1	0.004032	0.004032
101451	chr3	68978415	68978440	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_68978415_68978440.maf	25	25	0	1	0	0.04	0.028284	0	0.04	0.028284	chr3:68978415-68978440	0.04	0.066476	0.084566	0.107566	TRUE	1	1	0	1	0	chr3	68978416	68978612	197	*	1	1	0.005076	0.005076
101457	chr3	69029005	69029055	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_69029005_69029055.maf	50	50	0	3	0.02	0.1	0.056569	0.02	0.1	0.056569	chr3:69029005-69029055	0.06	0.141389	0.132215	0.193576	TRUE	2	6	0	3 3	0 0	chr3	69028951	69029055	105	*	6	2	0.057143	0.019048
101457	chr3	69028955	69029005	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_69028955_69029005.maf	50	50	0	3	0.06	0.1	0.028284	0.06	0.1	0.028284	chr3:69028955-69029005	0.06	0.066476	0.132215	0.147986	TRUE	2	6	0	3 3	0 0	chr3	69028951	69029055	105	*	6	2	0.057143	0.019048
101472	chr3	69059639	69059689	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_69059639_69059689.maf	50	50	0	4	0.04	0.14	0.070711	0.04	0.14	0.070711	chr3:69059639-69059689	0.08	0.178845	0.179863	0.253646	TRUE	1	4	0	4	0	chr3	69059590	69059731	142	*	4	1	0.028169	0.007042
101626	chr3	70855511	70855536	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_70855511_70855536.maf	25	25	0	3	0.04	0.16	0.084853	0.04	0.16	0.084853	chr3:70855511-70855536	0.12	0.216301	0.275161	0.35	TRUE	1	3	0	3	0	chr3	70855462	70855655	194	*	3	1	0.015464	0.005155
101633	chr3	70870365	70870390	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_70870365_70870390.maf	25	25	0	2	0.04	0.12	0.056569	0.04	0.12	0.056569	chr3:70870365-70870390	0.08	0.141389	0.179863	0.228783	TRUE	1	2	0	2	0	chr3	70870266	70870444	179	*	2	1	0.011173	0.005587
10165	chr1	70488911	70488936	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr1/chr1_25_acc_70488911_70488936.maf	25	25	0	5	0.04	0.24	0.141421	0.04	0.24	0.141421	chr1:70488911-70488936	0.2	0.366126	0.465756	0.592433	TRUE	2	15	13	15 5	13 0	chr1	70488887	70488996	110	*	5	1	0.045455	0.009091
10165	chr1	70488886	70488936	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_70488886_70488936.maf	50	63	13	15	0.063492	0.301587	0.168359	0.063492	0.301587	0.168359	chr1:70488886-70488936	0.238095	0.437471	0.556516	0.707878	TRUE	2	15	13	15 5	13 0	chr1	70488887	70488996	110	*	5	1	0.045455	0.009091
101737	chr3	71421079	71421104	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_71421079_71421104.maf	25	25	0	1	0	0.08	0.056569	0	0.08	0.056569	chr3:71421079-71421104	0.04	0.141389	0.084566	0.164749	TRUE	1	1	0	1	0	chr3	71421080	71421203	124	*	1	1	0.008065	0.008065
102144	chr3	73920186	73920211	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_73920186_73920211.maf	25	25	0	1	0	0.08	0.056569	0	0.08	0.056569	chr3:73920186-73920211	0.04	0.141389	0.084566	0.164749	TRUE	2	2	2	1 1	2 0	chr3	73919587	73920268	682	*	1	1	0.001466	0.001466
102144	chr3	73919686	73919736	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_73919686_73919736.maf	50	52	2	1	0	0.057692	0.040795	0	0.057692	0.040795	chr3:73919686-73919736	0.019231	0.099611	0.035084	0.105609	TRUE	2	2	2	1 1	2 0	chr3	73919587	73920268	682	*	1	1	0.001466	0.001466
102166	chr3	74024211	74024261	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_74024211_74024261.maf	50	50	0	1	0	0.06	0.042426	0	0.06	0.042426	chr3:74024211-74024261	0.02	0.103933	0.036917	0.110294	TRUE	1	1	0	1	0	chr3	74023916	74024268	353	*	1	1	0.002833	0.002833
102175	chr3	74045448	74045498	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_74045448_74045498.maf	50	50	0	2	0.02	0.04	0.014142	0.02	0.04	0.014142	chr3:74045448-74045498	0.04	0.02902	0.084566	0.089407	TRUE	1	2	0	2	0	chr3	74045399	74045616	218	*	2	1	0.009174	0.004587
102181	chr3	74052380	74052405	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_74052380_74052405.maf	25	25	0	2	0	0.12	0.084853	0	0.12	0.084853	chr3:74052380-74052405	0.08	0.216301	0.179863	0.281313	TRUE	2	2	0	2 2	0 0	chr3	74052331	74052504	174	*	4	2	0.022989	0.011494
102181	chr3	74052380	74052430	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_74052380_74052430.maf	50	50	0	2	0	0.06	0.042426	0	0.06	0.042426	chr3:74052380-74052430	0.04	0.103933	0.084566	0.13399	TRUE	2	2	0	2 2	0 0	chr3	74052331	74052504	174	*	4	2	0.022989	0.011494
10249	chr1	71266777	71266802	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr1/chr1_25_acc_71266777_71266802.maf	25	25	0	2	0	0.16	0.113137	0	0.16	0.113137	chr1:71266777-71266802	0.08	0.291214	0.179863	0.342281	TRUE	1	2	0	2	0	chr1	71266678	71266889	212	*	2	1	0.009434	0.004717
10251	chr1	71271216	71271241	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr1/chr1_25_acc_71271216_71271241.maf	25	25	0	1	0.04	0.08	0.028284	0.04	0.08	0.028284	chr1:71271216-71271241	0.04	0.066476	0.084566	0.107566	TRUE	1	1	0	1	0	chr1	71271167	71271498	332	*	1	1	0.003012	0.003012
102541	chr3	76186432	76186482	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_76186432_76186482.maf	50	50	0	5	0.08	0.16	0.056569	0.08	0.16	0.056569	chr3:76186432-76186482	0.1	0.141389	0.227512	0.267867	TRUE	2	7	0	5 2	0 0	chr3	76185541	76186979	1439	*	7	2	0.004864	0.00139
102541	chr3	76186914	76186964	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_76186914_76186964.maf	50	50	0	2	0.04	0.1	0.042426	0.04	0.1	0.042426	chr3:76186914-76186964	0.04	0.103933	0.084566	0.13399	TRUE	2	7	0	5 2	0 0	chr3	76185541	76186979	1439	*	7	2	0.004864	0.00139
102544	chr3	76188267	76188292	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_76188267_76188292.maf	25	25	0	1	0.04	0.08	0.028284	0.04	0.08	0.028284	chr3:76188267-76188292	0.04	0.066476	0.084566	0.107566	TRUE	1	1	0	1	0	chr3	76188195	76188323	129	*	1	1	0.007752	0.007752
102546	chr3	76190516	76190541	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_76190516_76190541.maf	25	25	0	2	0	0.08	0.056569	0	0.08	0.056569	chr3:76190516-76190541	0.08	0.141389	0.179863	0.228783	TRUE	2	4	3	2 2	3 0	chr3	76189867	76190561	695	*	2	1	0.002878	0.001439
102546	chr3	76190466	76190491	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_76190466_76190491.maf	25	28	3	2	0.035714	0.107143	0.050508	0.035714	0.107143	0.050508	chr3:76190466-76190491	0.071429	0.125336	0.159443	0.202808	TRUE	2	4	3	2 2	3 0	chr3	76189867	76190561	695	*	2	1	0.002878	0.001439
102614	chr3	76885668	76885718	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_76885668_76885718.maf	50	50	0	2	0.02	0.08	0.042426	0.02	0.08	0.042426	chr3:76885668-76885718	0.04	0.103933	0.084566	0.13399	TRUE	2	3	0	2 1	0 0	chr3	76885662	76885784	123	*	3	2	0.02439	0.01626
102614	chr3	76885743	76885768	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_76885743_76885768.maf	25	25	0	1	0	0.04	0.028284	0	0.04	0.028284	chr3:76885743-76885768	0.04	0.066476	0.084566	0.107566	TRUE	2	3	0	2 1	0 0	chr3	76885662	76885784	123	*	3	2	0.02439	0.01626
102697	chr3	77261628	77261678	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_77261628_77261678.maf	50	68	18	1	0.014706	0.029412	0.010399	0.014706	0.029412	0.010399	chr3:77261628-77261678	0.014706	0.019105	0.024304	0.030914	TRUE	3	4	44	1 1 2	0 18 26	chr3	77261079	77261859	781	*	1	1	0.00128	0.00128
102697	chr3	77261784	77261834	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_77261784_77261834.maf	50	76	26	2	0.013158	0.078947	0.04652	0.013158	0.078947	0.04652	chr3:77261784-77261834	0.026316	0.114775	0.051964	0.12599	TRUE	3	4	44	1 1 2	0 18 26	chr3	77261079	77261859	781	*	1	1	0.00128	0.00128
102697	chr3	77261578	77261628	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_77261578_77261628.maf	50	50	0	1	0	0.06	0.042426	0	0.06	0.042426	chr3:77261578-77261628	0.02	0.103933	0.036917	0.110294	TRUE	3	4	44	1 1 2	0 18 26	chr3	77261079	77261859	781	*	1	1	0.00128	0.00128
10276	chr1	71571614	71571639	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr1/chr1_25_acc_71571614_71571639.maf	25	25	0	2	0	0.08	0.056569	0	0.08	0.056569	chr1:71571614-71571639	0.08	0.141389	0.179863	0.228783	TRUE	1	2	0	2	0	chr1	71571590	71571747	158	*	2	1	0.012658	0.006329
102812	chr3	77852637	77852662	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_77852637_77852662.maf	25	25	0	1	0	0.08	0.056569	0	0.08	0.056569	chr3:77852637-77852662	0.04	0.141389	0.084566	0.164749	TRUE	1	1	0	1	0	chr3	77852563	77852674	112	*	1	1	0.008929	0.008929
102918	chr3	78463464	78463489	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_78463464_78463489.maf	25	25	0	1	0	0.04	0.028284	0	0.04	0.028284	chr3:78463464-78463489	0.04	0.066476	0.084566	0.107566	TRUE	1	1	0	1	0	chr3	78462765	78463601	837	*	1	1	0.001195	0.001195
102957	chr3	79056523	79056573	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_79056523_79056573.maf	50	50	0	1	0.06	0.08	0.014142	0.06	0.08	0.014142	chr3:79056523-79056573	0.02	0.02902	0.036917	0.046958	TRUE	1	1	0	1	0	chr3	79056474	79056627	154	*	1	1	0.006494	0.006494
102978	chr3	79288671	79288721	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_79288671_79288721.maf	50	50	0	7	0.04	0.28	0.169706	0.04	0.28	0.169706	chr3:79288671-79288721	0.14	0.441038	0.32281	0.546554	TRUE	1	7	0	7	0	chr3	79288572	79288763	192	*	7	1	0.036458	0.005208
103045	chr3	80085185	80085210	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_80085185_80085210.maf	25	25	0	2	0.08	0.24	0.113137	0.08	0.24	0.113137	chr3:80085185-80085210	0.08	0.291214	0.179863	0.342281	TRUE	1	2	0	2	0	chr3	80084886	80085497	612	*	2	1	0.003268	0.001634
103046	chr3	80085733	80085758	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_80085733_80085758.maf	25	25	0	2	0.04	0.12	0.056569	0.04	0.12	0.056569	chr3:80085733-80085758	0.08	0.141389	0.179863	0.228783	TRUE	1	2	0	2	0	chr3	80085616	80085940	325	*	2	1	0.006154	0.003077
103142	chr3	80815678	80815703	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_80815678_80815703.maf	25	25	0	3	0	0.12	0.084853	0	0.12	0.084853	chr3:80815678-80815703	0.12	0.216301	0.275161	0.35	TRUE	1	3	0	3	0	chr3	80815604	80815762	159	*	3	1	0.018868	0.006289
103148	chr3	80822058	80822083	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_80822058_80822083.maf	25	25	0	3	0	0.12	0.084853	0	0.12	0.084853	chr3:80822058-80822083	0.12	0.216301	0.275161	0.35	TRUE	1	3	0	3	0	chr3	80821884	80822368	485	*	3	1	0.006186	0.002062
103178	chr3	80861537	80861587	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_80861537_80861587.maf	50	50	0	3	0.1	0.18	0.056569	0.1	0.18	0.056569	chr3:80861537-80861587	0.06	0.141389	0.132215	0.193576	TRUE	1	3	0	3	0	chr3	80861538	80861694	157	*	3	1	0.019108	0.006369
103969	chr3	87360977	87361002	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_87360977_87361002.maf	25	25	0	1	0	0.04	0.028284	0	0.04	0.028284	chr3:87360977-87361002	0.04	0.066476	0.084566	0.107566	TRUE	3	4	0	1 2 1	0 0 0	chr3	87360753	87361227	475	*	4	3	0.008421	0.006316
103969	chr3	87360852	87360902	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_87360852_87360902.maf	50	50	0	1	0.02	0.06	0.028284	0.02	0.06	0.028284	chr3:87360852-87360902	0.02	0.066476	0.036917	0.076039	TRUE	3	4	0	1 2 1	0 0 0	chr3	87360753	87361227	475	*	4	3	0.008421	0.006316
103969	chr3	87360902	87360952	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_87360902_87360952.maf	50	50	0	2	0.02	0.06	0.028284	0.02	0.06	0.028284	chr3:87360902-87360952	0.04	0.066476	0.084566	0.107566	TRUE	3	4	0	1 2 1	0 0 0	chr3	87360753	87361227	475	*	4	3	0.008421	0.006316
104017	chr3	87594116	87594141	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_87594116_87594141.maf	25	25	0	1	0	0.08	0.056569	0	0.08	0.056569	chr3:87594116-87594141	0.04	0.141389	0.084566	0.164749	TRUE	1	1	0	1	0	chr3	87594117	87594254	138	*	1	1	0.007246	0.007246
104020	chr3	87609505	87609555	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_87609505_87609555.maf	50	50	0	2	0.02	0.08	0.042426	0.02	0.08	0.042426	chr3:87609505-87609555	0.04	0.103933	0.084566	0.13399	TRUE	2	5	0	2 3	0 0	chr3	87609406	87609670	265	*	5	2	0.018868	0.007547
104020	chr3	87609605	87609655	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_87609605_87609655.maf	50	50	0	3	0.04	0.12	0.056569	0.04	0.12	0.056569	chr3:87609605-87609655	0.06	0.141389	0.132215	0.193576	TRUE	2	5	0	2 3	0 0	chr3	87609406	87609670	265	*	5	2	0.018868	0.007547
104141	chr3	88615597	88615647	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_88615597_88615647.maf	50	50	0	1	0	0.06	0.042426	0	0.06	0.042426	chr3:88615597-88615647	0.02	0.103933	0.036917	0.110294	TRUE	3	3	0	1 1 2	0 0 0	chr3	88615548	88615713	166	*	4	3	0.024096	0.018072
104141	chr3	88615647	88615697	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_88615647_88615697.maf	50	50	0	2	0.06	0.18	0.084853	0.06	0.18	0.084853	chr3:88615647-88615697	0.04	0.216301	0.084566	0.232245	TRUE	3	3	0	1 1 2	0 0 0	chr3	88615548	88615713	166	*	4	3	0.024096	0.018072
104141	chr3	88615597	88615622	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_88615597_88615622.maf	25	25	0	1	0	0.12	0.084853	0	0.12	0.084853	chr3:88615597-88615622	0.04	0.216301	0.084566	0.232245	TRUE	3	3	0	1 1 2	0 0 0	chr3	88615548	88615713	166	*	4	3	0.024096	0.018072
104149	chr3	88635597	88635647	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_88635597_88635647.maf	50	50	0	1	0	0.04	0.028284	0	0.04	0.028284	chr3:88635597-88635647	0.02	0.066476	0.036917	0.076039	TRUE	1	1	0	1	0	chr3	88635548	88635751	204	*	1	1	0.004902	0.004902
104642	chr3	93618878	93618928	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_93618878_93618928.maf	50	50	0	1	0.02	0.06	0.028284	0.02	0.06	0.028284	chr3:93618878-93618928	0.02	0.066476	0.036917	0.076039	TRUE	1	1	0	1	0	chr3	93618779	93618981	203	*	1	1	0.004926	0.004926
105120	chr3	96232128	96232178	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_96232128_96232178.maf	50	50	0	1	0	0.1	0.070711	0	0.1	0.070711	chr3:96232128-96232178	0.02	0.178845	0.036917	0.182615	TRUE	1	1	0	1	0	chr3	96232029	96232188	160	*	1	1	0.00625	0.00625
105183	chr3	96785933	96785983	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_96785933_96785983.maf	50	50	0	5	0	0.1	0.070711	0	0.1	0.070711	chr3:96785933-96785983	0.1	0.178845	0.227512	0.289391	TRUE	1	5	0	5	0	chr3	96785934	96786114	181	*	5	1	0.027624	0.005525
105360	chr3	97860216	97860241	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_97860216_97860241.maf	25	59	34	1	0	0.033898	0.02397	0	0.033898	0.02397	chr3:97860216-97860241	0.016949	0.055049	0.029649	0.062525	TRUE	2	2	34	1 1	34 0	chr3	97860212	97860501	290	*	1	1	0.003448	0.003448
105360	chr3	97860408	97860458	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_97860408_97860458.maf	50	50	0	1	0	0.06	0.042426	0	0.06	0.042426	chr3:97860408-97860458	0.02	0.103933	0.036917	0.110294	TRUE	2	2	34	1 1	34 0	chr3	97860212	97860501	290	*	1	1	0.003448	0.003448
105365	chr3	97878665	97878715	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_97878665_97878715.maf	50	64	14	2	0.03125	0.078125	0.033146	0.03125	0.078125	0.033146	chr3:97878665-97878715	0.03125	0.079352	0.06372	0.101769	TRUE	4	6	15	3 1 2 2	0 1 1 14	chr3	97877827	97879154	1328	*	3	1	0.002259	0.000753
