phastCons_id	acc_element_bed_chr	acc_element_bed_start	acc_element_bed_end	id	acc_element_len	acc_element_size	acc_element_gap_count	acc_element_shift_count	hamming_ingroup_incl_gaps	hamming_outgroup_incl_gaps	hamming_in_out_incl_gaps	hamming_ingroup_excl_gaps	hamming_outgroup_excl_gaps	hamming_in_out_excl_gaps	acc_element_table_browser	acc_element_shift_count_rel	hamming_in_out_excl_gaps_scl	shift_count_rel_scl	norm2_scl	coding	acc_elements_in_phastCons_count	functional_element_shift_count	functional_element_gap_count	acc_elements_in_phastCons_shift_counts	acc_elements_in_phastCons_gap_counts	phastCons_seqnames	phastCons_start	phastCons_end	phastCons_width	phastCons_strand	functional_elements_shift_rel	functional_elements_acc_elements_count_rel	functional_element_shift_count_exclgt0gap	acc_elements_count_exclgt0gap
100331	chr3	60002871	60002921	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_60002871_60002921.maf	50	50	0	2	0.02	0.08	0.0424264066489858	0.02	0.08	0.0424264066489858	chr3:60002871-60002921	0.04	0.103932514908706	0.0845658536585366	0.133990116278199	FALSE	1	2	0	2	0	chr3	60002722	60003057	336	*	2	1	0.00595238095238095	0.00297619047619048
100352	chr3	60238366	60238416	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_60238366_60238416.maf	50	50	0	3	0	0.06	0.0424264066489858	0	0.06	0.0424264066489858	chr3:60238366-60238416	0.06	0.103932514908706	0.132214634146341	0.168174543667284	FALSE	2	5	9	3 2	0 9	chr3	60238205	60238458	254	*	3	1	0.0118110236220472	0.00393700787401575
100352	chr3	60238229	60238254	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_60238229_60238254.maf	25	34	9	2	0	0.147058823529412	0.103986297469259	0	0.147058823529412	0.103986297469259	chr3:60238229-60238254	0.0588235294117647	0.266977162175146	0.129411764705882	0.296688742569355	FALSE	2	5	9	3 2	0 9	chr3	60238205	60238458	254	*	3	1	0.0118110236220472	0.00393700787401575
100356	chr3	60317350	60317375	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_60317350_60317375.maf	25	25	0	1	0.04	0.08	0.0282842710993239	0.04	0.08	0.0282842710993239	chr3:60317350-60317375	0.04	0.0664763162123709	0.0845658536585366	0.107566185310088	FALSE	2	2	8	1 1	0 8	chr3	60317098	60317517	420	*	1	1	0.00238095238095238	0.00238095238095238
100356	chr3	60317300	60317350	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_60317300_60317350.maf	50	58	8	1	0.0172413793103448	0.0344827586206897	0.012191496390586	0.0172413793103448	0.0344827586206897	0.012191496390586	chr3:60317300-60317350	0.0172413793103448	0.023853745883504	0.0303448275862069	0.0385980537580771	FALSE	2	2	8	1 1	0 8	chr3	60317098	60317517	420	*	1	1	0.00238095238095238	0.00238095238095238
100390	chr3	60551418	60551468	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_60551418_60551468.maf	50	50	0	2	0	0.04	0.0282842710993239	0	0.04	0.0282842710993239	chr3:60551418-60551468	0.04	0.0664763162123709	0.0845658536585366	0.107566185310088	FALSE	1	2	0	2	0	chr3	60551160	60551583	424	*	2	1	0.00471698113207547	0.00235849056603774
100446	chr3	61271294	61271344	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_61271294_61271344.maf	50	50	0	3	0	0.08	0.0565685421986477	0	0.08	0.0565685421986477	chr3:61271294-61271344	0.06	0.14138871360504	0.132214634146341	0.193575509342838	FALSE	1	3	0	3	0	chr3	61271295	61271476	182	*	3	1	0.0164835164835165	0.00549450549450549
10050	chr1	69023984	69024009	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr1/chr1_25_acc_69023984_69024009.maf	25	25	0	1	0.04	0.12	0.0565685421986477	0.04	0.12	0.0565685421986477	chr1:69023984-69024009	0.04	0.14138871360504	0.0845658536585366	0.164748753985835	FALSE	1	1	0	1	0	chr1	69023935	69024073	139	*	1	1	0.00719424460431655	0.00719424460431655
10051	chr1	69025710	69025760	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_69025710_69025760.maf	50	50	0	3	0.08	0.14	0.0424264092831639	0.08	0.14	0.0424264092831639	chr1:69025710-69025760	0.06	0.103932521885466	0.132214634146341	0.168174547978949	FALSE	1	3	0	3	0	chr1	69025661	69025806	146	*	3	1	0.0205479452054795	0.00684931506849315
100535	chr3	62665889	62665939	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_62665889_62665939.maf	50	50	0	5	0.06	0.16	0.0707106751141316	0.06	0.16	0.0707106751141316	chr3:62665889-62665939	0.1	0.178844905324614	0.227512195121951	0.289391256070012	FALSE	1	5	0	5	0	chr3	62665790	62666031	242	*	5	1	0.0206611570247934	0.00413223140495868
100545	chr3	62773230	62773280	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_62773230_62773280.maf	50	50	0	3	0.08	0.16	0.0565685421986477	0.08	0.16	0.0565685421986477	chr3:62773230-62773280	0.06	0.14138871360504	0.132214634146341	0.193575509342838	FALSE	1	3	0	3	0	chr3	62773231	62774092	862	*	3	1	0.00348027842227378	0.00116009280742459
100547	chr3	62777717	62777767	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_62777717_62777767.maf	50	50	0	2	0.04	0.14	0.0707106803824877	0.04	0.14	0.0707106803824877	chr3:62777717-62777767	0.04	0.178844919278136	0.0845658536585366	0.197830454573101	FALSE	1	2	0	2	0	chr3	62777718	62777912	195	*	2	1	0.0102564102564103	0.00512820512820513
100560	chr3	62811480	62811505	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_62811480_62811505.maf	25	25	0	1	0	0.08	0.0565685421986477	0	0.08	0.0565685421986477	chr3:62811480-62811505	0.04	0.14138871360504	0.0845658536585366	0.164748753985835	FALSE	2	5	0	4 1	0 0	chr3	62811396	62811518	123	*	5	2	0.040650406504065	0.016260162601626
100560	chr3	62811405	62811455	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_62811405_62811455.maf	50	50	0	4	0.06	0.1	0.0282842737335019	0.06	0.1	0.0282842737335019	chr3:62811405-62811455	0.08	0.0664763231891318	0.179863414634146	0.191754920324358	FALSE	2	5	0	4 1	0 0	chr3	62811396	62811518	123	*	5	2	0.040650406504065	0.016260162601626
100604	chr3	63105547	63105572	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_63105547_63105572.maf	25	25	0	1	0	0.04	0.0282842710993239	0	0.04	0.0282842710993239	chr3:63105547-63105572	0.04	0.0664763162123709	0.0845658536585366	0.107566185310088	FALSE	1	1	0	1	0	chr3	63105424	63105689	266	*	1	1	0.0037593984962406	0.0037593984962406
10064	chr1	69147254	69147304	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_69147254_69147304.maf	50	50	0	1	0.06	0.12	0.0424264066489858	0.06	0.12	0.0424264066489858	chr1:69147254-69147304	0.02	0.103932514908706	0.0369170731707317	0.110294324181897	FALSE	1	1	0	1	0	chr1	69147255	69147366	112	*	1	1	0.00892857142857143	0.00892857142857143
100642	chr3	63392190	63392215	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_63392190_63392215.maf	25	25	0	1	0	0.08	0.0565685421986477	0	0.08	0.0565685421986477	chr3:63392190-63392215	0.04	0.14138871360504	0.0845658536585366	0.164748753985835	FALSE	2	2	0	1 1	0 0	chr3	63392069	63392273	205	*	2	2	0.00975609756097561	0.00975609756097561
100642	chr3	63392115	63392140	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_63392115_63392140.maf	25	25	0	1	0.04	0.12	0.0565685421986477	0.04	0.12	0.0565685421986477	chr3:63392115-63392140	0.04	0.14138871360504	0.0845658536585366	0.164748753985835	FALSE	2	2	0	1 1	0 0	chr3	63392069	63392273	205	*	2	2	0.00975609756097561	0.00975609756097561
100681	chr3	63717455	63717505	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_63717455_63717505.maf	50	50	0	1	0.04	0.06	0.0141421355496619	0.04	0.06	0.0141421355496619	chr3:63717455-63717505	0.02	0.0290201175160363	0.0369170731707317	0.0469578269528916	FALSE	1	1	0	1	0	chr3	63717406	63717640	235	*	1	1	0.00425531914893617	0.00425531914893617
100733	chr3	63905342	63905392	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_63905342_63905392.maf	50	50	0	1	0.08	0.1	0.01414213818384	0.08	0.1	0.01414213818384	chr3:63905342-63905392	0.02	0.0290201244927971	0.0369170731707317	0.0469578312645569	FALSE	1	1	0	1	0	chr3	63905313	63905441	129	*	1	1	0.00775193798449612	0.00775193798449612
10074	chr1	69307577	69307627	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_69307577_69307627.maf	50	50	0	2	0.04	0.06	0.0141421355496619	0.04	0.06	0.0141421355496619	chr1:69307577-69307627	0.04	0.0290201175160363	0.0845658536585366	0.0894066598506039	FALSE	1	2	0	2	0	chr1	69307478	69307743	266	*	2	1	0.0075187969924812	0.0037593984962406
100753	chr3	64100853	64100878	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_64100853_64100878.maf	25	25	0	1	0	0.16	0.113137084397295	0	0.16	0.113137084397295	chr3:64100853-64100878	0.04	0.291213508390379	0.0845658536585366	0.303243616707805	FALSE	1	1	0	1	0	chr3	64100804	64100981	178	*	1	1	0.00561797752808989	0.00561797752808989
100802	chr3	64725355	64725405	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_64725355_64725405.maf	50	72	22	2	0.0416666666666667	0.0555555555555556	0.00982092709918494	0.0416666666666667	0.0555555555555556	0.00982092709918494	chr3:64725355-64725405	0.0277777777777778	0.0175751669453839	0.0554471544715447	0.0581659129744342	FALSE	2	4	22	2 2	0 22	chr3	64725114	64725604	491	*	2	1	0.00407331975560081	0.00203665987780041
100802	chr3	64725197	64725222	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_64725197_64725222.maf	25	25	0	2	0	0.12	0.0848528132979716	0	0.12	0.0848528132979716	chr3:64725197-64725222	0.08	0.21630111099771	0.179863414634146	0.281313025902994	FALSE	2	4	22	2 2	0 22	chr3	64725114	64725604	491	*	2	1	0.00407331975560081	0.00203665987780041
100843	chr3	65120202	65120227	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_65120202_65120227.maf	25	25	0	2	0	0.12	0.0848528132979716	0	0.12	0.0848528132979716	chr3:65120202-65120227	0.08	0.21630111099771	0.179863414634146	0.281313025902994	FALSE	1	2	0	2	0	chr3	65119896	65120261	366	*	2	1	0.00546448087431694	0.00273224043715847
100856	chr3	65271050	65271075	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_65271050_65271075.maf	25	25	0	2	0	0.08	0.0565685421986477	0	0.08	0.0565685421986477	chr3:65271050-65271075	0.08	0.14138871360504	0.179863414634146	0.22878290202448	FALSE	1	2	0	2	0	chr3	65270846	65271075	230	*	2	1	0.00869565217391304	0.00434782608695652
100947	chr3	66139804	66139829	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_66139804_66139829.maf	25	25	0	2	0.04	0.08	0.0282842710993239	0.04	0.08	0.0282842710993239	chr3:66139804-66139829	0.08	0.0664763162123709	0.179863414634146	0.191754917905701	FALSE	1	2	0	2	0	chr3	66139693	66139884	192	*	2	1	0.0104166666666667	0.00520833333333333
100956	chr3	66163490	66163515	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_66163490_66163515.maf	25	25	0	2	0	0.08	0.0565685421986477	0	0.08	0.0565685421986477	chr3:66163490-66163515	0.08	0.14138871360504	0.179863414634146	0.22878290202448	FALSE	1	2	0	2	0	chr3	66163491	66163857	367	*	2	1	0.00544959128065395	0.00272479564032698
100962	chr3	66169189	66169239	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_66169189_66169239.maf	50	50	0	3	0.04	0.1	0.0424264092831639	0.04	0.1	0.0424264092831639	chr3:66169189-66169239	0.06	0.103932521885466	0.132214634146341	0.168174547978949	FALSE	1	3	0	3	0	chr3	66169135	66169344	210	*	3	1	0.0142857142857143	0.00476190476190476
100963	chr3	66169767	66169792	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_66169767_66169792.maf	25	25	0	1	0	0.04	0.0282842710993239	0	0.04	0.0282842710993239	chr3:66169767-66169792	0.04	0.0664763162123709	0.0845658536585366	0.107566185310088	FALSE	1	1	0	1	0	chr3	66169658	66170057	400	*	1	1	0.0025	0.0025
100965	chr3	66171741	66171766	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_66171741_66171766.maf	25	25	0	1	0.04	0.12	0.0565685421986477	0.04	0.12	0.0565685421986477	chr3:66171741-66171766	0.04	0.14138871360504	0.0845658536585366	0.164748753985835	FALSE	1	1	0	1	0	chr3	66171692	66171987	296	*	1	1	0.00337837837837838	0.00337837837837838
100985	chr3	66231465	66231490	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_66231465_66231490.maf	25	25	0	1	0	0.04	0.0282842710993239	0	0.04	0.0282842710993239	chr3:66231465-66231490	0.04	0.0664763162123709	0.0845658536585366	0.107566185310088	FALSE	1	1	0	1	0	chr3	66231424	66231541	118	*	1	1	0.00847457627118644	0.00847457627118644
10101	chr1	69948058	69948083	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr1/chr1_25_acc_69948058_69948083.maf	25	25	0	1	0.08	0.12	0.0282842710993239	0.08	0.12	0.0282842710993239	chr1:69948058-69948083	0.04	0.0664763162123709	0.0845658536585366	0.107566185310088	FALSE	1	1	0	1	0	chr1	69948013	69948188	176	*	1	1	0.00568181818181818	0.00568181818181818
101013	chr3	66490801	66490851	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_66490801_66490851.maf	50	50	0	1	0	0.02	0.0141421355496619	0	0.02	0.0141421355496619	chr3:66490801-66490851	0.02	0.0290201175160363	0.0369170731707317	0.0469578269528916	FALSE	1	1	0	1	0	chr3	66490802	66490936	135	*	1	1	0.00740740740740741	0.00740740740740741
101019	chr3	66545178	66545203	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_66545178_66545203.maf	25	25	0	1	0	0.04	0.0282842710993239	0	0.04	0.0282842710993239	chr3:66545178-66545203	0.04	0.0664763162123709	0.0845658536585366	0.107566185310088	FALSE	2	3	0	2 1	0 0	chr3	66544979	66545329	351	*	3	2	0.00854700854700855	0.0056980056980057
101019	chr3	66545103	66545128	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_66545103_66545128.maf	25	25	0	2	0.04	0.28	0.169705637132655	0.04	0.28	0.169705637132655	chr3:66545103-66545128	0.08	0.441038331082761	0.179863414634146	0.476304164802411	FALSE	2	3	0	2 1	0 0	chr3	66544979	66545329	351	*	3	2	0.00854700854700855	0.0056980056980057
101098	chr3	67139588	67139638	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_67139588_67139638.maf	50	50	0	1	0.04	0.06	0.0141421355496619	0.04	0.06	0.0141421355496619	chr3:67139588-67139638	0.02	0.0290201175160363	0.0369170731707317	0.0469578269528916	FALSE	1	1	0	1	0	chr3	67139528	67139692	165	*	1	1	0.00606060606060606	0.00606060606060606
101105	chr3	67145581	67145631	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_67145581_67145631.maf	50	50	0	3	0.02	0.1	0.0565685421986477	0.02	0.1	0.0565685421986477	chr3:67145581-67145631	0.06	0.14138871360504	0.132214634146341	0.193575509342838	FALSE	1	3	0	3	0	chr3	67145532	67145683	152	*	3	1	0.0197368421052632	0.00657894736842105
101140	chr3	67413149	67413199	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_67413149_67413199.maf	50	53	3	1	0	0.0188679245283019	0.0133416378080165	0	0.0188679245283019	0.0133416378080165	chr3:67413149-67413199	0.0188679245283019	0.0268999566420477	0.0342199723884031	0.0435271659726098	FALSE	3	2	15	1 1 1	0 12 3	chr3	67412977	67413832	856	*	1	1	0.00116822429906542	0.00116822429906542
101140	chr3	67413599	67413624	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_67413599_67413624.maf	25	37	12	1	0	0.0540540540540541	0.0382219897519093	0	0.0540540540540541	0.0382219897519093	chr3:67413599-67413624	0.027027027027027	0.0927968929832824	0.0536585365853659	0.107193758660819	FALSE	3	2	15	1 1 1	0 12 3	chr3	67412977	67413832	856	*	1	1	0.00116822429906542	0.00116822429906542
101140	chr3	67413149	67413174	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_67413149_67413174.maf	25	25	0	1	0	0.04	0.0282842710993239	0	0.04	0.0282842710993239	chr3:67413149-67413174	0.04	0.0664763162123709	0.0845658536585366	0.107566185310088	FALSE	3	2	15	1 1 1	0 12 3	chr3	67412977	67413832	856	*	1	1	0.00116822429906542	0.00116822429906542
101141	chr3	67416679	67416729	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_67416679_67416729.maf	50	51	1	2	0.0196078431372549	0.0588235294117647	0.0277296765153457	0.0196078431372549	0.0588235294117647	0.0277296765153457	chr3:67416679-67416729	0.0392156862745098	0.0650074429392751	0.0826972740315638	0.10518938525229	FALSE	4	11	7	5 2 4 2	5 0 1 1	chr3	67416580	67416895	316	*	2	1	0.00632911392405063	0.00316455696202532
101141	chr3	67416822	67416872	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_67416822_67416872.maf	50	55	5	5	0	0.163636363636364	0.115708379375254	0	0.163636363636364	0.115708379375254	chr3:67416822-67416872	0.0909090909090909	0.298023719992657	0.205853658536585	0.362206938656839	FALSE	4	11	7	5 2 4 2	5 0 1 1	chr3	67416580	67416895	316	*	2	1	0.00632911392405063	0.00316455696202532
101141	chr3	67416629	67416654	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_67416629_67416654.maf	25	25	0	2	0.04	0.12	0.0565685421986477	0.04	0.12	0.0565685421986477	chr3:67416629-67416654	0.08	0.14138871360504	0.179863414634146	0.22878290202448	FALSE	4	11	7	5 2 4 2	5 0 1 1	chr3	67416580	67416895	316	*	2	1	0.00632911392405063	0.00316455696202532
101141	chr3	67416629	67416679	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_67416629_67416679.maf	50	51	1	4	0.0196078431372549	0.0980392156862745	0.0554593582990476	0.0196078431372549	0.0980392156862745	0.0554593582990476	chr3:67416629-67416679	0.0784313725490196	0.13845098101237	0.176126255380201	0.224029310532215	FALSE	4	11	7	5 2 4 2	5 0 1 1	chr3	67416580	67416895	316	*	2	1	0.00632911392405063	0.00316455696202532
101165	chr3	67495021	67495046	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_67495021_67495046.maf	25	25	0	1	0	0.04	0.0282842710993239	0	0.04	0.0282842710993239	chr3:67495021-67495046	0.04	0.0664763162123709	0.0845658536585366	0.107566185310088	FALSE	1	1	0	1	0	chr3	67494363	67495109	747	*	1	1	0.00133868808567604	0.00133868808567604
101172	chr3	67520163	67520213	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_67520163_67520213.maf	50	60	10	2	0.0166666666666667	0.0333333333333333	0.011785113836111	0.0166666666666667	0.0333333333333333	0.011785113836111	chr3:67520163-67520213	0.0333333333333333	0.0227774200589008	0.0686829268292683	0.0723612831725242	FALSE	3	5	11	2 2 1	1 10 0	chr3	67520148	67520607	460	*	1	1	0.00217391304347826	0.00217391304347826
101172	chr3	67520334	67520359	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_67520334_67520359.maf	25	26	1	2	0	0.0769230769230769	0.0543928322792266	0	0.0769230769230769	0.0543928322792266	chr3:67520334-67520359	0.0769230769230769	0.135626230084694	0.172532833020638	0.219458544506961	FALSE	3	5	11	2 2 1	1 10 0	chr3	67520148	67520607	460	*	1	1	0.00217391304347826	0.00217391304347826
